Date,1Y Swap,2Y Swap,3Y Swap,4Y Swap,5Y Swap,7Y Swap,10Y Swap,30Y Swap
5/5/1999,5.2993,5.535,5.665,5.765,5.835,5.945,6.075,6.34
5/6/1999,5.3338,5.6,5.745,5.84,5.92,6.03,6.17,6.425
5/7/1999,5.3165,5.59,5.73,5.8,5.93,6.045,6.195,6.435
5/10/1999,5.3125,5.55,5.71,5.825,5.905,6.03,6.18,6.42
5/11/1999,5.3265,5.575,5.74,5.85,5.945,6.07,6.21,6.455
5/12/1999,5.3238,5.57,5.73,5.835,5.915,6.055,6.21,6.45
5/13/1999,5.2915,5.51,5.67,5.75,5.86,5.98,6.12,6.375
5/14/1999,5.404,5.68,5.845,5.92,6.06,6.19,6.335,6.54
5/17/1999,5.4175,5.685,5.855,5.975,6.07,6.19,6.345,6.505
5/18/1999,5.409,5.75,5.91,6.02,6.11,6.23,6.365,6.51
5/19/1999,5.4865,5.76,5.92,6.005,6.085,6.21,6.325,6.455
5/20/1999,5.489,5.76,5.915,6.015,6.11,6.23,6.355,6.49
5/21/1999,5.4663,5.715,5.9,5.97,6.07,6.16,6.31,6.44
5/24/1999,5.454,5.73,5.88,5.995,6.06,6.18,6.29,6.455
5/25/1999,5.4663,5.72,5.88,5.99,6.065,6.17,6.28,6.445
5/26/1999,5.469,5.8,5.945,6.05,6.135,6.235,6.345,6.485
5/27/1999,5.5363,5.86,6.035,6.135,6.215,6.305,6.4,6.52
5/28/1999,5.5788,5.855,6.04,6.14,6.22,6.32,6.41,6.5
5/31/1999,5.5663,5.855,6.04,6.155,6.23,6.325,6.415,6.51
6/1/1999,5.6338,5.99,6.17,6.285,6.365,6.47,6.55,6.6
6/2/1999,5.6465,5.99,6.17,6.29,6.36,6.465,6.56,6.62
6/3/1999,5.6365,5.99,6.18,6.3,6.39,6.49,6.595,6.645
6/4/1999,5.6365,6,6.195,6.31,6.395,6.49,6.59,6.65
6/7/1999,5.634,6.005,6.18,6.295,6.37,6.49,6.585,6.65
6/8/1999,5.644,6.005,6.2,6.3,6.385,6.5,6.61,6.68
6/9/1999,5.6913,6.06,6.25,6.345,6.445,6.56,6.665,6.7
6/10/1999,5.7288,6.09,6.29,6.37,6.51,6.62,6.71,6.7575
6/11/1999,5.7288,6.15,6.36,6.465,6.59,6.715,6.835,6.87
6/14/1999,5.7263,6.11,6.34,6.475,6.57,6.69,6.805,6.82
6/15/1999,5.7113,6.12,6.35,6.43,6.58,6.7,6.81,6.84
6/16/1999,5.6675,6.035,6.26,6.36,6.52,6.64,6.76,6.795
6/17/1999,5.6215,5.93,6.135,6.23,6.37,6.495,6.61,6.695
6/18/1999,5.629,5.975,6.18,6.3,6.41,6.53,6.625,6.69
6/21/1999,5.6865,6.015,6.225,6.355,6.445,6.57,6.68,6.735
6/22/1999,5.7038,6.05,6.255,6.395,6.495,6.615,6.73,6.785
6/23/1999,5.7463,6.14,6.36,6.505,6.595,6.73,6.845,6.895
6/24/1999,5.7815,6.14,6.355,6.515,6.61,6.75,6.87,6.915
6/25/1999,5.7815,6.16,6.38,6.495,6.59,6.735,6.855,6.925
6/28/1999,5.7815,6.095,6.315,6.44,6.525,6.66,6.79,6.865
6/29/1999,5.8103,6.14,6.335,6.445,6.52,6.66,6.775,6.85
6/30/1999,5.8563,5.99,6.175,6.27,6.365,6.49,6.62,6.76
7/1/1999,5.7613,6.04,6.22,6.32,6.42,6.525,6.69,6.795
7/2/1999,5.7313,6.045,6.22,6.315,6.41,6.53,6.665,6.79
7/5/1999,5.7353,6.035,6.205,6.305,6.38,6.51,6.66,6.79
7/6/1999,5.7863,6.07,6.25,6.32,6.43,6.555,6.7,6.835
7/7/1999,5.7888,6.075,6.25,6.34,6.45,6.59,6.74,6.845
7/8/1999,5.7815,6.04,6.21,6.29,6.4,6.525,6.665,6.795
7/9/1999,5.7638,6.07,6.235,6.34,6.41,6.54,6.67,6.81
7/12/1999,5.7465,6.005,6.17,6.25,6.34,6.46,6.6,6.715
7/13/1999,5.7275,6.01,6.17,6.25,6.34,6.46,6.59,6.745
7/14/1999,5.7615,6.045,6.2,6.28,6.37,6.5,6.62,6.765
7/15/1999,5.7638,6.065,6.2,6.295,6.38,6.49,6.63,6.775
7/16/1999,5.749,6,6.15,6.24,6.32,6.44,6.56,6.735
7/19/1999,5.72,5.99,6.15,6.235,6.31,6.43,6.56,6.75
7/20/1999,5.6875,5.94,6.06,6.2,6.28,6.4,6.53,6.75
7/21/1999,5.6538,5.925,6.1,6.115,6.29,6.42,6.55,6.76
7/22/1999,5.7438,6.04,6.21,6.3,6.41,6.475,6.67,6.845
7/23/1999,5.7765,6.12,6.31,6.43,6.46,6.66,6.73,6.95
7/26/1999,5.814,6.16,6.35,6.46,6.55,6.605,6.84,6.98
7/27/1999,5.7938,6.125,6.28,6.41,6.52,6.65,6.8,6.955
7/28/1999,5.7988,6.12,6.31,6.41,6.5,6.64,6.77,6.94
7/29/1999,5.864,6.22,6.4,6.48,6.59,6.73,6.86,7.01
7/30/1999,5.8888,6.27,6.455,6.545,6.64,6.77,6.9,7.07
8/2/1999,5.9263,6.33,6.52,6.62,6.69,6.82,6.94,7.1
8/3/1999,5.9463,6.335,6.525,6.65,6.71,6.85,6.985,7.14
8/4/1999,5.9313,6.265,6.485,6.555,6.7,6.835,6.975,7.14
8/5/1999,5.859,6.225,6.405,6.515,6.6,6.82,6.89,7.14
8/6/1999,5.964,6.41,6.63,6.75,6.84,6.96,7.09,7.26
8/9/1999,6.0425,6.49,6.71,6.83,6.94,7.06,7.2,7.3
8/10/1999,6.0363,6.515,6.715,6.805,6.96,7.1,7.22,7.34
8/11/1999,6.04,6.47,6.68,6.74,6.88,7.02,7.16,7.28
8/12/1999,6.0438,6.43,6.585,6.76,6.9,6.94,7.15,7.32
8/13/1999,5.9965,6.37,6.56,6.63,6.75,6.89,7.03,7.21
8/16/1999,5.9938,6.34,6.51,6.57,6.69,6.82,6.96,7.16
8/17/1999,5.9563,6.27,6.43,6.51,6.6,6.72,6.85,7.05
8/18/1999,5.9628,6.22,6.41,6.44,6.59,6.72,6.85,7.04
8/19/1999,5.94,6.24,6.405,6.55,6.65,6.76,6.85,7.1
8/20/1999,5.9088,6.23,6.43,6.55,6.65,6.78,6.92,7.09
8/23/1999,5.9288,6.24,6.365,6.54,6.67,6.8,6.94,7.1
8/24/1999,5.9465,6.195,6.46,6.47,6.55,6.665,6.84,7.03
8/25/1999,5.8853,6.13,6.27,6.36,6.48,6.58,6.74,6.93
8/26/1999,5.9303,6.18,6.34,6.44,6.51,6.63,6.76,6.96
8/27/1999,5.9563,6.26,6.43,6.54,6.62,6.76,6.88,7.07
8/30/1999,5.9518,6.325,6.515,6.615,6.71,6.87,6.97,7.19
8/31/1999,5.95,6.37,6.57,6.69,6.72,6.92,6.99,7.21
9/1/1999,6.0478,6.36,6.55,6.68,6.775,6.91,7.015,7.22
9/2/1999,6.0656,6.38,6.56,6.71,6.82,6.95,7.09,7.29
9/3/1999,5.9849,6.27,6.45,6.58,6.69,6.82,6.96,7.16
9/6/1999,5.9849,6.28,6.455,6.585,6.695,6.825,6.965,7.155
9/7/1999,6.0327,6.34,6.52,6.6,6.74,6.88,7.03,7.22
9/8/1999,5.9925,6.295,6.47,6.575,6.68,6.84,6.97,7.18
9/9/1999,6.0121,6.32,6.49,6.61,6.7,6.85,6.99,7.17
9/10/1999,5.9738,6.26,6.43,6.54,6.63,6.75,6.89,7.1
9/13/1999,5.9762,6.215,6.365,6.415,6.565,6.625,6.9,7.06
9/14/1999,6.0165,6.28,6.43,6.54,6.64,6.78,6.92,7.13
9/15/1999,5.9902,6.125,6.265,6.45,6.52,6.645,6.81,7.08
9/16/1999,5.9733,6.19,6.32,6.42,6.51,6.66,6.81,7.02
9/17/1999,5.9508,6.165,6.295,6.335,6.425,6.63,6.8,7.02
9/20/1999,5.9821,6.23,6.38,6.48,6.58,6.71,6.85,7.05
9/21/1999,5.9723,6.22,6.39,6.49,6.6,6.73,6.87,7.07
9/22/1999,5.9728,6.2,6.37,6.48,6.57,6.71,6.85,7.06
9/23/1999,5.9627,6.13,6.28,6.355,6.46,6.6,6.73,6.97
9/24/1999,5.8745,6.11,6.26,6.355,6.46,6.59,6.715,6.95
9/27/1999,5.924,6.14,6.3,6.41,6.5,6.64,6.75,6.97
9/28/1999,5.9358,6.19,6.36,6.44,6.57,6.71,6.835,7.03
9/29/1999,6.0232,6.215,6.375,6.455,6.655,6.78,6.93,7.1
9/30/1999,6.0027,6.2,6.35,6.46,6.56,6.71,6.85,7.02
10/1/1999,6.1062,6.31,6.47,6.57,6.65,6.79,6.92,7.09
10/4/1999,6.0985,6.29,6.43,6.53,6.6,6.73,6.87,7.04
10/5/1999,6.171,6.355,6.56,6.62,6.7,6.815,6.965,7.13
10/6/1999,6.1915,6.43,6.53,6.65,6.725,6.84,6.945,7.11
10/7/1999,6.1689,6.43,6.56,6.65,6.73,6.84,6.95,7.1
10/8/1999,6.1481,6.41,6.55,6.63,6.7,6.81,6.94,7.12
10/11/1999,6.1481,6.41,6.55,6.63,6.7,6.81,6.94,7.12
10/12/1999,6.1711,6.39,6.515,6.595,6.665,6.705,6.825,7.11
10/13/1999,6.1887,6.44,6.515,6.595,6.715,6.85,6.98,7.16
10/14/1999,6.2177,6.54,6.585,6.665,6.735,6.85,7.035,7.22
10/15/1999,6.19,6.39,6.58,6.605,6.735,6.785,6.975,7.21
10/18/1999,6.1916,6.525,6.655,6.75,6.82,6.93,7.06,7.25
10/19/1999,6.2415,6.465,6.595,6.725,6.745,6.95,7.07,7.25
10/20/1999,6.2456,6.455,6.585,6.77,6.735,6.905,7.06,7.23
10/21/1999,6.2416,6.54,6.67,6.77,6.81,6.87,6.995,7.25
10/22/1999,6.2058,6.51,6.66,6.75,6.82,6.95,7.07,7.23
10/25/1999,6.2383,6.54,6.68,6.74,6.86,6.935,7.1,7.25
10/26/1999,6.2598,6.485,6.625,6.725,6.89,6.97,7.1,7.24
10/27/1999,6.2556,6.545,6.685,6.77,6.84,6.95,7.08,7.23
10/28/1999,6.2297,6.48,6.61,6.66,6.77,6.88,6.99,7.15
10/29/1999,6.1467,6.36,6.405,6.56,6.77,6.675,6.86,7.2
11/1/1999,6.1528,6.38,6.51,6.58,6.68,6.79,6.915,7.07
11/2/1999,6.136,6.37,6.5,6.59,6.67,6.77,6.89,7.04
11/3/1999,6.1168,6.34,6.44,6.54,6.54,6.705,6.86,7.04
11/4/1999,6.0796,6.29,6.385,6.465,6.545,6.705,6.81,6.98
11/5/1999,6.0049,6.24,6.33,6.365,6.445,6.545,6.745,6.9
11/8/1999,6.0187,6.23,6.37,6.45,6.53,6.64,6.76,6.91
11/9/1999,6.034,6.25,6.4,6.435,6.43,6.65,6.78,6.94
11/10/1999,6.0815,6.33,6.46,6.52,6.61,6.71,6.815,6.97
11/11/1999,6.0815,6.32,6.45,6.53,6.61,6.61,6.72,6.97
11/12/1999,6.0497,6.28,6.375,6.385,6.54,6.64,6.71,6.91
11/15/1999,6.0549,6.28,6.305,6.435,6.53,6.62,6.73,6.9
11/16/1999,6.125,6.335,6.45,6.425,6.58,6.665,6.735,6.92
11/17/1999,6.1429,6.38,6.47,6.57,6.62,6.71,6.81,6.98
11/18/1999,6.1572,6.4,6.51,6.58,6.64,6.73,6.83,7.02
11/19/1999,6.1679,6.385,6.54,6.6,6.66,6.74,6.86,7.04
11/22/1999,6.1949,6.365,6.58,6.64,6.615,6.8,6.805,7.08
11/23/1999,6.2025,6.345,6.55,6.64,6.7,6.745,6.8,7.08
11/24/1999,6.2214,6.475,6.58,6.65,6.7,6.79,6.89,7.1
11/25/1999,6.2214,6.475,6.595,6.655,6.71,6.79,6.89,7.1
11/26/1999,6.2617,6.51,6.62,6.69,6.74,6.83,6.93,7.12
11/29/1999,6.3166,6.495,6.675,6.77,6.83,6.815,7.02,7.2
11/30/1999,6.3061,6.465,6.585,6.715,6.705,6.785,6.99,7.17
12/1/1999,6.3311,6.545,6.69,6.73,6.78,6.865,6.895,7.2
12/2/1999,6.3415,6.6,6.72,6.79,6.85,6.93,7.04,7.2
12/3/1999,6.311,6.54,6.625,6.695,6.685,6.86,6.865,7.14
12/6/1999,6.3109,6.435,6.63,6.7,6.665,6.735,6.93,7.1
12/7/1999,6.3055,6.51,6.61,6.635,6.625,6.8,6.9,7.1
12/8/1999,6.3108,6.53,6.63,6.68,6.715,6.74,6.935,7.11
12/9/1999,6.303,6.51,6.78,6.81,6.73,6.82,6.93,7.1
12/10/1999,6.279,6.48,6.58,6.64,6.69,6.78,6.88,7.1
12/13/1999,6.3126,6.52,6.62,6.69,6.75,6.82,6.93,7.09
12/14/1999,6.3887,6.62,6.73,6.79,6.85,6.935,7.04,7.2
12/15/1999,6.4084,6.64,6.75,6.82,6.87,6.96,7.07,7.22
12/16/1999,6.4678,6.72,6.83,6.9,6.95,7.04,7.14,7.29
12/17/1999,6.4726,6.73,6.85,6.9,6.96,7.05,7.14,7.28
12/20/1999,6.4975,6.78,6.91,6.96,7.03,7.11,7.19,7.33
12/21/1999,6.5096,6.8,6.91,6.98,7.03,7.12,7.21,7.35
12/22/1999,6.514,6.78,6.9,6.95,7.03,7.11,7.19,7.32
12/23/1999,6.5204,6.8,6.92,6.98,7.04,7.12,7.22,7.36
12/24/1999,6.5204,6.8,6.92,6.97,7.03,7.12,7.22,7.36
12/27/1999,6.52,6.77,6.9,6.96,7.02,7.11,7.2,7.33
12/28/1999,6.5333,6.79,6.905,6.965,7.03,7.11,7.21,7.32
12/29/1999,6.4797,6.76,6.88,6.95,7,7.08,7.18,7.29
12/30/1999,6.4774,6.75,6.865,6.93,6.98,7.07,7.165,7.28
12/31/1999,6.5045,6.77,6.88,6.94,6.98,7.06,7.17,7.33
1/3/2000,6.52,6.92,7.04,7.12,7.17,7.25,7.36,7.44
1/4/2000,6.62,6.855,6.98,7.04,7.09,7.19,7.285,7.4
1/5/2000,6.62,6.91,7.03,7.07,7.16,7.25,7.37,7.46
1/6/2000,6.59,6.86,6.99,7.04,7.11,7.2,7.32,7.43
1/7/2000,6.59,6.85,6.96,7.04,7.08,7.17,7.27,7.4
1/10/2000,6.59,6.89,7.01,7.07,7.12,7.21,7.31,7.43
1/11/2000,6.59,6.96,7.1,7.17,7.23,7.32,7.43,7.54
1/12/2000,6.65,6.985,7.13,7.19,7.27,7.36,7.46,7.57
1/13/2000,6.67,6.925,7.06,7.13,7.195,7.29,7.4,7.51
1/14/2000,6.65,6.95,7.095,7.17,7.23,7.33,7.43,7.55
1/17/2000,6.65,6.95,7.1,7.17,7.24,7.33,7.43,7.54
1/18/2000,6.66,6.99,7.135,7.21,7.28,7.38,7.5,7.6
1/19/2000,6.66,6.98,7.11,7.21,7.27,7.36,7.49,7.57
1/20/2000,6.66,7,7.15,7.19,7.29,7.4,7.52,7.6
1/21/2000,6.45,6.95,7.1,7.19,7.26,7.36,7.48,7.55
1/24/2000,6.84,6.91,7.05,7.12,7.18,7.28,7.4,7.48
1/25/2000,6.83,6.93,7.07,7.125,7.2,7.295,7.39,7.47
1/26/2000,6.83,6.94,7.06,7.125,7.21,7.28,7.37,7.35
1/27/2000,6.65,7.01,7.15,7.1987,7.305,7.3606,7.42,7.3605
1/28/2000,6.67,7.09,7.2292,7.2653,7.3515,7.4004,7.454,7.319
1/31/2000,6.76,7.149,7.2997,7.3603,7.421,7.475,7.51,7.533
2/1/2000,6.78,7.13,7.253,7.303,7.383,7.4046,7.437,7.435
2/2/2000,6.81,7.16,7.3087,7.358,7.407,7.44,7.4615,7.452
2/3/2000,6.84,7.16,7.28,7.34,7.353,7.3848,7.38,7.395
2/4/2000,6.8,7.224,7.355,7.406,7.447,7.47,7.46,7.3015
2/7/2000,6.84,7.2305,7.378,7.4255,7.483,7.5016,7.5095,7.4085
2/8/2000,6.84,7.2105,7.3593,7.3982,7.437,7.45,7.447,7.338
2/9/2000,6.82,7.186,7.3413,7.38,7.44,7.48,7.51,7.272
2/10/2000,6.82,7.1885,7.3537,7.405,7.479,7.5646,7.61,7.5045
2/11/2000,6.81,7.14,7.303,7.3345,7.409,7.47,7.53,7.4865
2/14/2000,6.78,7.1495,7.2763,7.3432,7.39,7.447,7.5075,7.4045
2/15/2000,6.78,7.1625,7.31,7.3615,7.416,7.476,7.53,7.406
2/16/2000,6.8,7.17,7.3207,7.3718,7.443,7.5,7.547,7.5025
2/17/2000,6.81,7.23,7.38,7.4177,7.4675,7.5228,7.5575,7.4725
2/18/2000,6.87,7.2225,7.3473,7.3922,7.437,7.4746,7.511,7.4445
2/21/2000,6.86,7.215,7.34,7.4,7.44,7.48,7.51,7.4
2/22/2000,6.86,7.1295,7.246,7.3025,7.329,7.3597,7.395,7.3635
2/23/2000,6.82,7.16,7.295,7.35,7.37,7.4,7.445,7.41
2/24/2000,6.83,7.1,7.22,7.26,7.3,7.35,7.3995,7.369
2/25/2000,6.77,6.97,7.1,7.15,7.2275,7.295,7.375,7.399
2/28/2000,6.71,7.066,7.2,7.2707,7.318,7.392,7.453,7.415
2/29/2000,6.75,7.07,7.1973,7.25,7.315,7.3784,7.42,7.4295
3/1/2000,6.76,7.0645,7.1793,7.2442,7.299,7.3522,7.402,7.4325
3/2/2000,6.76,7.05,7.17,7.2352,7.29,7.3478,7.39,7.377
3/3/2000,6.76,7.037,7.163,7.204,7.27,7.324,7.3655,7.319
3/6/2000,6.795,7.055,7.175,7.215,7.28,7.33,7.37,7.3
3/7/2000,6.78,7.045,7.173,7.214,7.284,7.342,7.392,7.31
3/8/2000,6.79,7.059,7.185,7.231,7.299,7.3548,7.402,7.307
3/9/2000,6.78,7.057,7.1785,7.224,7.286,7.339,7.3825,7.303
3/10/2000,6.8,7.111,7.233,7.287,7.342,7.3965,7.4335,7.31
3/13/2000,6.8,7.1,7.226,7.282,7.338,7.397,7.4435,7.3095
3/14/2000,7.07,7.079,7.197,7.261,7.3075,7.364,7.403,7.339
3/15/2000,6.93,7.096,7.211,7.275,7.321,7.375,7.411,7.3465
3/16/2000,6.84,7.095,7.199,7.262,7.284,7.326,7.3485,7.338
3/17/2000,6.84,7.081,7.178,7.233,7.256,7.28,7.282,7.269
3/20/2000,6.84,7.093,7.195,7.249,7.267,7.297,7.302,7.2495
3/21/2000,6.85,7.082,7.173,7.24,7.2525,7.272,7.266,7.281
3/22/2000,6.85,7.077,7.1777,7.244,7.2535,7.286,7.309,7.248
3/23/2000,6.82,7.097,7.187,7.253,7.241,7.258,7.252,7.249
3/24/2000,6.89,7.225,7.294,7.35,7.331,7.343,7.349,7.262
3/27/2000,6.98,7.254,7.33,7.364,7.36,7.367,7.3575,7.3
3/28/2000,7,7.233,7.316,7.365,7.342,7.356,7.382,7.329
3/29/2000,6.98,7.225,7.315,7.369,7.348,7.347,7.4055,7.322
3/30/2000,6.97,7.16,7.2315,7.289,7.267,7.307,7.357,7.3275
3/31/2000,6.92,7.155,7.215,7.271,7.238,7.247,7.267,7.254
4/3/2000,6.95,7.113,7.16,7.217,7.187,7.192,7.2335,7.231
4/4/2000,6.93,6.992,7.048,7.107,7.092,7.123,7.171,7.188
4/5/2000,6.81,6.9955,7.048,7.104,7.086,7.123,7.174,7.227
4/6/2000,6.86,7.056,7.109,7.1607,7.142,7.167,7.2005,7.227
4/7/2000,6.88,7.0335,7.0757,7.1288,7.097,7.1185,7.137,7.119
4/10/2000,6.86,6.978,7.0288,7.086,7.053,7.0949,7.151,7.1605
4/11/2000,6.82,7.024,7.092,7.157,7.12,7.165,7.209,7.3
4/12/2000,6.87,7.038,7.101,7.124,7.147,7.185,7.242,7.265
4/13/2000,6.87,7.018,7.076,7.095,7.103,7.146,7.1985,7.257
4/14/2000,6.87,7.041,7.0803,7.1027,7.115,7.1388,7.193,7.32
4/17/2000,6.81,7.028,7.076,7.107,7.1275,7.17,7.2515,7.2845
4/18/2000,6.82,6.9935,7.067,7.109,7.135,7.189,7.2295,7.2355
4/19/2000,6.84,7.025,7.072,7.097,7.114,7.15,7.189,7.216
4/20/2000,6.85,7.0215,7.0747,7.1058,7.119,7.1529,7.198,7.205
4/21/2000,6.82,7.0305,7.0803,7.1092,7.122,7.1568,7.213,7.208
4/24/2000,6.85,7.055,7.102,7.134,7.156,7.19,7.235,7.187
4/25/2000,6.89,7.14,7.194,7.217,7.24,7.272,7.315,7.318
4/26/2000,6.96,7.14,7.192,7.222,7.246,7.284,7.326,7.3025
4/27/2000,6.98,7.257,7.307,7.332,7.352,7.383,7.417,7.367
4/28/2000,7.09,7.323,7.353,7.358,7.3695,7.382,7.4015,7.315
5/1/2000,7.13,7.356,7.392,7.398,7.408,7.425,7.4575,7.315
5/2/2000,7.15,7.341,7.386,7.409,7.4275,7.457,7.5005,7.444
5/3/2000,7.16,7.433,7.485,7.5188,7.5425,7.5865,7.651,7.608
5/4/2000,7.21,7.482,7.544,7.5917,7.613,7.653,7.713,7.68
5/5/2000,7.29,7.581,7.65,7.684,7.718,7.751,7.808,7.73
5/8/2000,7.36,7.607,7.682,7.727,7.747,7.788,7.849,7.778
5/9/2000,7.37,7.575,7.645,7.686,7.707,7.747,7.805,7.7415
5/10/2000,7.325,7.5165,7.5723,7.5932,7.6095,7.6703,7.7625,7.7455
5/11/2000,7.33,7.524,7.588,7.626,7.646,7.677,7.719,7.711
5/12/2000,7.36,7.637,7.7042,7.746,7.7715,7.805,7.853,7.7905
5/15/2000,7.43,7.61,7.679,7.717,7.734,7.772,7.818,7.7685
5/16/2000,7.42,7.616,7.675,7.703,7.722,7.734,7.744,7.68
5/17/2000,7.48,7.666,7.712,7.742,7.77,7.7928,7.822,7.7595
5/18/2000,7.48,7.661,7.719,7.7605,7.795,7.8366,7.871,7.8
5/19/2000,7.49,7.6075,7.665,7.7072,7.739,7.783,7.8215,7.785
5/22/2000,7.44,7.579,7.628,7.658,7.695,7.734,7.7695,7.752
5/23/2000,7.45,7.6025,7.635,7.6705,7.687,7.7264,7.7655,7.77
5/24/2000,7.43,7.5975,7.6445,7.6792,7.7045,7.737,7.7635,7.729
5/25/2000,7.48,7.56,7.589,7.617,7.641,7.676,7.7035,7.659
5/26/2000,7.44,7.5165,7.55,7.5645,7.6,7.6322,7.6435,7.663
5/29/2000,7.43,7.527,7.555,7.572,7.599,7.631,7.643,7.6115
5/30/2000,7.47,7.6135,7.643,7.661,7.675,7.698,7.713,7.672
5/31/2000,7.5,7.5375,7.576,7.601,7.575,7.633,7.631,7.5855
6/1/2000,7.47,7.4565,7.45,7.453,7.45,7.47,7.488,7.475
6/2/2000,7.4,7.351,7.371,7.375,7.39,7.3968,7.4115,7.3985
6/5/2000,7.26,7.279,7.296,7.314,7.322,7.324,7.312,7.315
6/6/2000,7.24,7.284,7.31,7.316,7.33,7.3345,7.3345,7.3115
6/7/2000,7.24,7.354,7.37,7.38,7.391,7.398,7.395,7.3515
6/8/2000,7.26,7.3695,7.391,7.407,7.4095,7.414,7.413,7.365
6/9/2000,7.28,7.3575,7.378,7.388,7.4025,7.4075,7.403,7.367
6/12/2000,7.28,7.296,7.306,7.317,7.313,7.32,7.328,7.298
6/13/2000,7.25,7.2685,7.28,7.293,7.296,7.319,7.342,7.342
6/14/2000,7.2,7.182,7.2,7.223,7.2355,7.2561,7.283,7.283
6/15/2000,7.18,7.239,7.229,7.2285,7.22,7.237,7.251,7.275
6/16/2000,7.18,7.137,7.138,7.148,7.152,7.162,7.1675,7.204
6/19/2000,7.12,7.184,7.187,7.185,7.186,7.195,7.1925,7.217
6/20/2000,7.16,7.245,7.24,7.239,7.2425,7.2532,7.2555,7.2725
6/21/2000,7.19,7.289,7.298,7.307,7.324,7.339,7.352,7.35
6/22/2000,7.21,7.269,7.287,7.309,7.325,7.3384,7.3565,7.3545
6/23/2000,7.21,7.2995,7.323,7.3428,7.359,7.376,7.401,7.417
6/26/2000,7.22,7.269,7.282,7.29,7.293,7.313,7.332,7.336
6/27/2000,7.21,7.25,7.27,7.272,7.281,7.295,7.314,7.2985
6/28/2000,7.21,7.231,7.257,7.2685,7.2795,7.298,7.326,7.3285
6/29/2000,7.2,7.185,7.2,7.2042,7.22,7.243,7.271,7.253
6/30/2000,7.16,7.205,7.206,7.211,7.218,7.234,7.264,7.2435
7/3/2000,7.1,7.147,7.156,7.1625,7.159,7.1735,7.212,7.234
7/4/2000,7.105,7.11,7.16,7.16,7.155,7.1727,7.211,7.232
7/5/2000,7.06,7.0915,7.1015,7.11,7.119,7.1375,7.149,7.1655
7/6/2000,7.1,7.148,7.1415,7.151,7.15,7.177,7.222,7.22
7/7/2000,7.03,7.0545,7.075,7.089,7.112,7.147,7.1715,7.1575
7/10/2000,7.06,7.101,7.114,7.128,7.147,7.171,7.204,7.2
7/11/2000,7.07,7.0935,7.11,7.138,7.1455,7.1903,7.229,7.2075
7/12/2000,7.08,7.125,7.139,7.149,7.17,7.2015,7.248,7.194
7/13/2000,7.06,7.065,7.075,7.0858,7.104,7.1316,7.166,7.1231
7/14/2000,7.11,7.185,7.205,7.219,7.22,7.247,7.2785,7.2225
7/17/2000,7.13,7.215,7.239,7.26,7.276,7.309,7.345,7.2755
7/18/2000,7.14,7.204,7.231,7.254,7.279,7.3105,7.3525,7.2895
7/19/2000,7.15,7.247,7.267,7.287,7.303,7.3365,7.3895,7.32
7/20/2000,7.05,7.085,7.095,7.1023,7.121,7.158,7.1975,7.164
7/21/2000,7.04,7.069,7.092,7.112,7.139,7.163,7.1975,7.159
7/24/2000,7.06,7.101,7.124,7.147,7.1755,7.208,7.236,7.19
7/25/2000,7.04,7.074,7.099,7.124,7.153,7.19,7.2345,7.184
7/26/2000,7.05,7.085,7.105,7.1192,7.135,7.1708,7.2145,7.218
7/27/2000,7.03,7.052,7.0965,7.109,7.129,7.1637,7.196,7.1485
7/28/2000,7.05,7.098,7.121,7.1348,7.161,7.204,7.246,7.199
7/31/2000,7.07,7.106,7.13,7.151,7.17,7.21,7.256,7.195
8/1/2000,6.9,7.055,7.075,7.0953,7.127,7.163,7.211,7.147
8/2/2000,6.9,7.058,7.061,7.084,7.098,7.141,7.19,7.164
8/3/2000,7.01,7.045,7.056,7.0675,7.08,7.117,7.155,7.119
8/4/2000,6.98,6.98,7,7.0187,7.04,7.0692,7.106,7.114
8/7/2000,6.97,6.9865,7.002,7.015,7.033,7.075,7.112,7.083
8/8/2000,6.93,6.935,6.952,6.97,6.995,7.0295,7.0665,7.051
8/9/2000,6.93,6.95,6.9805,6.982,6.996,7.028,7.061,7.046
8/10/2000,6.92,6.914,6.924,6.946,6.96,6.989,7.0255,7.002
8/11/2000,6.97,6.994,7.01,7.024,7.042,7.057,7.074,7.051
8/14/2000,6.98,6.97,6.983,6.999,7.001,7.016,7.03,6.996
8/15/2000,6.97,6.985,6.991,7.008,7.0225,7.04,7.052,7.017
8/16/2000,6.98,7.005,7.0135,7.027,7.043,7.063,7.088,7.055
8/17/2000,6.98,7.02,7.025,7.028,7.037,7.055,7.062,7.029
8/18/2000,6.97,6.968,6.98,6.991,7.013,7.036,7.058,7.033
8/21/2000,6.97,6.99,6.996,7.004,7.02,7.045,7.071,7.049
8/22/2000,6.98,6.997,6.998,7.002,7.003,7.027,7.052,7.048
8/23/2000,6.94,6.935,6.934,6.939,6.95,6.963,6.992,6.991
8/24/2000,6.91,6.922,6.922,6.93,6.934,6.951,6.972,6.962
8/25/2000,6.91,6.94,6.936,6.938,6.939,6.959,6.984,6.975
8/28/2000,6.93,6.949,6.954,6.958,6.973,6.993,7.018,7.024
8/29/2000,6.97,6.988,6.989,6.995,7.001,7.027,7.06,7.056
8/30/2000,6.95,6.976,6.988,7.002,7.018,7.041,7.069,7.062
8/31/2000,6.9,6.904,6.911,6.919,6.934,6.982,6.997,6.993
