Date,1Y Swap,2Y Swap,3Y Swap,4Y Swap,5Y Swap,7Y Swap,10Y Swap,30Y Swap
9/1/2000,6.84,6.797,6.802,6.818,6.834,6.869,6.921,6.951
9/4/2000,6.84,6.835,6.845,6.852,6.856,6.902,6.9295,6.951
9/5/2000,6.85,6.826,6.826,6.833,6.845,6.88,6.933,6.948
9/6/2000,6.87,6.85,6.858,6.875,6.901,6.935,6.99,7.015
9/7/2000,6.87,6.892,6.895,6.908,6.926,6.964,7.03,7.028
9/8/2000,6.84,6.851,6.859,6.89,6.916,6.966,7.027,7.012
9/11/2000,6.85,6.863,6.883,6.904,6.931,6.979,7.036,7.037
9/12/2000,6.84,6.837,6.859,6.882,6.914,6.968,7.037,7.054
9/13/2000,6.82,6.7865,6.817,6.838,6.867,6.923,6.971,7.009
9/14/2000,6.81,6.815,6.821,6.848,6.879,6.946,7.024,7.071
9/15/2000,6.79,6.795,6.802,6.825,6.86,6.94,7.036,7.088
9/18/2000,6.76,6.75,6.758,6.784,6.83,6.927,7.022,7.106
9/19/2000,6.75,6.781,6.791,6.817,6.858,6.939,7.034,7.0915
9/20/2000,6.78,6.8,6.826,6.865,6.898,6.983,7.071,7.121
9/21/2000,6.77,6.735,6.767,6.809,6.86,6.934,7.003,7.073
9/22/2000,6.75,6.751,6.78,6.815,6.86,6.93,6.989,7.047
9/25/2000,6.795,6.786,6.796,6.816,6.841,6.9055,6.976,7.04
9/26/2000,6.785,6.759,6.77,6.786,6.807,6.874,6.942,6.989
9/27/2000,6.8,6.748,6.757,6.784,6.813,6.883,6.961,7.033
9/28/2000,6.77,6.721,6.73,6.763,6.789,6.855,6.933,6.993
9/29/2000,6.79,6.715,6.702,6.734,6.768,6.838,6.916,6.991
10/2/2000,6.79,6.682,6.698,6.717,6.758,6.838,6.932,7.031
10/3/2000,6.8,6.701,6.719,6.749,6.792,6.855,6.934,7.006
10/4/2000,6.79,6.729,6.752,6.791,6.839,6.906,6.993,7.044
10/5/2000,6.78,6.756,6.768,6.799,6.831,6.902,6.982,7.032
10/6/2000,6.78,6.734,6.753,6.785,6.824,6.887,6.971,7.007
10/9/2000,6.77,6.74,6.76,6.7935,6.832,6.8995,6.987,7.023
10/10/2000,6.79,6.746,6.767,6.802,6.84,6.912,7.003,7.055
10/11/2000,6.75,6.7,6.72,6.767,6.812,6.8855,6.978,7.041
10/12/2000,6.68,6.589,6.616,6.663,6.715,6.811,6.942,7.044
10/13/2000,6.69,6.646,6.659,6.687,6.725,6.813,6.918,6.997
10/16/2000,6.7,6.651,6.666,6.702,6.732,6.812,6.91,7
10/17/2000,6.67,6.605,6.617,6.647,6.682,6.758,6.86,6.949
10/18/2000,6.66,6.616,6.623,6.655,6.691,6.763,6.881,6.937
10/19/2000,6.67,6.591,6.593,6.621,6.651,6.712,6.795,6.881
10/20/2000,6.65,6.586,6.579,6.591,6.619,6.683,6.763,6.835
10/23/2000,6.64,6.563,6.559,6.567,6.583,6.64,6.707,6.786
10/24/2000,6.65,6.569,6.575,6.592,6.623,6.678,6.749,6.817
10/25/2000,6.68,6.606,6.621,6.651,6.686,6.741,6.801,6.857
10/26/2000,6.7,6.634,6.645,6.67,6.703,6.755,6.813,6.854
10/27/2000,6.71,6.659,6.677,6.701,6.7365,6.794,6.856,6.872
10/30/2000,6.72,6.698,6.7135,6.747,6.778,6.823,6.862,6.893
10/31/2000,6.7,6.6435,6.669,6.712,6.745,6.811,6.872,6.916
11/1/2000,6.66,6.602,6.626,6.673,6.717,6.777,6.85,6.901
11/2/2000,6.66,6.586,6.619,6.661,6.706,6.765,6.831,6.878
11/3/2000,6.69,6.642,6.674,6.741,6.77,6.842,6.907,6.942
11/6/2000,6.71,6.682,6.711,6.765,6.804,6.867,6.93,6.977
11/7/2000,6.72,6.69,6.717,6.76,6.804,6.882,6.963,6.9985
11/8/2000,6.71,6.649,6.691,6.744,6.801,6.877,6.965,6.996
11/9/2000,6.68,6.63,6.668,6.722,6.778,6.844,6.919,6.985
11/10/2000,6.66,6.587,6.631,6.695,6.754,6.834,6.924,7.001
11/13/2000,6.64,6.574,6.608,6.664,6.716,6.799,6.891,6.962
11/14/2000,6.66,6.58,6.611,6.666,6.719,6.802,6.893,6.954
11/15/2000,6.65,6.604,6.627,6.662,6.7,6.763,6.8385,6.902
11/16/2000,6.63,6.571,6.6,6.641,6.68,6.751,6.829,6.886
11/17/2000,6.64,6.586,6.608,6.651,6.693,6.762,6.842,6.911
11/20/2000,6.62,6.565,6.586,6.629,6.674,6.748,6.828,6.906
11/21/2000,6.63,6.554,6.582,6.636,6.682,6.754,6.833,6.901
11/22/2000,6.6,6.539,6.573,6.623,6.668,6.736,6.809,6.861
11/23/2000,6.61,6.539,6.573,6.623,6.668,6.736,6.809,6.861
11/24/2000,6.62,6.549,6.574,6.625,6.668,6.728,6.798,6.838
11/27/2000,6.62,6.543,6.572,6.616,6.657,6.718,6.787,6.858
11/28/2000,6.57,6.483,6.507,6.558,6.605,6.672,6.751,6.826
11/29/2000,6.51,6.401,6.431,6.483,6.535,6.607,6.686,6.774
11/30/2000,6.46,6.407,6.423,6.465,6.504,6.572,6.649,6.738
12/1/2000,6.47,6.365,6.383,6.439,6.494,6.571,6.661,6.752
12/4/2000,6.46,6.381,6.408,6.457,6.507,6.585,6.675,6.774
12/5/2000,6.35,6.23,6.251,6.299,6.343,6.424,6.517,6.641
12/6/2000,6.28,6.155,6.162,6.202,6.234,6.305,6.392,6.534
12/7/2000,6.26,6.137,6.138,6.174,6.21,6.275,6.353,6.498
12/8/2000,6.28,6.159,6.152,6.174,6.195,6.25,6.317,6.473
12/11/2000,6.33,6.234,6.225,6.242,6.261,6.306,6.363,6.478
12/12/2000,6.31,6.195,6.204,6.228,6.255,6.305,6.366,6.485
12/13/2000,6.25,6.11,6.106,6.123,6.137,6.19,6.25,6.396
12/14/2000,6.2,6.061,6.059,6.082,6.098,6.14,6.188,6.329
12/15/2000,6.17,6.024,6.016,6.033,6.055,6.092,6.143,6.279
12/18/2000,6.14,5.964,5.974,6.002,6.027,6.066,6.119,6.257
12/19/2000,6.14,6.017,6.018,6.039,6.07,6.115,6.17,6.331
12/20/2000,6.03,5.88,5.883,5.909,5.934,5.985,6.04,6.216
12/21/2000,5.97,5.846,5.853,5.878,5.903,5.966,6.039,6.225
12/22/2000,5.93,5.774,5.802,5.839,5.877,5.943,6.025,6.214
12/25/2000,5.9375,5.8085,5.8315,5.873,5.9085,5.9705,6.0495,6.2305
12/26/2000,5.95,5.843,5.861,5.907,5.94,5.998,6.074,6.247
12/27/2000,5.99,5.873,5.906,5.953,5.996,6.06,6.137,6.284
12/28/2000,5.99,5.917,5.95,5.993,6.011,6.078,6.155,6.291
12/29/2000,5.95,5.852,5.887,5.942,5.975,6.047,6.133,6.315
1/1/2001,5.98,5.73,5.763,5.813,5.852,5.921,6.0135,6.2125
1/2/2001,5.81,5.608,5.639,5.684,5.729,5.795,5.894,6.11
1/3/2001,5.7,5.648,5.737,5.834,5.913,6,6.102,6.281
1/4/2001,5.55,5.491,5.593,5.664,5.726,5.828,5.951,6.163
1/5/2001,5.45,5.297,5.378,5.45,5.511,5.626,5.77,6.034
1/8/2001,5.26,5.276,5.358,5.439,5.506,5.634,5.789,6.062
1/9/2001,5.32,5.326,5.415,5.492,5.567,5.688,5.818,6.065
1/10/2001,5.38,5.455,5.544,5.629,5.701,5.828,5.973,6.19
1/11/2001,5.34,5.425,5.535,5.63,5.702,5.842,5.99,6.234
1/12/2001,5.47,5.568,5.684,5.779,5.855,5.99,6.14,6.351
1/15/2001,5.495,5.5645,5.683,5.779,5.859,6.003,6.1445,6.35
1/16/2001,5.47,5.561,5.68,5.779,5.863,6.016,6.149,6.366
1/17/2001,5.41,5.494,5.613,5.699,5.781,5.922,6.077,6.283
1/18/2001,5.31,5.373,5.501,5.596,5.682,5.828,5.995,6.211
1/19/2001,5.28,5.39,5.531,5.641,5.745,5.889,6.056,6.298
1/22/2001,5.27,5.404,5.572,5.7,5.806,5.959,6.123,6.376
1/23/2001,5.31,5.473,5.637,5.766,5.862,6.019,6.197,6.452
1/24/2001,5.36,5.501,5.657,5.786,5.882,6.034,6.213,6.477
1/25/2001,5.33,5.453,5.597,5.718,5.797,5.998,6.125,6.372
1/26/2001,5.29,5.456,5.609,5.735,5.821,5.972,6.129,6.397
1/29/2001,5.27,5.416,5.587,5.731,5.839,5.995,6.173,6.458
1/30/2001,5.19,5.337,5.502,5.636,5.742,5.9,6.069,6.341
1/31/2001,5.12,5.188,5.343,5.484,5.579,5.741,5.908,6.21
2/1/2001,5.13,5.201,5.333,5.462,5.552,5.717,5.892,6.188
2/2/2001,5.19,5.323,5.457,5.572,5.662,5.827,5.996,6.272
2/5/2001,5.21,5.346,5.491,5.607,5.703,5.869,6.029,6.297
2/6/2001,5.22,5.346,5.501,5.622,5.722,5.889,6.043,6.31
2/7/2001,5.2,5.357,5.512,5.639,5.74,5.893,6.039,6.295
2/8/2001,5.2,5.341,5.497,5.625,5.717,5.877,6.022,6.291
2/9/2001,5.15,5.255,5.415,5.54,5.643,5.787,5.956,6.248
2/12/2001,5.14,5.277,5.43,5.554,5.652,5.816,5.977,6.257
2/13/2001,5.19,5.332,5.478,5.599,5.699,5.856,5.999,6.277
2/14/2001,5.27,5.471,5.642,5.736,5.823,5.982,6.125,6.358
2/15/2001,5.29,5.464,5.627,5.751,5.845,5.994,6.137,6.395
2/16/2001,5.28,5.307,5.48,5.624,5.733,5.889,6.054,6.319
2/19/2001,5.205,5.306,5.479,5.624,5.732,5.888,6.052,6.315
2/20/2001,5.17,5.322,5.486,5.62,5.727,5.886,6.04,6.313
2/21/2001,5.12,5.302,5.479,5.626,5.75,5.915,6.076,6.341
2/22/2001,5.07,5.244,5.43,5.588,5.724,5.913,6.106,6.396
2/23/2001,5,5.201,5.39,5.556,5.678,5.866,6.059,6.356
2/26/2001,4.95,5.112,5.318,5.482,5.617,5.804,5.998,6.299
2/27/2001,4.9,5.064,5.268,5.416,5.538,5.71,5.871,6.184
2/28/2001,4.93,5.026,5.217,5.359,5.476,5.651,5.801,6.119
3/1/2001,4.93,5.068,5.25,5.379,5.48,5.64,5.777,6.089
3/2/2001,4.91,5.111,5.304,5.439,5.555,5.713,5.853,6.162
3/5/2001,4.94,5.112,5.325,5.464,5.577,5.739,5.879,6.173
3/6/2001,4.91,5.084,5.288,5.438,5.564,5.736,5.884,6.174
3/7/2001,4.86,5.047,5.244,5.381,5.497,5.67,5.819,6.11
3/8/2001,4.87,5.056,5.252,5.391,5.51,5.679,5.821,6.106
3/9/2001,4.91,5.114,5.306,5.448,5.563,5.741,5.882,6.141
3/12/2001,4.89,5.075,5.285,5.442,5.574,5.752,5.89,6.165
3/13/2001,4.89,5.074,5.284,5.434,5.566,5.757,5.91,6.192
3/14/2001,4.73,4.921,5.144,5.307,5.438,5.639,5.814,6.111
3/15/2001,4.65,4.851,5.087,5.247,5.37,5.569,5.755,6.094
3/16/2001,4.71,4.865,5.084,5.239,5.357,5.55,5.721,6.083
3/19/2001,4.71,4.912,5.133,5.283,5.408,5.597,5.764,6.1
3/20/2001,4.61,4.787,5.018,5.187,5.314,5.514,5.694,6.059
3/21/2001,4.59,4.77,4.993,5.166,5.293,5.493,5.682,6.048
3/22/2001,4.58,4.727,4.968,5.138,5.276,5.485,5.671,6.048
3/23/2001,4.62,4.797,5.035,5.209,5.348,5.554,5.744,6.1
3/26/2001,4.62,4.852,5.091,5.262,5.398,5.608,5.797,6.169
3/27/2001,4.74,4.954,5.196,5.378,5.524,5.741,5.961,6.268
3/28/2001,4.68,4.9,5.161,5.351,5.496,5.722,5.917,6.311
3/29/2001,4.65,4.92,5.181,5.357,5.509,5.739,5.945,6.33
3/30/2001,4.58,4.822,5.074,5.259,5.405,5.633,5.848,6.274
4/2/2001,4.6,4.837,5.105,5.295,5.455,5.682,5.894,6.31
4/3/2001,4.53,4.759,5.012,5.227,5.379,5.62,5.848,6.299
4/4/2001,4.5,4.73,5.003,5.201,5.358,5.603,5.839,6.292
4/5/2001,4.55,4.801,5.074,5.267,5.411,5.655,5.889,6.355
4/6/2001,4.49,4.718,4.995,5.181,5.325,5.556,5.793,6.264
4/9/2001,4.48,4.709,4.99,5.18,5.338,5.586,5.824,6.303
4/10/2001,4.59,4.818,5.108,5.309,5.468,5.721,5.976,6.43
4/11/2001,4.63,4.87,5.163,5.363,5.522,5.767,6.016,6.418
4/12/2001,4.67,4.95,5.234,5.429,5.586,5.825,6.061,6.406
4/13/2001,4.655,4.953,5.229,5.428,5.57,5.827,6.061,6.406
4/16/2001,4.76,5.026,5.325,5.525,5.675,5.915,6.142,6.494
4/17/2001,4.74,4.992,5.29,5.49,5.647,5.885,6.107,6.479
4/18/2001,4.48,4.816,5.12,5.313,5.487,5.729,5.987,6.409
4/19/2001,4.46,4.867,5.203,5.442,5.621,5.876,6.135,6.536
4/20/2001,4.38,4.803,5.164,5.397,5.581,5.853,6.122,6.541
4/23/2001,4.31,4.714,5.064,5.294,5.463,5.747,6.022,6.483
4/24/2001,4.32,4.706,5.066,5.309,5.494,5.779,6.058,6.514
4/25/2001,4.37,4.798,5.137,5.365,5.545,5.837,6.107,6.524
4/26/2001,4.32,4.731,5.069,5.292,5.467,5.749,6.026,6.454
4/27/2001,4.42,4.832,5.177,5.406,5.584,5.858,6.139,6.531
4/30/2001,4.43,4.868,5.218,5.447,5.627,5.893,6.152,6.532
5/1/2001,4.37,4.815,5.168,5.408,5.591,5.851,6.101,6.48
5/2/2001,4.41,4.837,5.181,5.404,5.578,5.833,6.074,6.432
5/3/2001,4.37,4.796,5.135,5.354,5.527,5.77,6.008,6.374
5/4/2001,4.26,4.706,5.064,5.295,5.469,5.727,5.992,6.385
5/7/2001,4.24,4.673,5.034,5.278,5.465,5.727,5.987,6.372
5/8/2001,4.165,4.676,5.019,5.272,5.466,5.742,6.022,6.404
5/9/2001,4.16,4.604,4.976,5.223,5.409,5.675,5.945,6.341
5/10/2001,4.24,4.718,5.104,5.356,5.554,5.819,6.096,6.466
5/11/2001,4.36,4.852,5.274,5.541,5.745,6.011,6.275,6.6
5/14/2001,4.3,4.843,5.256,5.523,5.717,5.984,6.254,6.585
5/15/2001,4.21,4.786,5.221,5.521,5.736,6.0245,6.316,6.6465
5/16/2001,4.22,4.761,5.1915,5.482,5.699,5.9815,6.2605,6.5895
5/17/2001,4.31,4.828,5.2485,5.519,5.711,5.96,6.183,6.4775
5/18/2001,4.34,4.894,5.2935,5.548,5.721,5.9615,6.166,6.473
5/21/2001,4.34,4.895,5.2955,5.5455,5.7205,5.957,6.1675,6.4745
5/22/2001,4.31,4.898,5.2915,5.541,5.715,5.9585,6.184,6.5045
5/23/2001,4.27,4.825,5.2415,5.502,5.6855,5.9435,6.19,6.5365
5/24/2001,4.32,4.8975,5.3125,5.5875,5.78,6.046,6.293,6.6015
5/25/2001,4.26,4.86,5.293,5.567,5.763,6.034,6.288,6.593
5/28/2001,4.305,4.8585,5.2925,5.574,5.768,6.029,6.286,6.5965
5/29/2001,4.25,4.883,5.3005,5.5845,5.781,6.047,6.306,6.602
5/30/2001,4.25,4.846,5.283,5.584,5.7955,6.067,6.315,6.6075
5/31/2001,4.16,4.7555,5.1925,5.4775,5.672,5.941,6.1845,6.519
6/1/2001,4.18,4.747,5.181,5.43,5.6305,5.892,6.153,6.4695
6/4/2001,4.19,4.748,5.1695,5.453,5.6565,5.9075,6.1245,6.4565
6/5/2001,4.15,4.6805,5.091,5.3585,5.551,5.8105,6.044,6.3985
6/6/2001,4.14,4.679,5.1305,5.426,5.6005,5.838,6.039,6.3975
6/7/2001,4.14,4.701,5.139,5.426,5.6235,5.88,6.1075,6.4805
6/8/2001,4.13,4.732,5.181,5.4725,5.6735,5.924,6.142,6.4815
6/11/2001,4.11,4.681,5.121,5.408,5.6085,5.864,6.086,6.4315
6/12/2001,4.09,4.645,5.078,5.362,5.5605,5.822,6.0485,6.416
6/13/2001,4.07,4.622,5.0585,5.346,5.5515,5.824,6.057,6.398
6/14/2001,4.03,4.579,5.0065,5.294,5.4985,5.779,6.024,6.3895
6/15/2001,4,4.5485,5.0045,5.306,5.52,5.815,6.071,6.4555
6/18/2001,3.96,4.531,5.011,5.328,5.556,5.8575,6.1105,6.481
6/19/2001,3.94,4.5295,5.002,5.322,5.554,5.85,6.107,6.4765
6/20/2001,3.94,4.51,4.977,5.2915,5.52,5.8125,6.055,6.425
6/21/2001,3.94,4.516,4.9785,5.284,5.504,5.795,6.041,6.395
6/22/2001,3.9,4.453,4.92,5.225,5.441,5.732,5.981,6.3415
6/25/2001,3.91,4.482,4.931,5.2305,5.446,5.7345,5.983,6.3565
6/26/2001,3.96,4.543,5.0095,5.323,5.546,5.832,6.073,6.4125
6/27/2001,4.04,4.6365,5.0975,5.4055,5.6185,5.885,6.0965,6.3875
6/28/2001,4.14,4.744,5.202,5.513,5.721,5.988,6.1895,6.458
6/29/2001,4.15,4.835,5.312,5.6245,5.833,6.0965,6.3175,6.602
7/2/2001,4.11,4.754,5.218,5.517,5.7285,6.002,6.2285,6.524
7/3/2001,4.16,4.8235,5.283,5.582,5.785,6.043,6.26,6.53
7/4/2001,4.17,4.813,5.27,5.572,5.776,6.042,6.258,6.529
7/5/2001,4.14,4.762,5.2435,5.553,5.7695,6.0345,6.2685,6.54
7/6/2001,4.08,4.682,5.1775,5.4915,5.7115,5.984,6.226,6.5145
7/9/2001,4.06,4.669,5.1425,5.4415,5.6595,5.9375,6.1755,6.4865
7/10/2001,4,4.6185,5.093,5.414,5.627,5.9015,6.1335,6.477
7/11/2001,4.01,4.682,5.148,5.461,5.674,5.9445,6.1825,6.4915
7/12/2001,4.01,4.631,5.1025,5.412,5.621,5.889,6.117,6.459
7/13/2001,4.05,4.6575,5.124,5.4205,5.6245,5.8865,6.096,6.4225
7/16/2001,4.01,4.612,5.08,5.3755,5.573,5.8275,6.036,6.3715
7/17/2001,4.03,4.65,5.1065,5.403,5.599,5.8535,6.049,6.374
7/18/2001,3.89,4.457,4.9275,5.241,5.454,5.7115,5.923,6.265
7/19/2001,3.89,4.4695,4.9305,5.239,5.451,5.7055,5.9255,6.275
7/20/2001,3.89,4.473,4.955,5.264,5.478,5.732,5.939,6.291
7/23/2001,3.89,4.4615,4.9365,5.252,5.461,5.705,5.919,6.2645
7/24/2001,3.9,4.46,4.9285,5.2425,5.449,5.706,5.922,6.2885
7/25/2001,3.92,4.5075,4.988,5.3055,5.522,5.7795,5.993,6.325
7/26/2001,3.88,4.42,4.885,5.203,5.4275,5.7125,5.94,6.3205
7/27/2001,3.83,4.351,4.8205,5.1435,5.3785,5.6645,5.899,6.279
7/30/2001,3.82,4.347,4.8145,5.1335,5.366,5.6505,5.8795,6.256
7/31/2001,3.79,4.292,4.75,5.0725,5.309,5.604,5.85,6.232
8/1/2001,3.8,4.305,4.7555,5.0985,5.339,5.6265,5.868,6.233
8/2/2001,3.86,4.3955,4.8655,5.197,5.4305,5.716,5.949,6.3105
8/3/2001,3.84,4.4015,4.8835,5.2145,5.458,5.7415,5.9675,6.3215
8/6/2001,3.82,4.378,4.868,5.204,5.451,5.733,5.953,6.32
8/7/2001,3.84,4.397,4.88,5.207,5.446,5.735,5.967,6.317
8/8/2001,3.74,4.288,4.766,5.085,5.328,5.61,5.837,6.215
8/9/2001,3.73,4.276,4.761,5.107,5.355,5.647,5.889,6.235
8/10/2001,3.63,4.213,4.705,5.058,5.292,5.593,5.823,6.192
8/13/2001,3.68,4.21,4.687,5.022,5.253,5.551,5.792,6.187
8/14/2001,3.68,4.254,4.725,5.048,5.275,5.564,5.797,6.193
8/15/2001,3.68,4.331,4.799,5.113,5.337,5.614,5.837,6.211
8/16/2001,3.735,4.287,4.76,5.077,5.303,5.574,5.791,6.184
8/17/2001,3.685,4.23,4.693,4.996,5.201,5.47,5.697,6.115
8/20/2001,3.685,4.282,4.746,5.052,5.269,5.544,5.771,6.155
8/21/2001,3.685,4.19,4.663,4.979,5.209,5.489,5.715,6.117
8/22/2001,3.675,4.249,4.722,5.038,5.248,5.528,5.757,6.123
8/23/2001,3.675,4.227,4.693,4.999,5.214,5.496,5.725,6.098
8/24/2001,3.675,4.276,4.741,5.038,5.247,5.534,5.769,6.134
8/27/2001,3.675,4.291,4.754,5.051,5.252,5.535,5.77,6.147
8/28/2001,3.675,4.174,4.642,4.944,5.157,5.434,5.666,6.076
8/29/2001,3.675,4.122,4.582,4.87,5.073,5.338,5.561,6.028
8/30/2001,3.675,4.092,4.565,4.883,5.114,5.384,5.613,6.02
8/31/2001,3.675,4.134,4.601,4.917,5.128,5.408,5.649,6.031
9/3/2001,3.605,4.125,4.593,4.911,5.124,5.405,5.647,6.029
9/4/2001,3.605,4.279,4.751,5.066,5.291,5.565,5.798,6.157
9/5/2001,3.605,4.278,4.734,5.046,5.265,5.553,5.789,6.142
9/6/2001,3.605,4.131,4.6,4.916,5.148,5.433,5.662,6.046
9/7/2001,3.605,4.019,4.49,4.808,5.039,5.334,5.579,6.005
9/10/2001,3.125,4.027,4.503,4.831,5.067,5.372,5.635,6.076
9/11/2001,3.125,3.822,4.301,4.632,4.866,5.225,5.56,6.023
9/12/2001,3.125,3.835,4.305,4.625,4.866,5.175,5.525,6.23
9/13/2001,3.075,3.98,4.426,4.739,4.966,5.291,5.61,6.017
9/14/2001,3.04,3.618,4.129,4.461,4.722,5.085,5.392,6.013
9/17/2001,3.04,3.605,4.131,4.5,4.755,5.123,5.418,6.002
9/18/2001,3.04,3.617,4.175,4.551,4.817,5.198,5.525,6.126
9/19/2001,3.04,3.475,4.028,4.425,4.689,5.098,5.45,6.083
9/20/2001,3.04,3.484,4.032,4.397,4.661,5.081,5.453,6.123
9/21/2001,3.04,3.437,3.993,4.36,4.624,5.034,5.398,6.097
9/24/2001,2.67,3.476,4.013,4.37,4.642,5.047,5.41,6.069
9/25/2001,2.67,3.422,3.966,4.338,4.622,5.033,5.4,6.058
9/26/2001,2.67,3.346,3.905,4.283,4.557,4.966,5.326,5.986
9/27/2001,2.67,3.3,3.843,4.224,4.501,4.894,5.228,5.907
9/28/2001,2.655,3.376,3.915,4.28,4.55,4.925,5.253,5.901
10/1/2001,2.66,3.339,3.876,4.258,4.533,4.903,5.215,5.861
10/2/2001,2.64,3.266,3.825,4.21,4.486,4.864,5.192,5.812
10/3/2001,2.53,3.256,3.815,4.197,4.471,4.833,5.145,5.785
10/4/2001,2.55,3.212,3.805,4.198,4.476,4.846,5.167,5.785
10/5/2001,2.55,3.172,3.775,4.188,4.474,4.856,5.183,5.807
10/8/2001,2.495,3.143,3.748,4.166,4.457,4.845,5.177,5.808
10/9/2001,2.495,3.209,3.813,4.226,4.527,4.932,5.284,5.883
10/10/2001,2.525,3.228,3.825,4.237,4.538,4.945,5.297,5.875
10/11/2001,2.62,3.338,3.939,4.344,4.642,5.041,5.384,5.954
10/12/2001,2.565,3.35,3.935,4.323,4.616,5.024,5.372,5.939
10/15/2001,2.55,3.266,3.862,4.271,4.57,4.974,5.307,5.902
10/16/2001,2.53,3.251,3.831,4.234,4.51,4.919,5.251,5.872
10/17/2001,2.54,3.248,3.838,4.237,4.522,4.921,5.245,5.839
10/18/2001,2.5,3.219,3.817,4.231,4.521,4.919,5.257,5.844
10/19/2001,2.495,3.22,3.819,4.236,4.543,4.95,5.296,5.878
10/22/2001,2.505,3.255,3.857,4.267,4.572,4.976,5.309,5.894
10/23/2001,2.525,3.234,3.836,4.258,4.564,4.981,5.319,5.907
10/24/2001,2.525,3.158,3.775,4.206,4.511,4.927,5.268,5.853
10/25/2001,2.525,3.094,3.712,4.155,4.463,4.871,5.208,5.799
10/26/2001,2.39,3.074,3.695,4.131,4.44,4.85,5.187,5.788
10/29/2001,2.345,3.004,3.627,4.071,4.387,4.803,5.147,5.774
10/30/2001,2.32,2.904,3.522,3.98,4.3,4.72,5.077,5.705
10/31/2001,2.29,2.822,3.42,3.861,4.172,4.571,4.899,5.513
11/1/2001,2.29,2.928,3.507,3.917,4.207,4.577,4.879,5.428
11/2/2001,2.29,2.958,3.565,3.987,4.316,4.699,5.026,5.606
11/5/2001,2.21,2.888,3.505,3.934,4.244,4.627,4.949,5.507
11/6/2001,2.255,2.777,3.391,3.819,4.123,4.529,4.871,5.487
11/7/2001,2.055,2.703,3.316,3.75,4.054,4.448,4.771,5.405
11/8/2001,2.085,2.814,3.439,3.859,4.164,4.559,4.887,5.483
11/9/2001,2.095,2.838,3.466,3.9,4.208,4.598,4.908,5.468
11/12/2001,2.18,2.83,3.459,3.915,4.225,4.699,4.926,5.48
11/13/2001,2.18,2.908,3.526,3.959,4.269,4.66,4.966,5.512
11/14/2001,2.23,3.113,3.733,4.147,4.439,4.82,5.129,5.613
11/15/2001,2.23,3.43,4.06,4.481,4.767,5.136,5.435,5.869
11/16/2001,2.58,3.476,4.147,4.559,4.863,5.231,5.516,5.915
11/19/2001,2.495,3.348,4.009,4.441,4.749,5.129,5.433,5.853
11/20/2001,2.545,3.379,4.039,4.483,4.798,5.191,5.521,5.958
11/21/2001,2.6,3.52,4.193,4.638,4.945,5.326,5.631,6.022
11/22/2001,2.605,3.513,4.185,4.63,4.931,5.312,5.617,6.014
11/23/2001,2.65,3.617,4.301,4.73,5.024,5.394,5.674,6.06
11/26/2001,2.625,3.655,4.325,4.755,5.055,5.415,5.685,6.06
11/27/2001,2.725,3.532,4.222,4.653,4.95,5.322,5.606,6.029
11/28/2001,2.505,3.538,4.239,4.691,4.99,5.358,5.654,6.086
11/29/2001,2.455,3.384,4.08,4.513,4.817,5.198,5.505,5.992
11/30/2001,2.34,3.322,4.02,4.452,4.753,5.13,5.448,5.976
12/3/2001,2.37,3.293,3.97,4.397,4.684,5.07,5.396,5.929
12/4/2001,2.34,3.29,3.96,4.38,4.664,5.04,5.35,5.86
12/5/2001,2.515,3.55,4.23,4.66,4.94,5.3,5.6,6.041
12/6/2001,2.58,3.67,4.334,4.77,5.07,5.4345,5.72,6.166
12/7/2001,2.505,3.67,4.41,4.86,5.19,5.57,5.885,6.3
12/10/2001,2.395,3.521,4.27,4.762,5.109,5.51,5.85,6.279
12/11/2001,2.355,3.44,4.21,4.69,5.03,5.45,5.81,6.261
12/12/2001,2.295,3.44,4.2,4.69,5.01,5.4105,5.74,6.17
12/13/2001,2.405,3.518,4.28,4.76,5.1,5.5,5.838,6.228
12/14/2001,2.44,3.64,4.42,4.911,5.25,5.649,5.976,6.3305
12/17/2001,2.48,3.64,4.46,4.9605,5.273,5.6625,6,6.337
12/18/2001,2.41,3.56,4.38,4.87,5.2,5.603,5.92,6.27
12/19/2001,2.38,3.534,4.336,4.812,5.127,5.51,5.822,6.17
12/20/2001,2.38,3.55,4.365,4.837,5.142,5.525,5.83,6.16
12/21/2001,2.38,3.65,4.45,4.91,5.22,5.588,5.88,6.202
12/24/2001,2.38,3.66,4.46,4.92,5.24,5.62,5.94,6.24
12/25/2001,2.38,3.66,4.46,4.92,5.24,5.62,5.94,6.24
12/26/2001,2.38,3.638,4.53,5.01,5.33,5.7,6,6.29
12/27/2001,2.38,3.629,4.416,4.871,5.164,5.543,5.863,6.228
12/28/2001,2.38,3.642,4.443,4.9,5.196,5.579,5.899,6.29
12/31/2001,2.46,3.523,4.326,4.784,5.086,5.463,5.8,6.192
1/1/2002,2.46,3.514,4.316,4.777,5.083,5.46,5.794,6.195
1/2/2002,2.46,3.652,4.445,4.921,5.231,5.611,5.929,6.28
1/3/2002,2.435,3.607,4.395,4.86,5.154,5.528,5.843,6.218
1/4/2002,2.445,3.579,4.367,4.843,5.15,5.531,5.849,6.231
1/7/2002,2.4,3.456,4.24,4.71,5.023,5.411,5.744,6.147
