Dates,BBDXY Index,DXY Curncy,EUR Curncy,JPY Curncy,GBP Curncy,CHF Curncy,AUD Curncy,CAD Curncy,NZD Curncy,SEK Curncy,NOK Curncy,BRL Curncy,CLP Curncy,MXN Curncy,CNH Curncy,INR Curncy,THB Curncy,IDR Curncy,KRW Curncy,SGD Curncy,TRY Curncy,CZK Curncy,HUF Curncy,PLN Curncy,RON Curncy,RUB Curncy,ILS Curncy,ZAR Curncy
1/3/2000,#N/A N/A,100.22,1.0243,101.45,1.63615,1.56695,0.65845,1.4468,0.525,8.3767,7.8884,1.819,528,9.505,#N/A N/A,#N/A N/A,37.02,7040,1127.5,1.656,0.5415,35.18,250.56,4.125,1.811,27.35,4.1179,6.1315
1/4/2000,#N/A N/A,100.41,1.0296,103.215,1.63595,1.5573,0.65495,1.45275,0.51935,8.381,7.9469,1.851,529.43,9.57125,#N/A N/A,#N/A N/A,37.225,7125,1122.25,1.656,0.5367,35.261,246.88,4.1225,1.832,27.5,4.115,6.09
1/5/2000,#N/A N/A,100.38,1.0321,104.135,1.6426,1.5486,0.65785,1.45,0.52015,8.3671,7.943,1.839,530,9.571,#N/A N/A,#N/A N/A,37.15,7145,1134.5,1.65725,0.53671,35.114,246.6,4.1245,1.8345,27.25,4.1512,6.0684
1/6/2000,#N/A N/A,100.48,1.0328,105.225,1.6474,1.5532,0.65325,1.4599,0.51455,8.3719,7.942,1.8415,527,9.58,#N/A N/A,#N/A N/A,37.55,7225,1146.25,1.6645,0.5361,35.107,246.57,4.081,1.829,27.455,4.1562,6.07875
1/7/2000,#N/A N/A,100.72,1.0295,105.34,1.6393,1.5646,0.65485,1.4558,0.5175,8.4167,7.9748,1.827,524.55,9.565,#N/A N/A,#N/A N/A,37.265,7165,1137.5,1.6613,0.5395,35.04,247.35,4.075,1.8322,27.455,4.1695,6.0575
1/10/2000,#N/A N/A,100.99,1.0256,105.155,1.63735,1.56935,0.65605,1.4558,0.51575,8.4485,8.0122,1.815,522.5,9.47,#N/A N/A,#N/A N/A,37.255,7175,1133.25,1.66145,0.5411,35.12,248.43,4.0705,1.83345,28.15,4.1249,6.075
1/11/2000,#N/A N/A,100.56,1.0336,105.945,1.6475,1.5583,0.65775,1.45705,0.51795,8.3968,7.95875,1.8225,522.5,9.5125,#N/A N/A,#N/A N/A,37.675,7295,1146,1.669,0.5404,34.85,246.83,4.0655,1.8315,28.6,4.1181,6.0925
1/12/2000,#N/A N/A,100.62,1.0309,105.785,1.6466,1.56235,0.65865,1.454,0.51925,8.3983,7.9558,1.828,519.53,9.522,#N/A N/A,#N/A N/A,37.55,7235,1144.25,1.66935,0.5405,34.961,247.77,4.065,1.83125,28.75,4.1224,6.065
1/13/2000,#N/A N/A,101,1.0258,106.165,1.6472,1.57135,0.66785,1.4507,0.52335,8.41645,7.9424,1.81325,517.05,9.4875,#N/A N/A,#N/A N/A,37.45,7225,1135.25,1.669,0.54245,35.2,248.22,4.067,1.835,28.655,4.1153,6.06175
1/14/2000,#N/A N/A,101.72,1.0122,105.87,1.6313,1.5945,0.66565,1.4499,0.52125,8.4749,7.996,1.804,515.67,9.45025,#N/A N/A,#N/A N/A,37.455,7122.5,1117.705,1.67475,0.5493,35.555,251.33,4.075,1.79732,28.655,4.1158,6.0725
1/17/2000,#N/A N/A,101.77,1.0122,104.895,1.63325,1.59575,0.66415,1.44945,0.51945,8.4656,8.0259,1.792,512.2,9.4215,#N/A N/A,#N/A N/A,37.435,7275,1120.5,1.675,0.54692,35.668,252.52,4.077,1.83175,28.665,4.0978,6.076
1/18/2000,#N/A N/A,101.86,1.0137,105.665,1.63785,1.59135,0.66535,1.4505,0.51675,8.459,7.9781,1.7925,516,9.3993,#N/A N/A,#N/A N/A,37.335,7275,1126.5,1.6745,0.547,35.538,251.91,4.0875,1.833,28.625,4.056,6.0915
1/19/2000,#N/A N/A,101.76,1.0133,105.315,1.64495,1.5929,0.66375,1.452,0.51465,8.4755,7.9872,1.791,516.85,9.41525,#N/A N/A,#N/A N/A,37.375,7337.5,1133.5,1.676,0.5473,35.615,252,4.10025,1.83475,28.555,4.0908,6.11225
1/20/2000,#N/A N/A,101.36,1.0168,105.465,1.6537,1.5845,0.66575,1.44665,0.51475,8.452,7.9603,1.782,516.75,9.435,#N/A N/A,#N/A N/A,37.275,7275,1125.5,1.67325,0.5473,35.512,251.94,4.0805,1.83625,28.55,4.0846,6.09775
1/21/2000,#N/A N/A,101.81,1.0098,104.78,1.6487,1.5962,0.66285,1.4415,0.51145,8.4844,7.9968,1.7725,515.9,9.46675,#N/A N/A,#N/A N/A,37.22,7335,1127.5,1.67995,0.54929,35.665,252.77,4.08,1.83625,28.53,4.1061,6.1325
1/24/2000,#N/A N/A,102.2,1.0072,105.565,1.6531,1.5998,0.65425,1.4438,0.50625,8.5257,8.0024,1.7735,519.65,9.5315,#N/A N/A,#N/A N/A,37.265,7335,1125.425,1.6838,0.55145,35.68,254.46,4.0945,1.8387,28.5025,4.11225,6.163
1/25/2000,#N/A N/A,102.41,1.0009,106.035,1.64515,1.61095,0.65535,1.4363,0.50815,8.5566,8.0431,1.7785,516.9,9.534,#N/A N/A,#N/A N/A,37.295,7355,1126.925,1.68725,0.5515,35.84,253.85,4.135,1.838,28.54,4.095,6.1565
1/26/2000,#N/A N/A,102.44,1.0019,105.655,1.64025,1.60985,0.65225,1.43945,0.50785,8.5113,8.0611,1.77875,516.9,9.5085,#N/A N/A,#N/A N/A,37.555,7465,1127.425,1.6945,0.55205,35.775,254.94,4.129,1.8415,28.6075,4.0884,6.17
1/27/2000,#N/A N/A,103.17,0.9882,105.115,1.63955,1.63265,0.65405,1.43475,0.50435,8.6131,8.1393,1.78025,517.25,9.5425,#N/A N/A,#N/A N/A,37.415,7420,1126.425,1.6915,0.5565,36.13,258.03,4.155,1.8445,28.5775,4.08295,6.221
1/28/2000,#N/A N/A,104.48,0.9747,107.13,1.6201,1.6509,0.635,1.44635,0.492,8.867,8.294,1.799,517.5,9.58775,#N/A N/A,#N/A N/A,37.625,7475,1123.925,1.711,0.55875,36.67,261.37,4.1975,1.84525,28.635,4.08655,6.3375
1/31/2000,#N/A N/A,105.13,0.9707,107.315,1.6162,1.6576,0.63695,1.4479,0.49685,8.856,8.3294,1.784,517.88,9.5925,#N/A N/A,#N/A N/A,37.545,7445,1124.925,1.7025,0.5583,37.005,263.16,4.221,1.8475,28.635,4.0889,6.306
2/1/2000,#N/A N/A,104.92,0.9711,107.845,1.61495,1.65695,0.63235,1.4486,0.49365,8.7773,8.2782,1.784,518.53,9.5925,#N/A N/A,#N/A N/A,37.575,7485,1126.925,1.6985,0.56125,36.885,262.48,4.24,1.847,28.565,4.0767,6.256
2/2/2000,#N/A N/A,104.79,0.9765,108.155,1.6088,1.65005,0.63885,1.4365,0.49665,8.7336,8.2373,1.786,516.6,9.541,#N/A N/A,#N/A N/A,37.635,7670,1130.5,1.69795,0.5621,36.705,261.63,4.2305,1.8468,28.715,4.0693,6.2875
2/3/2000,#N/A N/A,103.8,0.9894,107.555,1.5972,1.62345,0.63475,1.4419,0.49455,8.5606,8.18385,1.7835,514.95,9.49,#N/A N/A,#N/A N/A,37.535,7685,1130,1.69305,0.56165,36.175,256.92,4.185,1.85625,28.7875,4.04995,6.2545
2/4/2000,#N/A N/A,104.29,0.9832,107.19,1.5918,1.6349,0.63795,1.44075,0.49645,8.6199,8.2088,1.768,515.55,9.445,#N/A N/A,#N/A N/A,37.55,7562.5,1129.5,1.693,0.5616,36.385,261.69,4.185,1.8595,28.79,4.06525,6.2575
2/7/2000,#N/A N/A,104.64,0.9815,108.615,1.59795,1.6379,0.63365,1.4486,0.49395,8.6168,8.2422,1.769,514.65,9.4225,#N/A N/A,#N/A N/A,37.675,7500,1129.2,1.6945,0.5629,36.395,261.24,4.1825,1.8602,28.7275,4.07025,6.2845
2/8/2000,#N/A N/A,104.22,0.9855,109.465,1.6113,1.63165,0.63165,1.4442,0.49145,8.594,8.1895,1.76475,514.95,9.401,#N/A N/A,#N/A N/A,37.645,7385,1127.688,1.697,0.5609,36.175,259.13,4.1435,1.85775,28.745,4.06795,6.2875
2/9/2000,#N/A N/A,103.5,0.9942,108.785,1.6169,1.61865,0.63615,1.444,0.49385,8.5215,8.1337,1.76875,514.78,9.425,#N/A N/A,#N/A N/A,37.535,7245,1123.5,1.6913,0.5593,35.85,257.79,4.14,1.8605,28.675,4.06925,6.3325
2/10/2000,#N/A N/A,104.13,0.9854,109.265,1.6097,1.63015,0.62645,1.44825,0.4892,8.5842,8.1763,1.767,516.05,9.4225,#N/A N/A,#N/A N/A,37.415,7305,1123.925,1.6945,0.5613,36.185,259.205,4.15,1.867,28.69,4.066,6.32
2/11/2000,#N/A N/A,104.1,0.9875,108.82,1.5936,1.6252,0.63045,1.4503,0.491,8.5762,8.1876,1.7685,515.05,9.422,#N/A N/A,#N/A N/A,37.425,7335,1121.425,1.6936,0.56425,36.13,259.69,4.153,1.869,28.875,4.0681,6.3345
2/14/2000,#N/A N/A,104.72,0.9783,108.955,1.588,1.6447,0.62625,1.4571,0.48595,8.6768,8.243,1.772,514.75,9.39625,#N/A N/A,#N/A N/A,37.475,7240,1127.425,1.69225,0.5637,36.345,261.22,4.1505,1.869,28.73,4.05975,6.3355
2/15/2000,#N/A N/A,104.69,0.9815,109.215,1.596,1.63695,0.63045,1.45605,0.48785,8.6889,8.2654,1.776,514.5,9.37,#N/A N/A,#N/A N/A,37.52,7335,1126.925,1.69525,0.56545,36.36,261.303,4.1395,1.8695,28.72,4.04935,6.34875
2/16/2000,#N/A N/A,104.28,0.9863,109.435,1.60765,1.6263,0.63185,1.4527,0.49265,8.6335,8.2107,1.774,512.95,9.3675,#N/A N/A,#N/A N/A,37.665,7422.5,1126.925,1.70375,0.5645,36.26,259.41,4.138,1.877,28.785,4.043,6.32325
2/17/2000,#N/A N/A,104.27,0.9878,110.555,1.60895,1.62455,0.63225,1.4507,0.49425,8.647,8.2613,1.771,512.85,9.37875,#N/A N/A,#N/A N/A,37.825,7450,1128.5,1.70605,0.56475,36.15,259.18,4.108,1.879,28.81,4.04545,6.3075
2/18/2000,#N/A N/A,104.63,0.9839,111.09,1.6013,1.6294,0.62925,1.4509,0.4913,8.6644,8.283,1.777,511.75,9.3925,#N/A N/A,#N/A N/A,38.105,7435,1129.5,1.70695,0.5667,36.315,260.038,4.113,1.879,28.83555,4.05115,6.3225
2/21/2000,#N/A N/A,104.51,0.9877,111.255,1.6005,1.6237,0.62575,1.4556,0.48735,8.672,8.2679,1.7785,510.9,9.407,#N/A N/A,#N/A N/A,38.145,7460,1132.5,1.7065,0.56552,36.195,260.063,4.1055,1.88,28.875,4.05425,6.29
2/22/2000,#N/A N/A,103.28,1.0038,110.685,1.6126,1.6022,0.62205,1.462,0.48975,8.5583,8.1591,1.786,508.75,9.4536,#N/A N/A,#N/A N/A,38.165,7455,1134.5,1.7078,0.56255,35.595,256.888,4.0775,1.881,28.89,4.05205,6.309
2/23/2000,#N/A N/A,103.53,1.0036,111.07,1.6039,1.6056,0.62155,1.4602,0.48925,8.5524,8.1573,1.7835,507.5,9.3755,#N/A N/A,#N/A N/A,38.09,7435,1135.5,1.71305,0.56158,35.555,256.62,4.075,1.88125,28.815,4.04615,6.3235
2/24/2000,#N/A N/A,104.01,0.992,111.365,1.6003,1.62105,0.61545,1.4536,0.48745,8.5992,8.21185,1.777,507.45,9.393,#N/A N/A,#N/A N/A,38.2,7535,1143.5,1.716,0.56525,35.815,258.695,4.0925,1.88575,28.74,4.0373,6.3335
2/25/2000,#N/A N/A,105.26,0.9749,110.29,1.5953,1.6491,0.61505,1.4475,0.4877,8.673,8.2985,1.774,506.35,9.375,#N/A N/A,#N/A N/A,37.825,7350,1136.5,1.7087,0.57016,36.445,263.44,4.1475,1.887,28.71,4.0526,6.2825
2/28/2000,#N/A N/A,105.27,0.9709,109.45,1.5958,1.6546,0.61475,1.45185,0.48655,8.6617,8.3218,1.777,501.7,9.388,#N/A N/A,#N/A N/A,37.935,7465,1134.5,1.7185,0.57365,36.525,263.296,4.171,1.88975,28.655,4.04695,6.3575
2/29/2000,#N/A N/A,105.92,0.9642,110.325,1.57915,1.6653,0.61775,1.4497,0.48915,8.749,8.3882,1.7665,502.2,9.369,#N/A N/A,#N/A N/A,38.115,7440,1131.105,1.7235,0.57435,36.905,266.243,4.165,1.889,28.7,4.0454,6.334
3/1/2000,#N/A N/A,104.89,0.9727,107.275,1.58535,1.6514,0.60565,1.44965,0.48715,8.659,8.2904,1.763,503.4,9.3515,#N/A N/A,#N/A N/A,38.025,7365,1128,1.7158,0.5741,36.655,263.525,4.1225,1.894,28.61,4.0285,6.3465
3/2/2000,#N/A N/A,105.78,0.9656,107.735,1.57655,1.66475,0.60625,1.45695,0.4873,8.7761,8.3528,1.7565,503.15,9.3175,#N/A N/A,#N/A N/A,38.005,7475,1119.75,1.7215,0.5746,36.965,265.674,4.1275,1.85622,28.6098,4.03025,6.3805
3/3/2000,#N/A N/A,106,0.9586,107.9,1.57775,1.67675,0.6084,1.4504,0.48835,8.79845,8.41565,1.745,503.15,9.309,#N/A N/A,#N/A N/A,38.005,7465,1124.425,1.72495,0.57695,37.035,267.651,4.1225,1.89675,28.62,4.0267,6.45375
3/6/2000,#N/A N/A,106.16,0.9586,107.535,1.57485,1.67725,0.60185,1.45335,0.48295,8.791,8.4259,1.74525,504.23,9.32475,#N/A N/A,#N/A N/A,38.075,7435,1123.425,1.7252,0.5783,37.095,269.352,4.1215,1.9005,28.575,4.004,6.495
3/7/2000,#N/A N/A,106.01,0.9584,106.115,1.5804,1.67635,0.60505,1.45525,0.48445,8.7779,8.41705,1.7445,506.47,9.2675,#N/A N/A,#N/A N/A,38.045,7440,1122.925,1.7175,0.5788,37.04,267.828,4.146,1.90525,28.55245,4.002,6.531
3/8/2000,#N/A N/A,105.96,0.961,107.165,1.58165,1.6717,0.60945,1.456,0.48835,8.81165,8.41745,1.741,508.5,9.269,#N/A N/A,#N/A N/A,37.975,7445,1123.425,1.713,0.5804,36.955,267.113,4.1425,1.907,28.58,4.0053,6.47
3/9/2000,#N/A N/A,105.37,0.9669,106.525,1.58265,1.66235,0.61475,1.45735,0.49345,8.72775,8.38135,1.7338,505.75,9.29525,#N/A N/A,#N/A N/A,37.915,7380,1124.925,1.70755,0.57702,36.783,265.625,4.085,1.90875,28.54,3.9841,6.391
3/10/2000,#N/A N/A,105.71,0.9637,106.35,1.5765,1.6701,0.61505,1.4574,0.49375,8.7195,8.4588,1.745,506.05,9.33,#N/A N/A,#N/A N/A,37.825,7355,1123.425,1.70405,0.5795,36.907,266.384,4.1005,1.90855,28.505,3.97535,6.395
3/13/2000,#N/A N/A,105.5,0.9642,105.52,1.5792,1.6721,0.61625,1.46155,0.49325,8.71975,8.4161,1.7445,507.1,9.32,#N/A N/A,#N/A N/A,37.875,7455,1123.925,1.70775,0.5781,36.821,266.413,4.101,1.909,28.53,3.9987,6.4275
3/14/2000,#N/A N/A,105.2,0.9686,105.12,1.5776,1.66405,0.61475,1.46505,0.48815,8.6693,8.41835,1.7375,506.33,9.32825,#N/A N/A,#N/A N/A,37.875,7437.5,1123.025,1.70985,0.58084,36.753,266.677,4.093,1.913,28.5,3.9517,6.4281
3/15/2000,#N/A N/A,105.38,0.9669,105.685,1.5732,1.6682,0.61345,1.4672,0.48915,8.7403,8.4409,1.7395,506.13,9.32,#N/A N/A,#N/A N/A,38.125,7485,1122.925,1.7149,0.581,36.7545,266.286,4.0875,1.9165,28.44,3.9891,6.46675
3/16/2000,#N/A N/A,105.18,0.9696,105.37,1.57705,1.66245,0.61125,1.4735,0.48865,8.6852,8.4173,1.739,507.05,9.3325,#N/A N/A,#N/A N/A,37.855,7455,1117.5,1.7105,0.57858,36.628,265.46,4.0755,1.923,28.435,3.97995,6.4415
3/17/2000,#N/A N/A,105.2,0.9721,106.725,1.5748,1.65755,0.6067,1.4692,0.48455,8.64105,8.4018,1.739,506.7,9.309,#N/A N/A,#N/A N/A,37.96,7435,1117.25,1.71795,0.57858,36.574,264.393,4.0735,1.92775,28.4378,3.9644,6.47205
3/20/2000,#N/A N/A,105.15,0.9728,106.295,1.56885,1.6568,0.60765,1.4691,0.48675,8.6373,8.4119,1.737,506.35,9.3201,#N/A N/A,#N/A N/A,38.005,7440,1122.425,1.7196,0.58,36.585,264.029,4.052,1.9275,28.425,3.9868,6.4785
3/21/2000,#N/A N/A,105.81,0.9615,106.78,1.57165,1.6761,0.60985,1.46955,0.48935,8.6954,8.4934,1.7355,504.95,9.298,#N/A N/A,#N/A N/A,37.845,7465,1121.925,1.71955,0.58105,36.894,265.856,4.0415,1.929,28.365,3.9833,6.4925
3/22/2000,#N/A N/A,106.04,0.961,107.105,1.5795,1.6744,0.60435,1.4705,0.48665,8.6814,8.4641,1.731,504,9.27,#N/A N/A,#N/A N/A,37.81,7427.5,1120.425,1.7125,0.58455,37.015,268.07,4.0625,1.93175,28.385,4.0114,6.4565
3/23/2000,#N/A N/A,105.23,0.9715,107.235,1.5867,1.64625,0.60575,1.46905,0.48765,8.6433,8.362,1.719,502.4,9.227,#N/A N/A,#N/A N/A,37.7,7448,1109.75,1.7108,0.58198,36.582,264.726,4.0435,1.9355,28.355,4.0759,6.4775
3/24/2000,#N/A N/A,104.77,0.9779,106.87,1.5941,1.6232,0.60855,1.4633,0.48925,8.5308,8.2938,1.7325,502.45,9.22,#N/A N/A,#N/A N/A,37.735,7452.5,1117.925,1.71615,0.58363,36.6405,263.344,4.037,1.9365,28.35,4.0491,6.4795
3/27/2000,#N/A N/A,105.3,0.9672,106.79,1.5882,1.64245,0.6128,1.4578,0.501,8.626,8.3924,1.7515,502.55,9.17225,#N/A N/A,#N/A N/A,37.78,7485,1119.925,1.7154,0.58305,36.964,266.134,4.0345,1.9385,28.28625,4.02835,6.472
3/28/2000,#N/A N/A,105.53,0.9605,105.84,1.58925,1.6561,0.61635,1.4537,0.50495,8.5639,8.4189,1.743,502.25,9.2275,#N/A N/A,#N/A N/A,37.765,7565,1119.925,1.7145,0.5845,37.1195,268.058,4.0545,1.942,28.285,4.0011,6.485
3/29/2000,#N/A N/A,106.22,0.9514,105.69,1.5936,1.6756,0.61045,1.4558,0.49945,8.6615,8.4644,1.7445,501.05,9.2625,#N/A N/A,#N/A N/A,37.775,7555,1118.425,1.7165,0.58995,37.37,270.875,4.09175,1.943,28.39,4.017,6.5125
3/30/2000,#N/A N/A,105.47,0.9613,105.565,1.5948,1.6567,0.61335,1.45445,0.50125,8.6305,8.3886,1.7495,501.35,9.2955,#N/A N/A,#N/A N/A,37.835,7597.5,1117.425,1.7181,0.5899,37.651,268.959,4.135,1.9457,28.665,4.03845,6.59125
3/31/2000,#N/A N/A,105.44,0.9555,102.78,1.5911,1.6653,0.60705,1.4488,0.49645,8.6427,8.4679,1.736,503.25,9.253,#N/A N/A,#N/A N/A,37.835,7580,1116.425,1.71165,0.58985,37.809,270.423,4.1295,1.9486,28.66,4.01545,6.525
4/3/2000,#N/A N/A,105.54,0.9553,104.895,1.5964,1.6548,0.60855,1.4507,0.50135,8.7131,8.4985,1.741,503.25,9.293,#N/A N/A,#N/A N/A,37.775,7717.5,1119.925,1.71695,0.59038,37.785,270.105,4.152,1.95025,28.765,4.05425,6.559
4/4/2000,#N/A N/A,105.17,0.9596,105.16,1.59315,1.64225,0.60465,1.45245,0.50075,8.6294,8.47785,1.746,504.1,9.3355,#N/A N/A,#N/A N/A,37.855,7677.5,1120.425,1.717,0.5908,37.64,269.941,4.1975,1.95125,28.735,4.0298,6.5575
4/5/2000,#N/A N/A,105.29,0.9625,104.88,1.5847,1.6359,0.60605,1.4503,0.50315,8.6291,8.4719,1.7485,505.8,9.3775,#N/A N/A,#N/A N/A,38.015,7785,1120.925,1.71255,0.589,37.692,268.505,4.2045,1.95225,28.705,4.043,6.588
4/6/2000,#N/A N/A,105.52,0.9584,104.765,1.5815,1.6394,0.60135,1.4528,0.50125,8.6562,8.4793,1.746,505.45,9.355,#N/A N/A,#N/A N/A,38.025,7810,1119.425,1.71455,0.59133,37.789,269.662,4.16525,1.95625,28.665,4.03665,6.5815
4/7/2000,#N/A N/A,105.97,0.9553,105.365,1.5795,1.6437,0.5986,1.45825,0.5002,8.672,8.5008,1.741,505.75,9.3,#N/A N/A,#N/A N/A,37.985,7665,1107.1,1.71565,0.5925,37.927,271.233,4.1475,1.959,28.645,4.03265,6.5615
4/10/2000,#N/A N/A,105.68,0.9627,106.44,1.5855,1.63385,0.59525,1.46245,0.49635,8.58385,8.4898,1.7425,505.45,9.347,#N/A N/A,#N/A N/A,38.03,7630,1109.8,1.71775,0.59095,37.655,267.677,4.14125,1.962,28.615,4.0283,6.5655
4/11/2000,#N/A N/A,105.94,0.9592,106.915,1.5856,1.6411,0.59575,1.4635,0.49875,8.6438,8.523,1.743,505.35,9.383,#N/A N/A,#N/A N/A,38.04,7625,1109.75,1.71975,0.59138,37.97,269.328,4.1585,1.9646,28.63,4.04285,6.59
4/12/2000,#N/A N/A,105.96,0.959,105.78,1.5886,1.6524,0.59805,1.4627,0.49765,8.6909,8.5057,1.756,505.3,9.39175,#N/A N/A,#N/A N/A,38.065,7625,1108.25,1.71895,0.59275,38.17,268.817,4.1525,1.9695,28.54,4.03675,6.5875
4/13/2000,#N/A N/A,106.14,0.9524,105.88,1.58655,1.6497,0.59825,1.47235,0.49835,8.72065,8.5453,1.7825,505.35,9.44,#N/A N/A,#N/A N/A,37.825,7595,1106.5,1.71575,0.5941,38.245,270.228,4.1675,1.9704,28.56,4.033,6.5705
4/14/2000,#N/A N/A,105.47,0.9622,104.74,1.5868,1.6331,0.59755,1.4768,0.49825,8.6609,8.4886,1.786,508.05,9.513,#N/A N/A,#N/A N/A,37.877,7605,1111.1,1.7077,0.5938,38.0201,267.999,4.23,1.9735,28.4875,4.03395,6.5955
4/17/2000,#N/A N/A,106.13,0.9527,104.54,1.58053,1.64875,0.59085,1.485,0.49395,8.7377,8.5968,1.779,512.55,9.426,#N/A N/A,#N/A N/A,37.949,7705,1113.702,1.7054,0.59415,38.2851,271.771,4.2615,1.9763,28.865,4.0721,6.613
4/18/2000,#N/A N/A,106.63,0.9453,104.735,1.57705,1.66585,0.59475,1.4812,0.4955,8.74975,8.63395,1.762,509.05,9.403,#N/A N/A,#N/A N/A,37.925,7755,1110.26,1.69875,0.597,38.4,273.53,4.2575,1.9795,28.755,4.0562,6.58652
4/19/2000,#N/A N/A,107.13,0.9402,104.82,1.582,1.6697,0.59565,1.4763,0.49785,8.7692,8.6894,1.774,509.15,9.4225,#N/A N/A,#N/A N/A,37.977,7850,1109.402,1.6987,0.5976,38.6452,275.607,4.2875,1.98205,28.615,4.0581,6.6565
4/20/2000,#N/A N/A,107.45,0.9374,105.765,1.57925,1.6773,0.5924,1.47415,0.49375,8.7961,8.6824,1.778,510.2,9.402,#N/A N/A,#N/A N/A,37.9275,7965,1108.95,1.69675,0.59958,38.745,276.798,4.2935,1.989,28.615,4.06085,6.715
4/21/2000,#N/A N/A,107.45,0.9385,105.77,1.5795,1.6753,0.59435,1.4726,0.49385,8.77865,8.66975,1.778,510.2,9.402,#N/A N/A,#N/A N/A,37.928,7995,1108.45,1.6979,0.60032,38.715,274.611,4.2905,1.989,28.615,4.0609,6.73255
4/24/2000,#N/A N/A,107.28,0.938,105.775,1.5785,1.67615,0.59455,1.47695,0.495,8.8107,8.6849,1.7925,512.15,9.4475,#N/A N/A,#N/A N/A,37.975,7905,1108.75,1.7015,0.5999,38.645,274.554,4.2925,1.99095,28.55,4.035,6.725
4/25/2000,#N/A N/A,108.67,0.9208,106.305,1.5812,1.7075,0.59345,1.4677,0.49445,8.89525,8.8478,1.789,512.95,9.403,#N/A N/A,#N/A N/A,38.035,7950,1108.25,1.7035,0.60494,39.069,279.841,4.3085,1.99875,28.495,4.0473,6.7375
4/26/2000,#N/A N/A,108.55,0.9235,106.265,1.57559,1.70285,0.58815,1.47467,0.48685,8.88455,8.8172,1.8015,514.35,9.4105,#N/A N/A,#N/A N/A,38.147,7995,1108.054,1.7057,0.6072,39.33,280.149,4.2975,1.99925,28.485,4.04865,6.80903
4/27/2000,#N/A N/A,109.57,0.9099,106.43,1.57195,1.7272,0.58715,1.47655,0.48665,8.952,8.9575,1.807,514,9.432,#N/A N/A,#N/A N/A,38.108,7915,1109.75,1.70655,0.60985,39.8704,285.117,4.365,2.006,28.465,4.0485,6.846
4/28/2000,#N/A N/A,110.14,0.9119,108.18,1.5513,1.7157,0.58385,1.4798,0.48525,8.9077,8.9452,1.807,515.35,9.3925,#N/A N/A,#N/A N/A,38.075,7925,1109.75,1.707,0.6111,39.95,283.538,4.471,2.0095,28.43,4.03645,6.7885
5/1/2000,#N/A N/A,109.63,0.9158,108.76,1.5536,1.7086,0.58265,1.479,0.48735,8.8983,8.9032,1.807,515.1,9.3925,#N/A N/A,#N/A N/A,38.125,7985,1110,1.70825,0.612,39.79,282.485,4.46501,2.0095,28.43,4.03725,6.78
5/2/2000,#N/A N/A,110.26,0.91,108.405,1.5604,1.7117,0.58445,1.48265,0.48475,8.9213,8.9147,1.803,514.25,9.337,#N/A N/A,#N/A N/A,38.325,8035,1109.8,1.718,0.61375,40.025,285.018,4.485,2.0095,28.43,4.0583,6.77
5/3/2000,#N/A N/A,111.26,0.8948,109.015,1.5611,1.7248,0.59225,1.4936,0.49095,9.0221,9.0137,1.815,516.65,9.395,#N/A N/A,#N/A N/A,38.45,7995,1109.9,1.71975,0.617,40.725,289.5,4.485,2.007,28.4,4.0865,6.8375
5/4/2000,#N/A N/A,111.8,0.8895,108.03,1.5412,1.74035,0.59115,1.4953,0.49065,9.1221,9.1269,1.8105,517.7,9.424,#N/A N/A,#N/A N/A,38.54,7990,1111.25,1.72125,0.61725,40.925,289.413,4.575,2.0155,28.39,4.09,6.97
5/5/2000,#N/A N/A,111.31,0.897,108.56,1.5303,1.7322,0.59645,1.4901,0.49215,9.0992,9.0833,1.801,519.55,9.478,#N/A N/A,#N/A N/A,38.51,7970,1111.15,1.7229,0.61819,41.005,289.427,4.64,2.01625,28.4,4.107,6.96
5/8/2000,#N/A N/A,111.45,0.8977,108.995,1.5332,1.7264,0.58125,1.4919,0.48235,9.0736,9.07345,1.806,522.8,9.487,#N/A N/A,#N/A N/A,38.475,7977.5,1109.65,1.72475,0.618,41.0525,287.883,4.47,1.97646,28.4,4.122,6.96
5/9/2000,#N/A N/A,110.75,0.9075,109.19,1.5311,1.7149,0.58555,1.4913,0.48185,9.022,9.019,1.812,522.65,9.539,#N/A N/A,#N/A N/A,38.675,8110,1109.25,1.727,0.61685,40.88,285.739,4.485,2.02275,28.405,4.12495,7.085
5/10/2000,#N/A N/A,110.8,0.9068,109.53,1.51175,1.7105,0.58065,1.4927,0.4761,9.024,9.0195,1.819,526.05,9.619,#N/A N/A,#N/A N/A,38.705,8175,1109.1,1.729,0.61382,40.825,283.48,4.43,2.02515,28.32,4.11965,7.04125
5/11/2000,#N/A N/A,111.52,0.9016,108.52,1.5035,1.7268,0.58095,1.4881,0.47905,9.1888,9.12925,1.825,522.55,9.581,#N/A N/A,#N/A N/A,38.925,8377.5,1112.5,1.7245,0.6165,40.945,286.021,4.46,2.02515,28.3,4.1545,7.01
5/12/2000,#N/A N/A,109.9,0.9197,108.47,1.5202,1.691,0.58105,1.48555,0.47975,8.9936,8.9213,1.836,520.9,9.5855,#N/A N/A,#N/A N/A,38.895,8455,1114.5,1.72825,0.6157,40.38,284.428,4.477,2.0315,28.28,4.139,7.02515
