Dates,BBDXY Index,DXY Curncy,EUR Curncy,JPY Curncy,GBP Curncy,CHF Curncy,AUD Curncy,CAD Curncy,NZD Curncy,SEK Curncy,NOK Curncy,BRL Curncy,CLP Curncy,MXN Curncy,CNH Curncy,INR Curncy,THB Curncy,IDR Curncy,KRW Curncy,SGD Curncy,TRY Curncy,CZK Curncy,HUF Curncy,PLN Curncy,RON Curncy,RUB Curncy,ILS Curncy,ZAR Curncy
8/30/2005,1063.28,88.35,1.2221,111.25,1.78655,1.26955,0.7491,1.19165,0.68985,7.65135,6.471,2.383,543.35,10.8265,#N/A N/A,#N/A N/A,41.34,10550,1034.2,1.68435,1.3598,24.298,200.54,3.3161,2.87365,28.574,4.5432,6.544
8/31/2005,1055.45,87.58,1.2346,110.605,1.8041,1.25295,0.7553,1.1878,0.69635,7.5544,6.36995,2.357,542.75,10.7512,#N/A N/A,#N/A N/A,41.2775,10300,1034.5,1.68135,1.3455,23.7955,198.15,3.2514,2.84095,28.48,4.5296,6.366
9/1/2005,1046.06,86.55,1.25015,109.82,1.83425,1.23445,0.76265,1.18355,0.7057,7.4548,6.2594,2.3561,539.05,10.741,#N/A N/A,#N/A N/A,41.075,10280,1032.5,1.67645,1.3415,23.498,195.08,3.1917,2.80705,28.42125,4.49675,6.295
9/2/2005,1043.84,86.3,1.2531,109.82,1.8418,1.2299,0.76505,1.1876,0.7065,7.39935,6.2191,2.3305,534.75,10.6708,#N/A N/A,#N/A N/A,41.02,10345,1026.5,1.67255,1.3361,23.2125,194.47,3.1579,2.80045,28.28,4.492,6.255
9/5/2005,1043.84,86.26,1.2542,109.16,1.84435,1.2318,0.7672,1.18905,0.70835,7.41625,6.236,2.33405,534.55,10.671,#N/A N/A,#N/A N/A,40.975,10300,1022.575,1.67275,1.3355,23.205,194.61,3.14845,2.79295,28.16,4.48625,6.2623
9/6/2005,1045.75,86.57,1.2465,109.68,1.84265,1.23825,0.76775,1.18915,0.7088,7.4654,6.2781,2.324,537.55,10.68175,#N/A N/A,#N/A N/A,41.095,10355,1024.5,1.67625,1.3327,23.3725,195.64,3.15345,2.8075,28.235,4.49,6.33825
9/7/2005,1048.99,86.97,1.24165,110.1,1.8366,1.2431,0.76565,1.18835,0.7037,7.5032,6.2887,2.3248,535.75,10.7355,#N/A N/A,#N/A N/A,41,10410,1026.5,1.67765,1.3345,23.572,196.59,3.1832,2.81845,28.25,4.50125,6.32365
9/8/2005,1049.21,87.04,1.23985,110.52,1.83565,1.2448,0.773,1.18155,0.7053,7.529,6.29455,2.319,535.15,10.73025,#N/A N/A,#N/A N/A,40.975,10365,1026,1.6768,1.334,23.579,197.43,3.18615,2.8201,28.295,4.5045,6.33875
9/9/2005,1046.15,86.89,1.24095,109.68,1.8391,1.24315,0.77505,1.1781,0.70775,7.50245,6.2746,2.309,534.25,10.68475,#N/A N/A,#N/A N/A,40.94,10215,1025.35,1.67405,1.3355,23.5265,197.105,3.16605,2.79855,28.27,4.5015,6.31565
9/12/2005,1054.27,87.68,1.2286,110.35,1.81965,1.2581,0.7686,1.18735,0.70245,7.558,6.3624,2.31885,537.75,10.6935,#N/A N/A,#N/A N/A,40.88,10105,1025.2,1.67795,1.3385,23.775,199.275,3.2055,2.8463,28.395,4.521,6.385
9/13/2005,1055.33,87.75,1.2267,110.65,1.82235,1.26145,0.7684,1.18165,0.70205,7.6005,6.3722,2.333,536.75,10.80375,#N/A N/A,#N/A N/A,40.9,10075,1026.125,1.68105,1.3435,23.877,200.28,3.2001,2.84705,28.395,4.533,6.3917
9/14/2005,1053.9,87.67,1.2286,110.38,1.82385,1.2577,0.7717,1.1808,0.70915,7.59565,6.3432,2.3205,536.05,10.821,#N/A N/A,#N/A N/A,40.91,10000,1025.41,1.67825,1.3425,23.825,199.58,3.18,2.84515,28.305,4.5228,6.35625
9/15/2005,1058.56,88.13,1.22235,110.64,1.80605,1.26755,0.76665,1.18495,0.70565,7.6405,6.3699,2.3005,534.75,10.81575,#N/A N/A,#N/A N/A,40.96,10075,1024.9,1.67945,1.34075,23.872,200.575,3.1778,2.8475,28.3675,4.53175,6.3751
9/16/2005,1059.01,88.06,1.2237,111.345,1.8082,1.2696,0.76755,1.17915,0.70465,7.64005,6.3667,2.2988,535,10.84525,#N/A N/A,#N/A N/A,41.045,10150,1030,1.68165,1.343,23.776,200.87,3.1771,2.8447,28.375,4.53925,6.3742
9/19/2005,1061.57,88.44,1.21415,111.54,1.8022,1.27855,0.76705,1.16795,0.70085,7.6805,6.4059,2.294,535.25,10.8195,#N/A N/A,#N/A N/A,41.12,10140,1027.8,1.68275,1.3455,24.175,202.635,3.19915,2.8662,28.435,4.558,6.41345
9/20/2005,1063.75,88.6,1.2115,111.965,1.79835,1.2822,0.7663,1.1708,0.69765,7.70895,6.4265,2.297,535.5,10.8275,#N/A N/A,#N/A N/A,41.1,10185,1028.9,1.68355,1.345,24.201,203.23,3.20475,2.8754,28.3872,4.554,6.4062
9/21/2005,1057.84,88.14,1.2214,111.295,1.80975,1.27075,0.77145,1.16765,0.6992,7.6435,6.37005,2.275,535.25,10.8095,#N/A N/A,#N/A N/A,41.01,10215,1028.2,1.67955,1.3359,24.1496,201.957,3.1906,2.8564,28.355,4.5829,6.36755
9/22/2005,1063.13,88.56,1.21545,111.715,1.7905,1.27845,0.7627,1.17155,0.69325,7.6981,6.4069,2.2748,537.95,10.842,#N/A N/A,#N/A N/A,41.05,10230,1028.475,1.6814,1.341,24.253,204.36,3.22505,2.9433,28.425,4.58675,6.337
9/23/2005,1069.89,89.29,1.20395,112.5,1.7755,1.2923,0.75715,1.1702,0.68795,7.7938,6.4843,2.2645,537.45,10.8439,#N/A N/A,#N/A N/A,41.13,10222.5,1036.975,1.68485,1.34645,24.541,205.75,3.2209,2.96345,28.505,4.59625,6.38005
9/26/2005,1068.62,89.11,1.20715,112.175,1.7793,1.2894,0.75725,1.17275,0.68635,7.7837,6.4785,2.24855,538.5,10.87125,#N/A N/A,#N/A N/A,41.24,10225,1034.5,1.68795,1.3495,24.423,205.206,3.2523,2.9355,28.55625,4.576,6.3643
9/27/2005,1074.15,89.6,1.20135,113.29,1.7664,1.2959,0.7559,1.17785,0.68045,7.821,6.51135,2.26005,538.65,10.88475,#N/A N/A,#N/A N/A,41.27,10275,1035.5,1.6935,1.34825,24.4346,205.74,3.2418,2.9428,28.555,4.57575,6.47255
9/28/2005,1072.08,89.47,1.2036,113.11,1.76785,1.29255,0.7592,1.174,0.68745,7.79335,6.5016,2.2272,537.75,10.85175,#N/A N/A,#N/A N/A,41.16,10410,1037.6,1.69195,1.3489,24.488,206.87,3.2433,2.94605,28.545,4.58075,6.385
9/29/2005,1071.94,89.4,1.20315,113.005,1.76115,1.2942,0.76,1.1716,0.69095,7.75075,6.5264,2.214,529.55,10.7975,#N/A N/A,#N/A N/A,41.03,10290,1037.5,1.68855,1.35025,24.585,206.922,3.2487,2.95305,28.54,4.599,6.3627
9/30/2005,1071.36,89.52,1.2026,113.51,1.76425,1.2939,0.762,1.163,0.6914,7.7448,6.5468,2.2275,529.75,10.759,#N/A N/A,#N/A N/A,41.05,10300,1042.4,1.692,1.347,24.612,207.575,3.2636,2.95915,28.4977,4.59625,6.37005
10/3/2005,1076.7,90.13,1.1918,114.13,1.755,1.3016,0.76295,1.16585,0.69125,7.8086,6.6133,2.2365,526.25,10.7205,#N/A N/A,#N/A N/A,41.16,10302.5,1041.2,1.69555,1.338,24.858,210.505,3.29405,2.98075,28.6637,4.60425,6.432
10/4/2005,1077.38,90.1,1.1918,114.245,1.7589,1.3016,0.7636,1.1729,0.69625,7.81315,6.6262,2.2625,529.75,10.7164,#N/A N/A,#N/A N/A,41.13,10195,1041.6,1.69405,1.3497,24.84895,209.9,3.30325,2.97785,28.6339,4.60375,6.44375
10/5/2005,1076.18,89.98,1.19745,114.01,1.76235,1.2929,0.75635,1.18235,0.69355,7.7709,6.58495,2.26775,526,10.7165,#N/A N/A,#N/A N/A,41.03,10030,1039.5,1.69195,1.3525,24.746,208.59,3.27255,2.9727,28.5442,4.59975,6.52625
10/6/2005,1067.67,88.66,1.2179,113.3,1.77885,1.27075,0.75835,1.18105,0.6977,7.6573,6.4836,2.2905,533.25,10.8335,#N/A N/A,#N/A N/A,40.93,10045,1042,1.68145,1.3595,24.422,206.29,3.2224,2.9362,28.45,4.585,6.53695
10/7/2005,1070.46,89.17,1.21295,113.815,1.7617,1.2778,0.757,1.17425,0.69555,7.6947,6.51945,2.2499,527,10.79425,#N/A N/A,#N/A N/A,40.844,10047.5,1037.5,1.68355,1.349,24.45,206.73,3.2164,2.97575,28.4936,4.59015,6.52875
10/10/2005,1073.38,89.46,1.2066,114.11,1.75635,1.2833,0.75915,1.1762,0.6985,7.7377,6.5261,2.2415,529,10.79075,#N/A N/A,#N/A N/A,40.81,10073,1038.1,1.6842,1.35025,24.4909,207.55,3.2165,2.98085,28.5123,4.59525,6.4945
10/11/2005,1078.03,89.97,1.1993,114.565,1.7464,1.2895,0.75235,1.17605,0.69195,7.7911,6.5223,2.2335,526.8,10.8153,#N/A N/A,#N/A N/A,40.945,10062.5,1041.5,1.6913,1.3473,24.584,208.08,3.231,2.9988,28.5921,4.622,6.535
10/12/2005,1076.46,89.63,1.2024,114.385,1.75165,1.28745,0.7549,1.17085,0.6972,7.78745,6.4979,2.2545,533,10.9285,#N/A N/A,#N/A N/A,40.93,10110,1043.2,1.69085,1.36145,24.6405,208.745,3.2247,2.98705,28.5734,4.603,6.57475
10/13/2005,1078.49,89.81,1.2026,114.51,1.7568,1.2891,0.75075,1.1836,0.6929,7.8351,6.51345,2.2685,537.25,10.9535,#N/A N/A,#N/A N/A,40.92,10110,1047.9,1.6903,1.369,24.685,210.175,3.26145,2.99755,28.565,4.6425,6.57725
10/14/2005,1075,89.46,1.2075,114.085,1.7684,1.2851,0.7523,1.1868,0.69665,7.83495,6.47365,2.245,537.15,10.8915,#N/A N/A,#N/A N/A,40.84,10112.5,1042.8,1.68765,1.3676,24.52505,209.325,3.2522,2.9874,28.545,4.649,6.56
10/17/2005,1078.39,89.8,1.2025,114.925,1.75415,1.29235,0.74995,1.17975,0.69665,7.8685,6.49,2.236,534.35,10.84665,#N/A N/A,#N/A N/A,40.87,10107.5,1047.5,1.6923,1.36095,24.763,209.525,3.2435,3.0008,28.5613,4.64,6.54675
10/18/2005,1082.27,90.29,1.1959,115.705,1.7511,1.2984,0.7479,1.17755,0.695,7.9026,6.5353,2.242,535.75,10.86,#N/A N/A,#N/A N/A,40.85,10097.5,1051.7,1.6956,1.3646,24.8555,211.16,3.2504,3.00695,28.6237,4.64,6.5875
10/19/2005,1079.28,89.99,1.1992,115.44,1.7654,1.2949,0.7502,1.1753,0.6987,7.8773,6.5003,2.2383,536,10.8385,#N/A N/A,#N/A N/A,40.96,10090,1053.4,1.6945,1.36775,24.833,211.415,3.25025,3.002,28.59505,4.6325,6.565
10/20/2005,1077.6,89.78,1.2023,115.31,1.7745,1.2877,0.75295,1.17835,0.7014,7.88535,6.4707,2.2595,536,10.86975,#N/A N/A,#N/A N/A,40.92,10077.5,1054.5,1.6935,1.3631,24.7395,211.025,3.2436,2.99905,28.58125,4.63625,6.615
10/21/2005,1082.83,90.31,1.19535,115.91,1.7685,1.2921,0.74895,1.188,0.69985,7.96955,6.5213,2.265,542.3,10.8743,#N/A N/A,#N/A N/A,40.94,10100,1058.5,1.6958,1.3634,24.938,212.425,3.2613,3.0178,28.64,4.625,6.6125
10/24/2005,1080.29,90.11,1.19855,115.45,1.7691,1.28705,0.75155,1.18625,0.7037,7.956,6.53545,2.261,543.5,10.8505,#N/A N/A,#N/A N/A,40.9,10065,1055.5,1.69245,1.35925,24.7965,211.81,3.2639,3.0016,28.6,4.63675,6.6223
10/25/2005,1072.71,89.24,1.2106,115.035,1.7845,1.2766,0.75675,1.17485,0.7051,7.855,6.458,2.2635,543.5,10.873,#N/A N/A,#N/A N/A,40.83,9982,1048.5,1.68945,1.35355,24.4781,208.26,3.2488,2.9821,28.47,4.6255,6.615
10/26/2005,1075.74,89.49,1.20685,115.86,1.7747,1.283,0.7548,1.16985,0.70175,7.88565,6.4709,2.2868,546.25,10.9044,#N/A N/A,#N/A N/A,40.85,9986,1042.8,1.69275,1.35625,24.668,209,3.2969,2.9914,28.5,4.6265,6.6955
10/27/2005,1072.14,89.1,1.2141,115.44,1.7834,1.27325,0.75695,1.17285,0.7069,7.84975,6.42315,2.2895,546.75,10.899,#N/A N/A,#N/A N/A,40.75,10015,1041.3,1.68785,1.35125,24.4715,206.575,3.272,2.97975,28.4295,4.631,6.7264
10/28/2005,1076.01,89.59,1.20685,115.67,1.7739,1.28035,0.74925,1.1774,0.70345,7.8979,6.48165,2.265,544.125,10.8245,#N/A N/A,#N/A N/A,40.8,10040,1043.35,1.6902,1.35225,24.618,208,3.31715,3.0189,28.47,4.6535,6.7025
10/31/2005,1080.38,90.07,1.19915,116.4,1.76995,1.28855,0.7482,1.1822,0.70025,7.9602,6.5009,2.2518,544,10.787,#N/A N/A,#N/A N/A,40.78,10122.5,1040.5,1.69335,1.35125,24.706,209.065,3.3071,3.0512,28.585,4.64215,6.7025
11/1/2005,1079.71,90.08,1.2019,116.735,1.7652,1.2882,0.74435,1.1752,0.6978,7.9839,6.4802,2.243,544,10.7625,#N/A N/A,#N/A N/A,40.84,10030,1041.5,1.69555,1.3515,24.662,208.44,3.31075,3.04725,28.575,4.648,6.6685
11/2/2005,1077.64,89.72,1.2073,116.88,1.7767,1.27815,0.7429,1.17975,0.6927,7.9784,6.4597,2.2385,546.75,10.7375,#N/A N/A,#N/A N/A,40.83,10051,1039.5,1.6939,1.34625,24.4345,206.87,3.2825,3.02505,28.54035,4.6485,6.6433
11/3/2005,1083.65,90.44,1.19445,117.225,1.7708,1.2918,0.73935,1.1816,0.6889,8.0415,6.52945,2.222,542.5,10.762,#N/A N/A,#N/A N/A,40.85,10055,1043.5,1.69745,1.349,24.512,207.975,3.3214,3.05935,28.5784,4.6625,6.64
11/4/2005,1092.4,91.26,1.18125,118.34,1.7497,1.3074,0.7332,1.18365,0.68305,8.1232,6.59305,2.212,540,10.75375,#N/A N/A,#N/A N/A,41.05,10070,1047.5,1.7017,1.359,24.757,211.205,3.3923,3.1055,28.5784,4.66675,6.695
11/7/2005,1092.16,91.29,1.18045,117.675,1.7441,1.3059,0.733,1.18725,0.67955,8.14155,6.59315,2.2065,535.775,10.70775,#N/A N/A,#N/A N/A,41.015,10092.5,1049.5,1.7007,1.35975,24.789,211.61,3.4113,3.12635,28.77,4.68495,6.7427
11/8/2005,1091.88,91.37,1.17815,117.295,1.7444,1.31105,0.73455,1.1844,0.6832,8.1004,6.605,2.1935,536,10.712,#N/A N/A,#N/A N/A,41.14,10102.5,1046,1.7018,1.36075,24.8575,211.075,3.39835,3.12235,28.851,4.683,6.7425
11/9/2005,1093.05,91.5,1.17645,117.52,1.7434,1.31075,0.7366,1.18695,0.68675,8.17055,6.5792,2.1755,532.25,10.7323,#N/A N/A,#N/A N/A,41.23,9920,1046.3,1.70125,1.3599,24.966,213.375,3.4277,3.1152,28.8196,4.69935,6.755
11/10/2005,1097.5,92.08,1.16865,118.205,1.7412,1.3155,0.7301,1.1913,0.6857,8.2378,6.6049,2.1635,527.5,10.6865,#N/A N/A,#N/A N/A,41.16,9975,1045.1,1.70335,1.36425,25.0785,214.925,3.4305,3.1051,28.83795,4.7055,6.77
11/11/2005,1094.86,91.98,1.1734,118.02,1.7424,1.3108,0.73295,1.18965,0.68695,8.1553,6.60255,2.1615,526.075,10.67775,#N/A N/A,#N/A N/A,41.07,9987,1041.3,1.7015,1.36195,24.905,214.075,3.441,3.092,28.84965,4.719,6.75285
11/14/2005,1098.69,92.13,1.1689,118.79,1.7369,1.31805,0.7271,1.19305,0.67895,8.1965,6.65655,2.209,527.75,10.66715,#N/A N/A,#N/A N/A,41.2,9972,1037.5,1.70605,1.36525,25.0349,214.075,3.4248,3.125,28.8769,4.74375,6.783
11/15/2005,1097.38,92.09,1.1719,118.905,1.7354,1.3166,0.7334,1.19275,0.6853,8.2225,6.6691,2.2095,523.7,10.6445,#N/A N/A,#N/A N/A,41.1675,10010,1035.35,1.70215,1.356,25.1132,213.825,3.4048,3.10275,28.825,4.731,6.7825
11/16/2005,1101.73,92.33,1.167,119.19,1.71655,1.32555,0.7307,1.1939,0.6841,8.2466,6.6966,2.2015,524.25,10.66975,#N/A N/A,#N/A N/A,41.175,10010,1036.5,1.7034,1.35775,25.1155,215.525,3.4089,3.1202,28.8869,4.73,6.727
11/17/2005,1096.98,91.88,1.17495,118.83,1.71925,1.31705,0.73375,1.18745,0.68805,8.1839,6.6982,2.1945,524.5,10.6461,#N/A N/A,#N/A N/A,41.165,10020,1033.5,1.69995,1.35375,24.978,214.425,3.3775,3.09435,28.79,4.71,6.69925
11/18/2005,1097.07,91.93,1.17745,119.105,1.7179,1.3141,0.7333,1.1885,0.68735,8.1504,6.6976,2.226,528.45,10.66275,#N/A N/A,#N/A N/A,41.1825,10077.5,1036.35,1.69945,1.367,24.893,215.125,3.384,3.0948,28.765,4.72,6.67
11/21/2005,1097.89,92.03,1.17245,119.04,1.71545,1.31995,0.73605,1.1824,0.68875,8.1695,6.715,2.22,525.2,10.64825,#N/A N/A,#N/A N/A,41.205,10055,1038.45,1.69905,1.3655,24.949,216.475,3.3932,3.12045,28.825,4.73475,6.6445
11/22/2005,1092.74,91.5,1.1814,118.74,1.72235,1.31085,0.7376,1.17405,0.69205,8.0805,6.66605,2.248,527.5,10.6245,#N/A N/A,#N/A N/A,41.2275,10040,1043.5,1.69735,1.3645,24.793,214.625,3.3627,3.10805,28.715,4.735,6.5932
11/23/2005,1091.67,91.37,1.18225,118.74,1.72385,1.3111,0.7377,1.17215,0.694,8.03555,6.66105,2.239,525.5,10.6075,#N/A N/A,#N/A N/A,41.16,10047.5,1035.5,1.69175,1.358,24.673,213.275,3.3206,3.1007,28.725,4.7095,6.535
11/24/2005,1091.67,91.6,1.1789,118.925,1.72275,1.3155,0.73885,1.17185,0.6952,8.05765,6.6875,2.2405,523.6,10.61075,#N/A N/A,#N/A N/A,41.195,10055,1037.7,1.69065,1.3543,24.686,213.175,3.31975,3.1078,28.75625,4.704,6.5315
11/25/2005,1097.35,92.04,1.1725,119.63,1.7142,1.3186,0.73575,1.16995,0.6966,8.087,6.71325,2.234,524,10.6088,#N/A N/A,#N/A N/A,41.24,10060,1041.5,1.69315,1.35775,24.81,215.545,3.3388,3.12455,28.865,4.6975,6.5163
11/28/2005,1089.48,90.98,1.185,118.825,1.7296,1.30515,0.7417,1.1675,0.70475,7.97645,6.6619,2.198,518.25,10.55675,#N/A N/A,#N/A N/A,41.225,10045,1038.9,1.6905,1.3551,24.45,211.975,3.28785,3.0831,28.675,4.66875,6.485
11/29/2005,1094.65,91.62,1.17785,119.67,1.71795,1.31385,0.73785,1.16895,0.70055,8.093,6.74655,2.1873,519,10.5885,#N/A N/A,#N/A N/A,41.225,10040,1036.5,1.69255,1.358,24.63195,215.045,3.3072,3.101,28.765,4.67,6.49355
11/30/2005,1093.12,91.57,1.1788,119.81,1.72925,1.3152,0.738,1.16565,0.70285,8.0781,6.7398,2.2035,516,10.558,#N/A N/A,#N/A N/A,41.245,10025,1033.7,1.69145,1.35525,24.567,214.975,3.3176,3.1047,28.8072,4.656,6.4625
12/1/2005,1095.47,91.82,1.1737,120.635,1.7315,1.31765,0.742,1.16635,0.70415,8.09625,6.76215,2.2248,515,10.5033,#N/A N/A,#N/A N/A,41.3,10025,1035,1.69065,1.35925,24.614,214.925,3.3171,3.11845,28.87,4.66875,6.45625
12/2/2005,1094.8,91.93,1.17175,120.59,1.73275,1.317,0.748,1.1622,0.71275,8.04355,6.76425,2.2088,514.45,10.47085,#N/A N/A,#N/A N/A,41.375,9995,1038,1.6887,1.356,24.682,214.825,3.30255,3.125,28.9614,4.6505,6.353
12/5/2005,1090.97,91.48,1.17875,120.815,1.7421,1.3071,0.75165,1.15715,0.71835,8.012,6.6792,2.1952,513.7,10.4619,#N/A N/A,#N/A N/A,41.345,9960,1036.4,1.6858,1.3555,24.504,213.625,3.26315,3.09295,28.9,4.634,6.32865
12/6/2005,1091.03,91.44,1.17795,120.89,1.7407,1.307,0.753,1.15735,0.7174,7.9719,6.7574,2.1755,510.55,10.4217,#N/A N/A,#N/A N/A,41.355,9920,1034.5,1.68525,1.35375,24.6715,215.375,3.26215,3.10335,28.9131,4.6241,6.2815
12/7/2005,1094.63,91.89,1.1725,121.035,1.7354,1.3135,0.74765,1.15985,0.7017,8.0181,6.7621,2.1945,513.3,10.4655,#N/A N/A,#N/A N/A,41.275,9835,1035.45,1.68515,1.3615,24.7775,216.425,3.278,3.11055,28.9814,4.6355,6.3255
12/8/2005,1089.02,91.26,1.1818,120.325,1.753,1.30005,0.7496,1.1588,0.7016,7.9843,6.7109,2.2223,513.25,10.5388,#N/A N/A,#N/A N/A,41.24,9787.5,1034.5,1.68375,1.3547,24.636,216.458,3.2789,3.0815,28.9379,4.626,6.345
12/9/2005,1090.14,91.25,1.18115,120.66,1.7548,1.30265,0.7505,1.1573,0.70355,7.98155,6.71795,2.252,514.25,10.643,#N/A N/A,#N/A N/A,41.25,9685,1033.85,1.6826,1.35815,24.596,216.735,3.2698,3.07595,28.865,4.632,6.3798
12/12/2005,1081.31,90.32,1.19535,119.775,1.77615,1.29,0.7555,1.1511,0.71105,7.8998,6.65095,2.261,510.65,10.63275,#N/A N/A,#N/A N/A,41.2125,9765,1033.6,1.68015,1.3505,24.262,212.075,3.1946,3.0493,28.72595,4.6042,6.33075
12/13/2005,1081.97,90.38,1.1945,119.96,1.77015,1.2931,0.7544,1.1501,0.7061,7.90535,6.6551,2.2615,511.25,10.6225,#N/A N/A,#N/A N/A,41.125,9771,1026,1.6736,1.34755,24.264,211.225,3.2082,3.05355,28.7273,4.58975,6.30355
12/14/2005,1076.05,89.83,1.19995,117.39,1.77305,1.28195,0.75485,1.15195,0.7071,7.8584,6.63575,2.2695,516.25,10.7315,#N/A N/A,#N/A N/A,41.0225,9795,1016.5,1.66935,1.34575,24.118,210.075,3.19815,3.04085,28.68155,4.588,6.3388
12/15/2005,1076.62,90.02,1.19785,116.215,1.76525,1.28905,0.74845,1.1584,0.6937,7.89615,6.63795,2.3085,515.45,10.7495,#N/A N/A,#N/A N/A,40.9475,9835,1012.5,1.6678,1.3496,24.16,211.15,3.2185,3.04745,28.68535,4.5941,6.458
12/16/2005,1074.51,89.71,1.20125,115.68,1.77275,1.2899,0.74365,1.159,0.6907,7.8859,6.6463,2.337,516.25,10.7435,#N/A N/A,#N/A N/A,40.9225,9880,1016.35,1.66595,1.35,24.12,210.345,3.227,3.04365,28.637,4.5805,6.42345
12/19/2005,1077.66,89.87,1.20065,116.15,1.76275,1.29235,0.7401,1.169,0.6878,7.84035,6.66645,2.38,517.75,10.73025,#N/A N/A,#N/A N/A,40.945,9860,1015.5,1.662,1.35065,24.1038,209.75,3.21275,3.04405,28.64615,4.6105,6.35795
12/20/2005,1085.55,90.78,1.18585,117.25,1.7546,1.3091,0.7338,1.17235,0.6807,7.9607,6.7959,2.3475,513.65,10.6635,#N/A N/A,#N/A N/A,40.95,9855,1016.6,1.66595,1.3515,24.40715,211.425,3.2333,3.08135,28.78525,4.608,6.3608
12/21/2005,1086.4,90.94,1.18365,117.395,1.74485,1.313,0.7333,1.1653,0.67745,7.97735,6.78695,2.308,511,10.61825,#N/A N/A,#N/A N/A,40.93,9825,1018.85,1.6685,1.351,24.4536,211.83,3.2404,3.09135,28.80845,4.61275,6.37825
12/22/2005,1085.18,90.72,1.18675,116.653,1.7372,1.3124,0.7315,1.1666,0.67325,7.9735,6.7859,2.341,513.3,10.66025,#N/A N/A,#N/A N/A,40.925,9840,1016.5,1.67015,1.3501,24.382,211.665,3.2376,3.0891,28.79085,4.598,6.365
12/23/2005,1084.85,90.78,1.1869,116.26,1.7334,1.31195,0.729,1.1655,0.674,7.9697,6.7599,2.315,513.5,10.688,#N/A N/A,#N/A N/A,40.92,9860,1013.6,1.6662,1.3495,24.432,211.9,3.2166,3.0863,28.77235,4.5835,6.345
12/26/2005,1084.85,90.78,1.18445,116.32,1.7328,1.31405,0.73035,1.16665,0.67545,7.98295,6.7725,2.341,513.875,10.6845,#N/A N/A,#N/A N/A,40.945,9835,1011.85,1.6658,1.3475,24.4494,212.18,3.22735,3.09205,28.79605,4.6,6.35345
12/27/2005,1090.59,91.19,1.18265,117.44,1.7272,1.31775,0.7242,1.17465,0.6717,7.99495,6.77955,2.337,514.75,10.7555,#N/A N/A,#N/A N/A,40.94,9855,1012.7,1.6678,1.34925,24.4705,212.285,3.2525,3.0969,28.8334,4.606,6.37575
12/28/2005,1090.77,91.21,1.18325,117.92,1.71675,1.3171,0.7291,1.16555,0.6809,7.9537,6.7991,2.341,513.75,10.77825,#N/A N/A,#N/A N/A,40.94,9830,1012.9,1.66655,1.35205,24.451,213.175,3.2624,3.11925,28.8092,4.5925,6.34125
12/29/2005,1088.23,91.1,1.184,117.855,1.7249,1.31485,0.7316,1.16415,0.68115,7.9453,6.7765,2.3258,514.35,10.661,#N/A N/A,#N/A N/A,41.015,9835,1009.35,1.66535,1.3479,24.5395,213.442,3.2568,3.11775,28.788,4.585,6.3235
12/30/2005,1087.27,91.17,1.1849,117.75,1.723,1.3134,0.7328,1.162,0.6837,7.9386,6.7442,2.3355,512,10.63495,#N/A N/A,#N/A N/A,41.025,9830,1010,1.66295,1.351,24.5535,212.965,3.245,3.1087,28.7414,4.606,6.3288
1/2/2006,1087.27,91.17,1.18205,117.875,1.7199,1.3146,0.73325,1.16345,0.6817,7.9583,6.74845,2.3364,513.55,10.636,#N/A N/A,#N/A N/A,41.025,9815,1007.95,1.6605,1.351,24.546,213.77,3.2672,3.1163,28.7414,4.5985,6.34225
1/3/2006,1075.49,89.84,1.20185,116.17,1.7462,1.29035,0.74025,1.15605,0.6843,7.7943,6.6269,2.3315,519,10.62775,#N/A N/A,#N/A N/A,40.765,9700,1002.85,1.65115,1.342,24.17105,209.55,3.18645,3.0562,28.7414,4.59675,6.22425
1/4/2006,1068.95,89.14,1.21185,116.1,1.75865,1.27675,0.74685,1.14785,0.6874,7.6993,6.5396,2.286,515.05,10.582,#N/A N/A,#N/A N/A,40.385,9635.5,998.1,1.64475,1.33475,23.89285,206.45,3.14525,3.03775,28.7414,4.605,6.155
1/5/2006,1070.44,89.33,1.21095,115.925,1.75585,1.27575,0.74745,1.16205,0.6871,7.7104,6.54585,2.2897,519,10.63225,#N/A N/A,#N/A N/A,40.2,9590,987.35,1.64655,1.3348,23.8746,207.005,3.1441,3.04155,28.67,4.60775,6.16285
1/6/2006,1065.15,88.91,1.2151,114.44,1.77055,1.2702,0.7541,1.16565,0.69145,7.66805,6.514,2.283,522.25,10.5624,#N/A N/A,#N/A N/A,39.765,9549.5,987.9,1.63795,1.3305,23.771,206.125,3.1325,3.03195,28.67,4.6197,6.0715
1/9/2006,1067.56,89.25,1.2088,114.48,1.76545,1.27565,0.7543,1.1682,0.69425,7.7266,6.58275,2.2535,523,10.5794,#N/A N/A,#N/A N/A,39.715,9460,977.45,1.6347,1.3395,23.784,206.8,3.1112,3.03135,28.67,4.62175,6.04735
1/10/2006,1068.77,89.33,1.20645,114.335,1.7649,1.2805,0.74885,1.166,0.694,7.75895,6.6322,2.2618,522.75,10.6315,#N/A N/A,#N/A N/A,39.8,9452,982.05,1.63425,1.34525,23.8619,207.825,3.1332,3.02455,28.5059,4.638,6.08345
