Dates;FTSE;EuroStoxx50;SP500;Gold;French-2Y;French-5Y;French-10Y;French-30Y;US-2Y;US-5Y;US-10Y;US-30Y;Russel2000;EuroStox_Small;FTSE_Small;MSCI_EM;CRB
05/05/1992;2662.2;1085.05;416.84;336.9;98.53;98.879;98.481;98.588;106.269;109.252;107.506;107.992;198.48;106.92;1426.3;344.567;246.59
06/05/1992;2698.7;1086.62;416.79;336.8;98.61;99.07;99.003;99.455;106.368;109.456;107.876;108.464;199.14;107.07;1433.24;345.016;245.85
07/05/1992;2701.9;1088.98;415.85;336.3;98.64;99.11;99.404;100.424;106.203;109.286;107.708;108.127;198.95;107.38;1443.17;342.808;246.21
08/05/1992;2725.7;1093.09;416.05;335.9;98.64;99.11;99.404;100.424;106.335;109.592;108.281;109.309;198.91;107.85;1455.99;344.763;245.91
11/05/1992;2737.8;1098.9;418.49;336.3;98.822;99.562;99.855;101.189;106.433;109.694;108.348;109.41;199.67;107.95;1469.73;347.262;245.61
12/05/1992;2722.4;1091.83;416.29;335.2;98.862;99.412;99.705;101.189;106.499;109.932;108.651;109.849;199.22;107.19;1473.46;348.815;246.3
13/05/1992;2720.5;1089.26;416.45;335.3;98.912;99.492;99.755;100.985;106.631;110;108.718;109.917;199.08;107.38;1478.23;347.699;247.03
14/05/1992;2694.7;1080.29;413.14;337;98.791;99.371;99.604;100.781;106.631;110.068;108.651;109.782;197.58;106.75;1481.33;347.606;247.03
15/05/1992;2682.6;1087.94;410.09;339.4;98.761;99.301;99.805;100.832;106.663;110.204;109.123;110.525;196.93;107.56;1479.15;347.332;246.27
18/05/1992;2703.6;1089;412.81;338.7;98.872;99.492;100.056;101.291;106.663;110.272;109.156;110.389;197.19;107.24;1483.34;344.48;246.82
19/05/1992;2700.6;1091.1;416.37;337.6;98.801;99.452;100.006;101.24;106.861;110.782;109.661;111.031;197.21;107.11;1484.71;343.736;245.45
20/05/1992;2711.9;1091.86;415.39;337.3;98.821;99.522;100.106;101.597;106.696;110.442;109.291;110.693;197.42;107.08;1488.51;344.546;245.86
21/05/1992;2702;1093.37;412.6;336.9;98.851;99.643;100.156;101.801;106.302;109.456;108.348;109.883;197.29;107.27;1490.05;344.206;244.96
22/05/1992;2715;1103.72;414.02;337.7;98.912;99.673;100.437;102.087;106.466;109.83;108.617;110.288;198.08;108.18;1491.4;341.188;244.47
25/05/1992;2715;1108.28;414.02;337.7;98.932;99.673;100.326;102.209;106.466;109.83;108.617;110.288;198.08;108.65;1491.4;336.858;244.47
26/05/1992;2704.6;1101.76;411.41;338.1;98.811;99.452;100.005;102.209;106.269;109.388;107.842;109.106;196.68;108.13;1490.95;335.275;244.77
27/05/1992;2698.6;1098.2;412.17;338.75;98.801;99.371;99.955;101.801;106.4;109.592;107.977;109.275;196.96;107.79;1488.9;337.98;244.81
28/05/1992;2694.2;1099.05;416.74;337.1;98.801;99.371;99.955;101.801;106.499;109.864;108.482;109.714;197.43;107.79;1486.27;338.272;245.03
29/05/1992;2707.6;1105.18;415.35;336.95;98.841;99.522;100.266;101.801;106.532;110.101;108.718;110.119;198.52;108.2;1483.29;340.418;245.51
01/06/1992;2697.6;1103.53;417.3;337.2;98.861;99.562;100.106;101.903;106.333;109.795;108.282;109.376;199.38;108.18;1479.8;342.705;246.47
02/06/1992;2705.9;1101.27;413.5;338.9;98.861;99.562;100.106;101.648;106.432;110.033;108.55;109.747;199.94;107.85;1480.4;341.593;246.99
03/06/1992;2680.9;1100.54;414.59;339.5;98.65;99.039;99.303;100.271;106.498;110.101;108.617;109.646;199.97;107.61;1478.53;340.149;246.71
04/06/1992;2681.9;1097.85;413.26;338.55;98.629;98.848;99.002;100.169;106.498;110.101;108.617;109.646;199.82;107.11;1476.6;339.241;246.85
05/06/1992;2668.5;1093.42;413.48;338.65;98.65;98.889;99.002;99.761;106.631;110.339;108.886;110.051;199.14;106.94;1473.12;338.721;246.92
08/06/1992;2645.8;1092.5;413.36;338.75;98.65;98.889;99.002;99.761;106.697;110.305;108.852;110.051;198.6;106.57;1466.43;336.642;247.32
09/06/1992;2635.4;1084.7;410.06;337.95;98.559;98.778;98.802;98.945;106.664;110.169;108.718;109.646;196.49;105.77;1459.07;334.691;248.43
10/06/1992;2636.1;1086.09;407.25;338;98.579;98.738;98.802;99.302;106.631;110.169;108.55;109.342;195.03;106.13;1452.35;332.954;248.01
11/06/1992;2614.1;1077.6;409.05;338.35;98.498;98.627;98.501;98.945;106.697;110.305;108.718;109.545;194.04;105.35;1445.11;336.623;247.79
12/06/1992;2603.7;1078.4;409.76;339.85;98.508;98.667;98.601;99.455;106.763;110.645;109.053;109.916;194.44;105.27;1431.04;335.126;248.53
15/06/1992;2593.6;1072.76;410.29;343;98.377;98.406;98.25;98.435;106.763;110.679;109.087;109.95;193.9;104.7;1417.42;329.516;246.7
16/06/1992;2616.3;1077.18;408.32;342.15;98.408;98.476;98.551;99.455;106.862;110.883;109.389;110.152;192.83;104.35;1416.84;324.681;246.46
17/06/1992;2598.4;1071.76;402.26;342.35;98.428;98.517;98.801;99.71;106.929;110.985;109.523;110.321;189.3;103.96;1405.78;315.443;246.61
18/06/1992;2562.7;1063.92;400.96;341.95;98.337;98.366;98.35;99.404;106.995;111.223;109.791;110.558;187.62;103.45;1391.12;316.032;246.87
19/06/1992;2584.8;1064.49;403.67;343.55;98.438;98.486;98.3;99.352;106.829;110.951;109.422;110.22;188.27;103.1;1392.15;320.726;247.3
22/06/1992;2550.3;1062.09;403.4;342.6;98.498;98.486;98.099;98.74;106.895;110.917;109.422;110.152;186.46;102.61;1381.67;311.651;247.12
23/06/1992;2560.6;1063.62;404.04;344.55;98.377;98.295;98.049;98.842;106.796;110.713;109.355;109.916;186.94;102.38;1376.55;309.438;247.82
24/06/1992;2532.6;1061.28;403.83;342.65;98.448;98.446;98.099;98.944;107.028;111.019;109.691;110.254;186.38;102.07;1370.05;305.036;247.81
25/06/1992;2557.3;1060.05;403.12;343.35;98.488;98.516;98.3;99.148;107.094;111.461;110.16;110.861;185.94;101.09;1367.78;307.272;248.42
26/06/1992;2534.1;1062.84;403.45;343.65;98.518;98.526;98.249;99.25;107.094;111.359;110.093;110.794;186.01;101.24;1361.17;310.498;249.48
29/06/1992;2515.8;1056.59;408.94;342.25;98.558;98.556;98.3;99.403;107.26;111.563;110.362;110.861;187.13;100.16;1359.05;305.692;250
30/06/1992;2521.2;1056.93;408.14;343.55;98.558;98.556;98.3;99.199;107.227;111.563;110.194;110.726;188.58;100.07;1353.41;305.519;249.52
01/07/1992;2493.9;1048.29;412.88;344.15;98.477;98.446;98.199;98.944;107.26;111.666;110.462;111.064;189.59;98.35;1340.78;308.937;249.05
02/07/1992;2476.1;1057.98;411.77;346.25;98.558;98.597;98.45;99.454;107.759;112.76;111.805;112.787;188.33;98.94;1331.4;310.758;248.43
03/07/1992;2497.1;1058.53;411.77;346;98.75;98.818;98.801;99.76;107.759;112.76;111.805;112.787;188.33;98.61;1328.1;308.747;248.43
06/07/1992;2469;1053.35;413.84;346.55;98.669;98.787;98.701;99.454;107.959;113.034;112.04;112.888;187.77;97.79;1315.14;307.792;248.57
07/07/1992;2493.7;1051.5;409.16;345.65;98.659;98.707;98.751;100.168;108.059;113.307;112.275;113.023;186.55;97.28;1309.71;307.338;248.65
08/07/1992;2472.6;1047.16;410.28;347.7;98.639;98.637;98.801;99.964;108.092;113.239;111.973;112.989;185.81;96.61;1296.31;307.76;249.1
09/07/1992;2497.9;1054.99;414.23;347.65;98.528;98.496;98.801;99.76;108.059;113.239;111.973;113.091;187.67;97.19;1292.72;307.654;248.08
10/07/1992;2490.8;1057.89;414.62;348.45;98.518;98.456;98.5;99.362;108.092;113.307;111.838;112.719;188.85;97.52;1286.75;312.776;248.07
13/07/1992;2478.3;1045.96;414.87;348.7;98.518;98.456;98.5;99.362;108.059;113.205;111.503;112.212;189.52;96.49;1282.39;317.562;247.52
14/07/1992;2484;1044.81;417.68;350.55;98.518;98.456;98.5;99.362;108.225;113.376;111.503;112.043;190.83;96.2;1275.24;319.86;246.86
15/07/1992;2486.4;1040.35;417.1;351.85;98.295;98.094;98.099;98.842;108.358;113.957;112.006;112.618;191.14;95.52;1276.77;318.574;247.29
16/07/1992;2483.4;1045.6;417.54;352.55;98.255;98.024;97.898;99.403;108.325;113.923;112.241;112.888;191.23;95.93;1274.72;322.397;245.95
17/07/1992;2431.9;1023.83;415.62;358.25;98.002;97.411;97.296;98.434;108.292;113.82;112.006;112.111;190.42;94.02;1265.31;320.545;245.76
20/07/1992;2403.7;999.15;413.75;358.05;97.81;97.159;96.795;97.19;108.292;113.786;112.039;112.381;189.03;90.9;1256.31;315.33;245.7
21/07/1992;2415.6;998.51;413.76;357.85;98.042;97.38;96.895;96.7;108.225;113.752;112.107;112.313;189.76;91.28;1256.28;312.655;245.91
22/07/1992;2387.9;990.68;410.93;359.25;98.012;97.24;96.895;96.904;108.291;114.025;112.442;112.921;188.92;90.46;1243.3;308.511;246.8
23/07/1992;2399.5;989.85;412.08;358.75;98.113;97.451;97.096;97.159;108.458;114.709;113.415;113.968;189.25;89.92;1241.48;305.346;246.84
24/07/1992;2377.2;978.09;411.6;357.45;97.992;97.41;96.644;97.312;108.391;114.504;113.348;113.631;189.6;88.95;1236.08;303.485;246.49
27/07/1992;2348;983.31;411.54;358;97.941;97.099;96.915;96.445;108.325;114.504;113.717;114.137;189.73;89.14;1228.04;302.042;246.51
28/07/1992;2373.4;982.82;417.52;358.45;97.901;97.099;96.393;96.904;108.358;114.641;114.187;115.353;191.49;89.06;1225.06;305.714;245.44
29/07/1992;2423.2;989.34;422.23;356.85;97.85;97.099;96.092;96.19;108.391;114.641;114.422;115.455;192.99;89.41;1227.35;302.803;245.86
30/07/1992;2411.6;993.47;423.92;356.6;97.648;96.787;95.892;96.088;108.225;114.094;113.684;115.015;193.83;89.73;1224.71;304.961;245.72
31/07/1992;2399.6;988.96;424.21;357.95;97.547;96.436;95.641;95.17;108.092;113.649;113.482;115.049;194.74;89.7;1221.84;308.38;245.35
03/08/1992;2420.2;987.91;425.09;353.5;97.628;96.687;96.042;96.19;108.058;113.614;113.415;115.083;195.35;89.63;1220.91;305.03;245.62
04/08/1992;2407.5;992.34;424.36;352.75;97.759;96.938;96.594;97.006;108.258;114.1;113.952;115.387;195.4;89.98;1218.67;304.574;245.33
05/08/1992;2392.8;993.09;422.19;350.35;97.81;97.079;96.794;96.853;108.292;114.239;114.086;115.387;194.47;89.54;1214.18;304.366;245.07
06/08/1992;2377.6;997.54;420.59;348.65;97.966;97.36;96.694;97.312;108.292;114.273;113.986;115.117;193.42;90;1204.35;304.458;246.68
07/08/1992;2350.1;985.2;418.88;350.95;97.809;97.078;97.045;97.464;108.525;114.793;114.657;115.86;193.43;89;1192.45;306.412;244.81
10/08/1992;2325.7;975.41;419.42;350.5;97.991;97.4;97.045;97.464;108.625;115.106;115.06;116.265;192.73;88.14;1178.98;306.231;245.64
11/08/1992;2309.6;961.91;418.9;348.65;97.981;97.37;96.794;97.383;108.592;115.175;115.227;116.805;192.57;86.9;1168.56;305.051;244.15
12/08/1992;2303.1;957.61;417.78;346.35;97.819;97.048;96.594;96.72;108.559;114.932;115.026;116.738;192.38;86.31;1166.39;303.129;243.1
13/08/1992;2318;951.98;417.73;338.25;97.779;97.018;96.443;96.699;108.525;114.689;114.355;115.691;192.11;85.48;1164.87;300.479;243.98
14/08/1992;2356.8;963.84;419.91;335.45;97.89;97.269;97.296;97.515;108.592;114.828;114.522;115.994;192.62;86.28;1164.35;297.905;244.04
17/08/1992;2376.1;964.61;420.74;337.3;97.91;97.38;97.115;97.515;108.625;114.759;114.254;115.42;192.81;86.53;1165.44;295.844;244.6
18/08/1992;2354.7;956.36;421.34;336.15;97.809;97.239;96.814;97.311;108.792;115.314;114.824;115.994;192.56;86.03;1160.79;292.308;244.36
19/08/1992;2363.5;957.62;418.18;337.4;97.738;97.058;96.744;97.107;108.759;115.383;114.791;116.062;191.54;85.86;1159.91;292.501;244.25
20/08/1992;2359.4;955.68;418.26;338.15;97.668;96.917;97.195;97.209;108.792;115.417;114.992;116.231;190.95;85.54;1158.57;289.768;244.78
21/08/1992;2365.7;968.19;414.85;337.45;97.668;96.887;96.995;97.179;108.625;114.967;114.489;115.623;190.01;86.51;1158.14;287.922;244.93
24/08/1992;2311.1;941.72;410.72;342.2;97.253;96.405;96.293;96.618;108.391;114.134;113.28;114.542;187.48;84.26;1142.28;285.654;245.9
25/08/1992;2281;935.47;411.61;341.3;97.041;95.782;95.791;95.067;108.291;113.995;112.911;114.103;186.63;83.73;1133.95;286.681;246.24
26/08/1992;2285;933.84;413.51;338.65;97.152;96.063;95.941;94.863;108.358;114.169;113.314;114.609;187.29;83.32;1133.21;290.481;245.8
27/08/1992;2311.6;942.65;413.53;339.4;97.263;96.234;95.941;95.883;108.458;114.411;113.616;114.812;188.36;83.76;1134.94;293.689;245.19
28/08/1992;2312.6;943.43;414.84;340;97.283;96.274;96.212;95.373;108.558;114.619;113.683;114.744;188.82;83.6;1132.39;295.613;243.94
31/08/1992;2312.6;951.68;414.03;340;97.283;96.274;95.971;95.373;108.558;114.654;113.716;114.812;188.79;83.99;1132.39;293.44;243.58
01/09/1992;2298.4;945.84;416.07;342.45;97.294;96.348;96.092;95.577;108.592;114.942;114.186;115.361;189.23;83.18;1127.7;294.316;243.01
02/09/1992;2313;945.24;417.98;339.3;97.334;96.499;96.092;95.22;108.659;115.085;114.403;115.471;190.7;82.68;1123.81;293.349;246
03/09/1992;2381.9;964.86;417.98;341.4;97.657;96.913;96.894;96.291;108.659;115.121;114.403;115.544;191.47;82.99;1131.96;292.8;245.65
04/09/1992;2362.2;968.69;417.08;341.5;97.961;97.71;97.165;97.923;109.099;116.056;115.524;116.679;191.32;82.73;1131.78;292.934;246.3
07/09/1992;2372.2;964;417.08;343.15;98.021;97.785;98.158;99.249;109.099;116.056;115.524;116.679;191.32;82.23;1129.72;293.56;246.3
08/09/1992;2337.7;961.34;414.44;342.4;97.95;97.71;98.158;98.841;109.201;116.559;116.5;117.447;190.19;82.08;1128.88;294.72;246.18
09/09/1992;2327.5;957.87;416.36;342.4;97.688;97.443;97.877;98.127;109.201;116.379;116.283;117.228;190.6;81.89;1121.8;293.464;245.18
10/09/1992;2340.6;954.49;419.95;342.3;97.789;97.291;98.148;98.229;109.201;116.307;116.356;117.374;192.11;81.33;1118.41;290.861;248.32
11/09/1992;2370.9;966.2;419.58;340.25;97.758;97.404;97.897;99.698;109.167;115.984;115.777;116.532;192.79;81.69;1118.72;290.802;248.07
14/09/1992;2422.1;1005.61;425.27;346.55;98.749;98.67;99;100.881;109.302;116.271;116.211;117.008;194.72;84.68;1126.59;293.779;247.72
15/09/1992;2370;992.17;419.77;346.35;98.607;98.593;99.301;100.881;109.133;115.804;115.56;116.093;193.2;83.56;1120.92;291.581;249.12
16/09/1992;2378.3;1018.38;419.92;349.4;99.062;99.174;99.201;100.269;109.167;115.696;115.488;115.836;192.75;84.23;1093.52;289.658;249.5
17/09/1992;2483.9;1005.53;419.93;348.25;98.779;98.817;99.201;100.473;109.2;115.768;115.56;115.946;193.06;82.7;1128.07;289.542;247.94
18/09/1992;2567;1036.18;422.93;352;99.416;99.726;99.512;100.983;109.166;115.66;115.452;116.166;193.57;85.18;1155;290.215;247.39
21/09/1992;2560.1;1013.23;422.14;347.25;99.133;99.385;99;101.187;109.065;115.516;115.415;115.726;193.41;83.48;1181.6;290.858;246.55
22/09/1992;2586;1020.47;417.14;349.85;99.406;99.907;100.053;100.422;109.065;115.265;114.765;114.335;192.37;83.51;1193.71;288.153;245.9
23/09/1992;2580.6;1007.01;417.44;348.35;99.214;99.505;100.003;100.32;108.963;115.121;114.367;113.932;192.23;82.01;1205.11;287.946;244.96
24/09/1992;2621.2;1009.94;418.47;348.35;99.072;99.264;98.799;99.351;109.099;115.444;114.909;114.774;192.93;82.31;1211.27;290.025;244.63
25/09/1992;2601;1002.4;414.35;349.35;99.527;99.987;100.705;100.778;109.268;116.055;115.488;115.763;190.9;81.66;1215.08;292.462;244.28
28/09/1992;2560;972.74;416.62;348.15;99.355;99.867;99.853;101.186;109.301;116.307;115.849;115.946;190.5;79.95;1207.21;290.668;243.22
29/09/1992;2565.5;970.13;416.8;348.15;99.264;99.274;98.799;100.472;109.268;116.163;115.849;115.653;190.72;80.13;1199.66;293.429;243.88
30/09/1992;2553;968.58;417.8;348.85;98.435;98.722;99.1;99.656;109.234;116.091;115.849;115.36;192.92;80.03;1196.24;294.069;244.48
01/10/1992;2572.3;958.97;416.29;348.25;99.092;99.555;99.301;100.166;109.437;116.808;117.006;116.422;191.35;78.91;1196.9;295.108;244.16
02/10/1992;2549.7;971.11;410.47;348.15;99.173;99.917;99.501;100.268;109.369;116.665;116.789;116.055;189.49;80.35;1195.19;294.559;243.7
05/10/1992;2446.3;920.65;407.57;351.05;99.183;99.676;98.789;100.472;109.437;116.844;116.97;115.872;186.5;76.89;1176.05;293.049;243.19
06/10/1992;2488.4;928.88;407.18;350.15;99.021;99.555;98.899;100.034;109.335;116.665;116.427;114.884;187.82;77.63;1177.99;289.977;242.21
07/10/1992;2517.1;931.96;404.25;350.75;99.153;99.475;99.902;99.35;109.031;115.625;115.09;113.969;187.98;77.73;1180.44;291.211;242.32
08/10/1992;2538.8;945.27;407.75;350.65;99.365;99.917;99.601;99.962;109.132;115.876;115.487;114.371;189.25;78.73;1184.89;289.587;242.19
09/10/1992;2541.2;952.37;402.66;350.85;99.547;100.117;100.243;100.982;108.895;115.303;114.583;113.383;188.21;79.83;1184.98;290.932;241.17
12/10/1992;2557.2;954.1;407.44;345.8;99.345;99.686;99.752;99.962;108.895;115.303;114.583;113.383;189.13;79.9;1183.83;290.886;242.5
13/10/1992;2584.7;959.87;409.3;343.35;99.375;99.927;99.902;100.982;108.828;115.303;114.656;113.31;190.03;78.95;1184.99;289.498;241.57
14/10/1992;2574.7;956.22;409.37;343.45;99.223;99.726;99.451;101.288;108.76;115.303;114.656;113.676;190.36;78.87;1183.77;290.395;241.73
15/10/1992;2546.6;950.13;409.6;342;99.152;99.645;100.544;100.931;108.794;115.231;114.547;113.566;189.13;78.68;1176.03;289.063;241.86
16/10/1992;2563.9;955.48;411.73;342.45;99.607;100.248;100.604;101.186;108.76;115.016;113.932;113.163;191.6;78.85;1173.94;290.177;240.92
19/10/1992;2562.2;953.12;414.98;342.95;99.981;100.81;100.554;101.237;108.557;114.371;113.245;112.76;193.62;77.67;1168.57;292.594;240.6
20/10/1992;2617;977.87;415.48;343.55;100.487;101.373;101.306;102.359;108.185;113.403;111.799;111.699;194.42;79.12;1174.12;294.88;241.9
21/10/1992;2645.7;962.91;415.67;343.95;100.557;101.292;102.169;102.002;108.252;113.797;112.341;111.955;195.53;77.82;1189.06;295.13;241
22/10/1992;2658.1;975.9;414.9;343.2;100.618;101.613;101.858;102.512;108.354;113.976;112.811;112.284;195.24;79.19;1199.98;298.025;241.24
23/10/1992;2669.7;988.52;414.1;343.25;100.77;101.945;102.41;102.461;108.117;113.439;112.088;111.735;195.88;80.12;1206.6;300.557;240.55
26/10/1992;2661.6;991.92;418.16;341.25;100.598;101.824;102.159;102.614;108.049;113.403;112.088;111.625;196.65;80.93;1210.66;301.679;239.87
27/10/1992;2669.8;988.47;418.49;338.35;100.679;101.905;102.309;101.4;108.185;113.833;112.522;112.101;196.54;80.78;1212.36;299.412;240.5
28/10/1992;2650.4;983.96;420.13;338.65;100.749;102.105;102.309;101.696;108.252;113.797;112.63;111.845;197.8;81;1212.69;300.654;239.77
29/10/1992;2642.3;978.65;420.86;339.65;100.678;102.145;102.359;101.492;108.218;113.94;113.064;112.394;198.26;81.44;1213.74;305.923;240.22
30/10/1992;2658.3;980.05;418.68;339.65;100.587;101.945;102.409;101.9;108.083;113.367;112.341;111.918;198.9;81.73;1213.29;309.629;239.96
02/11/1992;2687.8;979.79;422.75;339.75;100.647;102.145;102.409;101.9;107.947;113.043;111.726;111.625;199.9;82.1;1214.53;309.292;240.24
03/11/1992;2705.6;987.1;419.92;338.7;100.607;102.065;102.61;102.308;108.015;113.223;111.763;111.735;199.63;82.45;1220.55;306.77;240.42
04/11/1992;2691.7;987.65;417.11;337.3;100.766;102.306;103.011;102.613;108.049;113.223;111.654;111.222;199.55;82.37;1221.1;307.804;240
05/11/1992;2711.1;983.46;418.34;339;100.924;102.637;103.212;103.021;108.117;113.259;111.762;111.186;200.77;81.71;1226.4;306.345;239.46
06/11/1992;2702.7;978.72;417.58;334.05;101.063;102.838;103.252;103.531;107.981;112.935;111.003;110.307;201.56;81.58;1228.2;308.246;239.85
09/11/1992;2695.4;988.19;418.59;334.45;101.182;103.049;102.991;104.041;107.845;112.612;110.75;110.38;203.17;82.19;1228.14;307.657;236.13
10/11/1992;2714.6;999.19;418.62;329.8;101.162;102.959;103.121;102.817;107.913;112.971;111.473;111.295;204.61;83.43;1229.88;305.297;236.61
11/11/1992;2696.8;999.69;422.2;332.15;101.162;102.959;103.121;102.817;107.913;112.971;111.473;111.295;206.91;83.41;1230.93;306.306;237
12/11/1992;2726.4;1003.02;422.87;333.05;101.092;102.878;103.462;103.225;108.049;113.474;112.485;112.394;206.76;83.61;1241.02;304.877;237.03
13/11/1992;2697.5;1008.47;422.43;336.45;100.815;102.426;103.362;103.633;107.879;112.935;112.196;112.32;207.43;84.36;1237.84;302.76;238.1
16/11/1992;2679.6;1004.94;420.68;335.75;100.587;102.105;103.071;103.429;107.607;112.36;111.581;112.393;207.29;84.98;1235.67;299.003;237.6
17/11/1992;2679.2;1007.38;419.27;334.15;100.805;102.507;102.92;102.817;107.675;112.575;111.835;112.576;206.13;85.43;1233.63;301.09;237.95
18/11/1992;2704;1010.77;422.85;335;100.825;102.416;103.051;102.817;107.845;112.971;112.485;113.126;207.83;85.23;1233.9;300.068;237.77
19/11/1992;2706.2;1006.1;423.61;334.15;100.963;102.788;103.061;102.817;107.845;112.827;112.268;112.759;208.61;84.28;1237.51;299.14;238.32
20/11/1992;2732.4;993.55;426.65;336.35;100.835;102.497;102.95;102.644;107.709;112.503;112.015;112.759;209.77;83.22;1238.14;300.738;237.98
23/11/1992;2722.9;994.66;425.12;334.35;100.438;101.884;102.088;102.001;107.709;112.395;111.871;112.503;209.73;83.23;1242.02;302.806;237.99
24/11/1992;2727.1;997.83;427.59;334.65;100.379;101.763;101.957;100.471;107.845;112.683;112.232;112.833;210.81;83.36;1242.13;303.199;238.04
25/11/1992;2709.6;998.69;429.19;333.85;100.656;102.286;102.118;100.471;107.675;112.359;112.015;112.796;211.93;83.19;1241.79;303.331;238.35
26/11/1992;2741.8;999.34;429.19;334.7;100.597;102.205;102.168;100.471;107.675;112.359;112.015;112.796;211.93;82.77;1241.52;304.887;238.35
27/11/1992;2760.1;1009.72;430.16;334.05;100.557;102.155;102.058;100.981;107.573;111.856;111.328;112.1;212.5;83.17;1243.01;306.322;238.6
30/11/1992;2778.8;1012.37;431.35;334.45;100.3;101.673;101.506;99.961;107.505;111.856;111.184;112.027;213.81;83.15;1250.13;306.055;238.63
01/12/1992;2792;1010.7;430.78;334.65;100.418;102.075;101.967;100.614;107.471;111.82;111.292;112.236;213.8;82.4;1254.77;305.31;238.66
02/12/1992;2764.1;1005.95;429.89;336.45;100.438;101.954;101.907;99.961;107.437;111.856;111.328;112.341;214.21;82.07;1254.97;305.851;238.66
03/12/1992;2771;1005.95;429.91;335.75;100.567;102.155;101.927;100.063;107.505;111.963;111.473;112.341;214.78;82.18;1255.68;305.439;238.95
04/12/1992;2759.4;1004.67;432.06;335.45;100.607;102.265;101.877;99.961;107.708;112.462;112.051;113.177;215.91;82.18;1254.74;306.335;239.31
07/12/1992;2754.5;1010.94;435.31;335.15;100.587;102.225;102.057;99.961;107.809;112.712;112.521;113.944;217.41;82.86;1258.42;306.688;239.06
08/12/1992;2769.8;1001.4;436.99;335.75;100.369;102.064;101.877;99.961;107.911;112.961;112.919;114.083;217.76;82.55;1258.95;307.403;238.16
09/12/1992;2750.7;1003.7;435.65;333.75;100.448;102.265;102.358;100.216;107.877;112.89;112.738;114.083;216.87;81.98;1258.5;306.2;238.54
10/12/1992;2726.5;993.97;434.64;334.15;100.388;102.185;102.278;100.318;107.775;112.712;112.629;114.258;215.45;81.46;1256.63;306.825;239.25
11/12/1992;2716.2;989.86;433.73;334.72;100.398;102.376;102.428;101.287;107.64;112.498;112.34;114.014;215.25;81.54;1257.12;306.757;238.87
14/12/1992;2721.8;987.01;432.84;335.05;100.21;101.934;102.107;100.981;107.538;112.212;112.159;113.944;214.93;80.79;1261.16;307.231;239.36
15/12/1992;2717.9;988.15;432.57;335.05;100.111;101.893;102.087;100.93;107.64;112.355;112.159;113.839;213.71;80.46;1264.55;303.948;239.38
16/12/1992;2732.8;977.95;431.52;337.05;99.883;101.572;101.857;100.981;107.809;112.64;112.593;114.083;212.72;80.26;1272.22;304.975;238.56
17/12/1992;2740.3;988.38;435.43;338.35;99.655;101.341;101.255;100.522;107.775;112.533;112.593;114.118;214.21;81.04;1284.25;306.555;238.16
18/12/1992;2789.7;1000.43;441.28;337.15;99.863;101.652;101.756;100.573;107.843;112.604;112.702;114.153;215.55;81.74;1304.6;307.393;235.57
21/12/1992;2807.7;1014.45;440.7;333.95;99.824;101.612;101.867;100.267;107.877;112.711;113.099;114.85;214.99;82.14;1318.76;308.929;236.13
22/12/1992;2842;1023.98;440.31;332.3;100.17;102.164;102.508;100.981;107.979;112.996;113.605;115.442;214.8;82.16;1335.03;310.427;236.27
23/12/1992;2827.4;1025.51;439.03;332.85;100.378;102.285;102.96;102.307;107.945;112.854;113.388;115.163;215.26;82.25;1343.98;313.397;236.24
24/12/1992;2827.5;1031.59;439.77;333.15;100.448;102.436;103.01;102.664;108.046;112.854;113.28;115.059;216.26;82.35;1347.61;313.837;235.92
25/12/1992;2827.5;1031.99;439.77;333.15;100.448;102.436;103.01;102.664;108.046;112.854;113.28;115.059;216.26;82.38;1347.61;313.837;235.92
28/12/1992;2827.5;1025.32;439.15;333.15;100.388;102.436;102.679;102.103;108.012;112.676;113.027;114.571;215.89;81.62;1347.61;316.611;236.19
29/12/1992;2847.8;1040.9;437.98;332.65;100.497;102.586;103.1;102.001;108.046;112.711;113.244;114.989;216.85;82.67;1353.93;314.672;234.98
30/12/1992;2832.5;1034.45;438.82;333.05;100.517;102.506;102.779;103.02;108.182;112.996;113.352;114.78;218.42;82.93;1357.21;315.209;235.1
31/12/1992;2846.5;1033.51;435.71;333.05;100.368;102.466;103.321;102.459;108.148;112.747;113.171;114.606;218.42;82.81;1363.79;314.929;235.27
01/01/1993;2846.5;1033.51;435.71;333.05;100.368;102.465;103.321;102.459;108.148;112.747;113.171;114.606;218.42;82.81;1363.79;314.929;235.27
04/01/1993;2861.5;1028.81;435.38;329.15;100.348;102.345;103.1;102.357;108.316;113.382;114.003;115.582;219.76;82.1;1377.88;313.647;235.82
05/01/1993;2833.6;1039.76;434.34;329.15;100.249;102.184;102.869;102.51;108.249;113.347;113.967;115.512;220.08;83.14;1387.35;319.569;236.55
06/01/1993;2826;1039.67;434.52;329.35;100.338;102.536;103.29;102.877;108.181;113.241;113.786;115.338;221.62;83.32;1398.38;321.413;236.89
07/01/1993;2816.5;1034.24;430.73;329.15;100.269;102.536;103.15;101.796;107.945;112.711;112.701;113.943;221.12;83.56;1410.2;323.199;237.98
08/01/1993;2799.2;1027.8;429.05;329.25;100.675;103.208;103.762;103.224;108.249;113.064;112.846;113.664;220.12;83.27;1419.18;322.863;238.3
11/01/1993;2773.4;1014.66;430.95;327.35;100.616;102.967;103.471;103.224;108.316;113.276;113.171;113.63;221.16;82.56;1413.55;322.612;238.77
