Dates;FTSE;EuroStoxx50;SP500;Gold;French-2Y;French-5Y;French-10Y;French-30Y;US-2Y;US-5Y;US-10Y;US-30Y;Russel2000;EuroStox_Small;FTSE_Small;MSCI_EM;CRB
01/02/1989;2039.7;875.47;297.09;392.5;99.081;99.039;99.572;100;100.031;100.345;101.08;101.936;154.38;117.5;1636.57;133.584;286.67
02/02/1989;2043.4;878.08;296.84;392;98.898;99.117;99.278;99.692;100;100.314;101.017;101.905;154.94;117.69;1642.94;135.052;287.03
03/02/1989;2069.9;884.09;296.97;388.75;98.907;99.002;99.145;99.178;99.812;100.062;100.921;101.718;155.69;118.62;1659.11;137.134;285.63
06/02/1989;2044.3;885.49;296.04;388;98.484;98.502;98.51;97.739;99.812;100.062;100.794;101.468;155.58;118.89;1656.86;137.037;284.69
07/02/1989;2072.8;883.82;299.63;392.75;98.438;98.312;98.292;97.688;99.906;100.251;101.144;102.092;156.84;118.28;1662.76;136.914;284.21
08/02/1989;2096.2;891.81;298.65;390.5;98.558;98.658;98.756;97.893;99.812;100.156;101.016;101.655;157;118.73;1681.85;137.027;284.38
09/02/1989;2079.1;889.28;296.06;394.25;98.558;98.582;98.718;97.893;99.781;99.779;100.063;100.03;156.55;119.02;1685.32;137.093;285.47
10/02/1989;2056.1;888.1;292.02;390.25;98.677;98.506;98.576;98.355;99.624;99.308;99.458;99.093;155.07;118.97;1675.42;138.298;285.11
13/02/1989;2032.7;876.81;292.54;384.75;98.346;98.126;98.016;96.814;99.624;99.308;99.458;99.093;154.7;118.01;1666.27;137.205;284.01
14/02/1989;2049.1;878.7;291.81;386;98.163;98.012;97.741;96.197;99.624;99.151;99.172;98.625;154.98;117.99;1675.12;137.145;285.09
15/02/1989;2047.5;870.83;294.24;382;98.025;97.333;97.333;95.58;99.687;99.214;99.458;98.968;155.56;116.97;1677.66;138.239;285.49
16/02/1989;2033.8;872.89;294.81;382.25;98.117;97.333;97.627;95.786;99.718;99.308;99.427;99.124;155.56;117.24;1680.15;138.756;284.28
17/02/1989;2042.9;869.54;296.76;380.25;97.887;97.335;97.276;94.861;99.655;99.308;99.49;99.312;157.07;117.17;1680.31;139.226;284.68
20/02/1989;2065.8;876.73;296.76;382.5;97.795;97.04;97.105;95.169;99.655;99.308;99.49;99.312;157.07;117.78;1691.57;139.296;284.68
21/02/1989;2061;874.7;295.98;383.25;97.694;97.005;96.916;94.553;99.593;99.182;99.331;99.249;156.77;118.09;1698.77;140.528;286.28
22/02/1989;2033.7;867.41;290.91;386.25;97.722;96.856;96.527;94.039;99.405;98.868;98.886;98.593;155.39;117.89;1696;142.163;286.17
23/02/1989;2016.6;856.7;292.05;391.5;97.566;96.635;95.986;92.6;99.312;98.648;98.632;98.343;155.41;116.49;1687.35;142.447;286.82
24/02/1989;2019.5;864.05;287.13;389.25;97.612;96.747;96.014;93.319;99.187;98.491;98.314;97.906;154.25;117.56;1691.76;143.296;285.46
27/02/1989;1996.7;845.09;287.82;390.25;97.336;96.716;95.73;93.319;99.249;98.648;98.504;98.218;153.96;115.13;1681.28;142.916;287.09
28/02/1989;2002.4;852.86;288.86;387;97.612;97.053;96.546;93.833;99.374;98.899;99.045;98.718;154.56;115.97;1686.24;142.524;287.21
01/03/1989;2021.3;859.83;287.11;384.25;97.703;97.017;96.441;93.833;99.374;98.584;98.41;97.99;154.67;116.57;1696.35;142.08;286
02/03/1989;2039.7;860.68;289.95;383.25;97.703;97.13;96.242;94.039;99.405;98.805;98.854;98.75;155.68;117.04;1701.23;142.873;287.19
03/03/1989;2059.2;871.1;291.18;386.5;97.749;97.319;96.574;93.782;99.437;98.836;98.854;98.623;156.32;118.21;1714.22;145.321;288.09
06/03/1989;2072.8;879.28;294.81;386.5;98.025;97.624;97.228;93.987;99.531;98.994;99.204;99.129;157.24;118.54;1718.21;144.911;287.94
07/03/1989;2083.5;878.31;293.87;391.25;98.025;97.587;97.152;94.244;99.468;98.899;99.108;99.003;157.53;118.73;1727.61;145.117;286.67
08/03/1989;2083.3;872.83;294.08;394.75;97.951;97.513;96.953;94.244;99.499;99.025;99.235;99.382;157.9;118.38;1735.46;144.459;287.99
09/03/1989;2075.9;873.66;293.93;392;97.988;97.515;97.2;94.244;99.436;98.931;99.235;99.287;157.79;118.91;1736.62;146.164;287.51
10/03/1989;2085.2;870.96;292.88;393.25;98.07;97.592;96.801;94.655;99.186;98.457;98.632;98.338;157.75;118.63;1743.96;146.724;287.85
13/03/1989;2103;872.52;295.32;392.75;97.914;97.26;96.612;93.525;99.154;98.363;98.473;98.275;157.98;119.01;1748.32;146.036;287.96
14/03/1989;2125.4;876.31;295.14;395.5;97.933;97.299;97.01;94.347;99.217;98.552;98.822;98.718;157.73;119.27;1759.41;146.445;288.99
15/03/1989;2121.2;881.84;296.67;393;98.006;97.301;97.608;95.066;99.217;98.615;98.822;98.686;158.33;119.8;1760.59;147.94;289.18
16/03/1989;2112.6;882.9;299.44;388.25;97.979;97.731;97.826;94.758;99.248;98.583;98.854;98.718;159.27;119.99;1761.97;149.704;288.83
17/03/1989;2073.1;879.88;292.69;393;97.997;97.733;96.962;95.374;98.903;97.889;97.774;96.978;156.71;120.07;1745.79;150.21;289.09
20/03/1989;2053.6;853.38;289.92;396;97.657;97.254;96.697;94.295;98.684;97.479;97.361;96.598;155.3;116.77;1735.95;150.854;288
21/03/1989;2072.2;874.93;291.33;393;97.767;97.292;97.076;94.295;98.684;97.542;97.551;96.978;156.16;119.44;1742.12;149.93;288.08
22/03/1989;2048.6;874.77;290.49;394.25;97.951;97.554;97.389;94.336;98.903;97.826;98.028;97.516;156.03;119.61;1739.26;149.941;287.96
23/03/1989;2057;875.44;288.98;395.5;97.978;97.666;97.484;94.346;98.903;97.826;98.091;97.642;156.01;119.97;1740.69;150.183;287.48
24/03/1989;2057;875.9;288.98;395.5;97.978;97.666;97.484;94.346;98.903;97.826;98.091;97.642;156.01;120.1;1740.69;150.191;287.48
27/03/1989;2057;873.69;290.57;395.5;97.978;97.666;97.484;94.346;98.84;97.794;98.06;97.611;155.87;120.01;1740.69;151.225;287.14
28/03/1989;2070.5;875.62;291.59;387.75;97.886;97.861;97.531;94.655;98.84;97.826;98.187;97.895;156.57;120.32;1744.29;150.829;287.15
29/03/1989;2071.7;880.18;292.35;382.25;97.932;97.863;97.475;94.737;98.934;98.078;98.695;98.591;156.8;121.08;1742.37;151.058;286.65
30/03/1989;2049.4;882;292.52;384.25;97.978;98.012;97.655;94.911;98.903;98.047;98.599;98.37;156.76;121.06;1737.81;152.316;285.24
31/03/1989;2075;883.82;294.87;383.75;98.024;98.014;97.702;94.768;99.122;98.394;99.076;99.002;157.9;121.6;1739.92;155.992;285.12
03/04/1989;2079.6;891.11;296.39;384.75;98.116;98.243;98.085;95.528;99.341;98.772;99.425;99.16;158.29;122.43;1739.3;157.177;284.69
04/04/1989;2082.8;892.13;295.31;387;98.208;98.487;98.106;95.723;99.527;99.214;99.838;99.761;157.97;123.32;1740.81;158.697;284.67
05/04/1989;2078.2;893.29;296.24;383.25;98.208;98.62;98.158;95.98;99.403;98.993;99.648;99.635;158.52;123.53;1736.24;160.437;284.71
06/04/1989;2052.5;889.88;295.29;384.5;98.198;98.62;98.168;95.836;99.309;98.867;99.425;99.445;158.4;123.09;1730.25;159.916;284.15
07/04/1989;2045.7;891.2;297.16;382.25;98.253;98.621;98.116;95.764;99.278;98.583;99.044;98.812;159.27;123.84;1714.87;159.363;284.31
10/04/1989;2025;895.58;297.11;382.25;98.207;98.551;97.888;95.271;99.278;98.52;98.949;98.781;159.45;124.54;1705.86;161.378;283.94
11/04/1989;2031.3;899.74;298.49;385.25;98.226;98.44;98.064;95.271;99.309;98.614;99.107;98.907;160.33;125.13;1699.52;164.061;284.88
12/04/1989;2033;902.61;298.99;387.25;98.18;98.441;98.064;95.353;99.309;98.583;99.044;98.812;161.21;124.93;1703.24;165.84;285.01
13/04/1989;2028.7;902.29;296.4;389;98.226;98.367;98.064;95.631;99.153;98.299;98.663;98.338;160.53;125.1;1702.57;169.911;285.41
14/04/1989;2053.6;904.91;301.36;387.25;98.161;98.667;98.686;96.298;99.558;99.119;99.616;99.54;161.63;125.59;1705.75;172.687;286.24
17/04/1989;2054.7;909.4;301.72;385;98.207;98.746;98.758;96.966;99.465;98.962;99.52;99.318;161.45;126.14;1710.99;173.545;286.61
18/04/1989;2074.4;911.73;306.02;384.25;98.171;98.897;99.462;97.46;99.808;99.687;100.41;100.52;162.29;126.75;1717.15;172.691;286.58
19/04/1989;2087;911.97;307.15;383.25;98.345;99.067;99.69;97.737;99.776;99.687;100.346;100.33;162.46;126.81;1724.3;174.317;285.45
20/04/1989;2064.4;908.91;306.19;383;98.62;99.274;99.98;97.943;99.527;99.088;99.647;99.718;162.59;126.33;1718.56;175.644;284.87
21/04/1989;2061;908.9;309.61;384.5;98.115;98.508;99.048;96.709;99.589;99.309;99.87;100.045;163.31;127.18;1715.07;178.71;284.67
24/04/1989;2062;909.26;308.69;384.75;98.115;98.643;99.12;96.915;99.558;99.277;99.838;100.045;163.29;127.66;1717.71;180.889;284.01
25/04/1989;2071.2;904.67;306.75;385.5;98.106;98.645;99.099;96.935;99.714;99.498;100.155;100.393;163.28;127.43;1721.58;180.364;283.07
26/04/1989;2093.4;901.26;306.93;384;98.115;98.645;98.882;96.863;99.745;99.561;100.187;100.298;163.6;126.9;1727.96;183.169;283.56
27/04/1989;2115.7;901.96;309.58;384.25;98.069;98.684;98.561;96.606;99.901;100.003;100.536;100.836;164.28;126.95;1731.23;184.74;282.32
28/04/1989;2118;901.71;309.64;378.25;98.253;99.113;99.275;97.634;99.901;100.034;100.632;100.646;164.68;127.38;1737.26;184.242;282.6
01/05/1989;2118;900.64;309.12;378.25;98.253;99.113;99.275;97.634;99.715;99.561;99.965;99.95;164.29;127.22;1737.26;184.354;283.3
02/05/1989;2103.1;899.12;308.12;377.25;98.299;98.883;99.11;97.172;99.901;99.939;100.377;100.425;164.54;127.22;1739.07;186.211;284.09
03/05/1989;2105.7;897.81;308.16;378.25;98.299;98.903;99.182;97.449;99.901;99.782;100.219;99.792;164.78;127.04;1734.61;186.982;283.92
04/05/1989;2119;896.8;307.77;378.75;98.299;98.903;99.182;97.449;99.932;99.939;100.409;99.95;165.17;126.88;1740.86;184.066;283.11
05/05/1989;2132.8;904.73;307.61;375.75;98.189;98.924;99.42;97.737;100.179;100.349;100.759;100.361;165.72;127.51;1744.84;184.589;283.22
08/05/1989;2119.6;900.19;306;377.5;98.189;98.924;99.42;97.737;100.055;100.129;100.504;99.982;165.23;127.17;1747.57;186.997;283.36
09/05/1989;2125.1;898.8;305.19;376.75;98.115;98.734;98.757;96.925;99.87;99.655;99.774;98.906;165.31;127.14;1748.18;186.04;283.41
10/05/1989;2117;896.6;305.8;377.25;98.023;98.697;98.623;96.432;99.823;99.592;99.647;98.78;165.64;127.18;1745.36;184.596;284.18
11/05/1989;2110.6;893.82;306.95;379;98.042;98.505;98.499;96.092;100.024;100.034;100.091;99.302;166.05;126.9;1743.71;183.754;284.74
12/05/1989;2135.7;892.69;313.84;377.25;97.886;98.775;98.954;96.555;100.551;101.138;101.934;101.595;167.12;127.18;1747.42;181.113;284.97
15/05/1989;2149.9;891.69;316.16;373.75;97.886;98.775;98.954;96.555;100.365;100.98;101.838;101.468;167.32;126.92;1750.86;182.848;284.49
16/05/1989;2136.7;891.42;315.28;374;97.931;98.625;98.799;96.349;100.396;101.012;101.934;101.785;167.26;127.11;1749.66;183.787;283.58
17/05/1989;2155.8;890.49;317.48;370.25;97.885;98.434;98.488;96.195;100.334;100.791;101.807;101.974;168.27;126.66;1750.79;185.244;284.05
18/05/1989;2177.3;896.03;317.97;370.5;97.748;98.435;98.623;96.195;100.272;100.886;102.061;102.291;168.99;127.15;1752.77;185.104;283.43
19/05/1989;2204.7;898.16;321.24;365.75;97.83;98.661;98.995;96.709;100.334;101.075;102.474;102.923;169.64;127;1758.39;185.441;284.7
22/05/1989;2169;902.16;321.98;360.25;97.702;98.515;98.861;96.565;100.519;101.548;103.331;104.157;169.52;127.13;1751.52;182.334;283.03
23/05/1989;2151.6;904.47;318.32;364.5;97.839;98.631;99.202;97.14;100.519;101.517;103.109;104.03;169.06;128;1738.81;179.31;282.77
24/05/1989;2132.7;905.75;319.14;363;97.748;98.592;99.161;97.089;100.458;101.485;103.014;103.872;169.49;127.83;1727.67;180.924;281.89
25/05/1989;2136.6;913.38;319.17;364.25;97.656;98.518;99.026;96.966;100.272;101.106;102.473;103.303;170.12;129.1;1732.5;179.777;281.09
26/05/1989;2140.3;914.44;321.59;363.5;97.573;98.519;98.902;96.966;100.334;101.296;102.823;103.935;171.01;129.38;1739.35;179.763;281.34
29/05/1989;2140.3;920.33;321.59;363.5;97.518;98.447;98.902;96.452;100.334;101.296;102.823;103.935;171.01;129.27;1739.35;181.611;281.34
30/05/1989;2130;923.35;319.05;362.25;97.518;98.447;98.519;96.37;100.395;101.422;102.918;103.84;170.58;129.09;1738.35;182.23;279.67
31/05/1989;2114.4;923.42;320.52;363.25;97.591;98.562;98.54;96.472;100.488;101.58;103.14;104.22;171.53;129.37;1728.03;186.076;280.13
01/06/1989;2103.4;924.65;321.97;362;97.643;98.64;98.788;96.555;100.488;101.549;103.14;104.156;172.4;129.53;1724.29;187.731;279.96
02/06/1989;2102.6;926.05;325.52;362;97.744;98.831;99.182;97.264;100.956;102.534;104.542;105.833;173.4;129.43;1717.04;190.514;280.42
05/06/1989;2088.5;930.43;322.03;366.25;97.931;99.216;99.503;97.428;101.112;102.872;104.729;106.054;172.37;130.14;1712.69;188.764;279.56
06/06/1989;2107.4;929.08;324.24;365.25;97.816;99.063;99.358;97.14;101.143;102.842;104.823;106.402;172.17;129.74;1714.3;182.499;279.52
07/06/1989;2117.9;934.15;326.95;375;97.842;99.141;99.637;97.562;101.237;103.242;105.602;107.477;172.95;130.19;1721.15;179.687;278.43
08/06/1989;2143.4;939.58;326.75;374.5;97.793;99.065;99.492;97.479;101.392;103.18;105.571;107.604;173.23;131.05;1725.88;178.438;279.95
09/06/1989;2142.1;940.86;326.69;368.5;97.753;99.066;99.409;97.531;101.424;103.58;106.318;109.406;173.37;131.31;1727.02;177.801;279.4
12/06/1989;2138.3;944.7;326.24;360;97.765;98.993;99.782;98.25;101.33;103.365;106.038;109.533;173.32;131.17;1723.27;178.933;279.64
13/06/1989;2123;944.87;323.91;359.25;97.766;98.994;99.875;98.455;101.112;102.903;105.384;108.489;172.62;131.21;1712.36;171.476;279.63
14/06/1989;2133.6;947.36;323.83;361.25;97.883;99.223;100.289;99.329;101.236;103.118;105.851;109.406;172.38;131.44;1711.3;167.42;280.55
15/06/1989;2129.6;942.49;320.08;362;97.883;99.033;100.393;99.134;101.08;102.687;105.072;107.698;171.04;131.32;1710.49;167.198;280.06
16/06/1989;2143.9;942.76;321.35;363.5;97.802;98.92;100.113;98.959;100.987;102.626;104.978;107.54;171.45;131.7;1710.78;164.439;281.25
19/06/1989;2154.7;948.98;321.89;366.25;97.774;98.809;99.989;98.753;100.924;102.472;104.667;107.129;171.06;131.82;1712.68;164.067;282.81
20/06/1989;2164.8;958.23;321.25;366;97.774;98.886;100.134;98.918;101.018;102.626;105.072;107.793;170.69;132.3;1720.58;165.154;282.85
21/06/1989;2172.2;956.75;320.48;366;97.775;98.887;100.082;98.856;100.862;102.349;104.604;107.066;170.25;132.37;1723.39;165.589;282.88
22/06/1989;2180;958.9;322.32;370.25;97.793;98.85;100.154;98.969;100.924;102.441;104.698;107.287;170.62;132.98;1723.44;166.619;283.08
23/06/1989;2167.5;958.27;328;371.25;97.762;98.813;100.03;98.866;101.236;103.056;105.633;108.868;171.44;132.68;1721.57;165.029;283.08
26/06/1989;2179.6;962.7;326.6;375.5;97.815;98.892;100.237;99.216;101.236;103.21;106.006;109.343;171.16;132.65;1723.56;162.036;282.39
27/06/1989;2206.4;959.94;328.44;376;97.816;98.893;100.289;99.277;101.423;103.641;106.63;110.323;171.79;132.08;1723.71;161.185;281.86
28/06/1989;2209.4;966.26;325.81;373.5;97.768;98.818;100.03;99.133;101.267;103.333;106.038;109.596;170.81;132.54;1729.04;161.434;282.48
29/06/1989;2182;963.4;319.68;376;97.705;98.631;99.719;98.558;101.454;103.703;106.038;110.007;168.08;132.19;1725.06;163.777;281.75
30/06/1989;2151;953.51;317.98;371.25;97.698;98.519;99.409;98.095;101.673;103.918;106.692;110.734;167.43;131.18;1718.54;163.285;282.58
03/07/1989;2165.6;958.48;319.23;375.25;97.646;98.56;99.491;98.249;101.735;104.041;106.661;110.355;167.6;130.75;1718.15;158.063;281.51
04/07/1989;2174.4;963.44;319.23;376.25;97.647;98.486;99.398;98.311;101.735;104.041;106.661;110.355;167.6;130.77;1724.89;158.79;281.51
05/07/1989;2162.9;955.98;320.64;383.75;97.69;98.563;99.554;98.373;101.798;104.133;106.505;109.596;167.95;129.92;1728.76;161.176;282.71
06/07/1989;2161.2;956.83;321.55;385.75;97.82;98.751;99.802;98.609;101.892;104.38;106.785;110.07;168.64;130.16;1735.35;163.522;282.1
07/07/1989;2189.1;961.77;324.91;384.5;97.853;98.941;99.988;98.701;102.049;104.626;107.128;110.703;170.17;130.42;1740.84;167.767;281.86
10/07/1989;2195.2;965.66;327.07;383.5;97.841;98.982;100.413;99.225;102.081;104.78;107.377;111.019;170.74;130.89;1747.85;170.045;280.2
11/07/1989;2250.9;971.49;328.78;380.25;97.906;99.095;100.496;99.39;102.175;104.903;107.502;110.861;171.18;131.8;1755.37;169.323;279.29
12/07/1989;2256.7;971.05;329.81;379.75;97.875;99.134;100.589;99.77;102.206;104.903;107.58;110.924;171.93;132.01;1757.73;170.597;278.21
13/07/1989;2258;977.72;329.95;376;97.98;99.248;100.661;99.688;102.143;104.78;107.159;110.544;172.28;132.43;1757.83;165.241;279.44
14/07/1989;2273.7;981.2;331.84;371.25;97.98;99.248;100.661;99.688;102.081;104.749;106.972;110.101;172.47;132.16;1763.95;171.296;280.23
17/07/1989;2274.9;979.47;332.44;371.25;97.858;99.101;100.547;99.462;101.924;104.441;106.66;109.659;172.99;131.51;1766.98;171.102;280.15
18/07/1989;2273.1;981.3;331.35;371.25;97.844;99.028;100.464;99.277;101.704;104.072;106.286;108.899;172.86;131.52;1766.32;171.232;279.84
19/07/1989;2292.5;985.74;335.73;371.25;97.909;99.179;100.671;99.647;101.923;104.503;106.723;109.5;174.09;131.89;1774;172.129;280.99
20/07/1989;2292.3;991.39;333.51;372.25;98.005;99.367;100.972;100.068;101.955;104.533;106.909;109.564;173.87;132.24;1775.48;171.538;280.65
21/07/1989;2283;993.41;335.9;371.75;98.022;99.444;100.858;99.986;101.861;104.564;106.785;109.342;173.9;132.75;1769.45;170.318;280.68
24/07/1989;2259.1;983.6;333.67;371.5;98.026;99.484;100.785;100.047;101.892;104.625;106.972;109.595;173;132.63;1765.07;170.78;279.46
25/07/1989;2269.4;988.98;333.88;371.75;98.027;99.447;100.899;100.047;102.017;104.872;107.159;109.785;172.8;132.76;1764.91;172.343;279.49
26/07/1989;2264.5;994.46;338.05;373.75;98.075;99.599;101.272;100.818;102.017;104.902;107.221;109.88;173.4;133.38;1764.6;173.635;278.67
27/07/1989;2283.7;997.27;341.99;374.25;98.21;99.788;101.417;101.332;102.206;105.364;107.875;110.828;174.23;133.46;1768.61;174.5;279.06
28/07/1989;2306;996.93;342.15;369.75;98.282;99.977;101.417;101.332;102.331;105.733;108.218;111.303;174.12;133.95;1770.77;175;278.31
31/07/1989;2297;997.91;346.08;368.25;98.505;100.32;101.966;102.215;102.394;105.918;108.592;112.188;174.5;133.93;1775.59;173.493;277.22
01/08/1989;2292.3;1006.38;343.75;368.75;98.506;100.479;102.162;102.822;102.457;106.041;108.903;113.106;174.21;134.62;1775.39;173.067;277.31
02/08/1989;2307.8;1008.28;344.34;369.75;98.459;100.519;102.255;102.719;102.394;105.949;109.059;113.232;174.38;134.98;1777.66;171.571;278.12
03/08/1989;2306.3;1004.65;344.74;369.5;98.459;100.519;102.224;102.637;102.236;105.425;108.623;112.41;175.36;134.86;1779.01;172.137;277.56
04/08/1989;2327.5;1016.58;343.92;371;98.319;100.203;102.048;102.503;101.635;104.348;107.22;110.196;175.37;136.15;1782.9;172.631;277.92
07/08/1989;2341.5;1018.24;349.41;365.75;98.276;100.007;101.862;102.133;101.572;104.286;107.189;110.196;176.59;136.63;1782.28;172.946;276.94
08/08/1989;2348.1;1020.41;349.35;365.5;98.338;100.204;102.204;102.565;101.572;104.317;107.189;110.259;176.65;137.15;1786.52;173.171;277.25
09/08/1989;2360.4;1022.62;346.94;365.5;98.308;100.204;102.183;102.524;101.54;104.102;106.597;109.405;176.73;137.81;1785.93;172.582;276.73
10/08/1989;2347.3;1018.51;348.25;366.25;98.309;100.282;102.307;102.462;101.635;104.471;107.002;109.974;177.06;137.66;1784.14;174.41;277.14
11/08/1989;2354.2;1022.34;344.74;361.5;98.403;100.281;102.721;103.068;101.35;103.794;106.348;109.278;176.56;138.22;1780.8;175.543;276.83
14/08/1989;2325.9;1019.54;343.06;364.25;98.403;100.281;102.721;103.068;100.97;103.055;105.226;107.633;175.69;138.74;1763.15;175.294;276.4
15/08/1989;2326.2;1012.02;344.71;366.5;98.403;100.281;102.721;103.068;101.16;103.455;105.756;108.582;175.82;138.04;1764.31;174.51;276.64
16/08/1989;2345.8;1018.81;345.66;368;98.254;100.322;102.079;102.411;101.318;103.701;106.161;109.025;175.86;138.64;1767.65;175.366;275.25
17/08/1989;2360;1020.37;344.45;365.25;98.316;100.322;102.162;102.339;101.192;103.393;105.818;108.456;175.65;138.83;1771.26;176.743;274.95
18/08/1989;2375.1;1017.81;346.03;366.75;98.194;100.166;101.437;100.92;101.034;103.363;105.725;108.55;175.94;138.62;1770.88;177.506;274.72
21/08/1989;2374.7;1024.69;340.67;366;98.194;100.166;101.582;100.838;101.065;103.147;105.475;108.424;174.65;138.99;1767.81;178.452;274.49
22/08/1989;2370.8;1021.3;341.19;367;98.194;100.166;101.095;100.355;100.875;102.747;104.883;107.57;174.48;138.39;1763.43;178.028;274.3
23/08/1989;2382.4;1020.27;344.7;364.25;98.194;100.166;101.168;100.581;100.97;103.055;105.382;108.424;175.67;138.89;1760.39;178.606;276.23
24/08/1989;2393.1;1026.17;351.52;362.75;97.973;99.739;101.499;101.105;101.002;103.085;105.538;108.614;177.01;139.46;1762.6;178.884;276.16
25/08/1989;2397.4;1036.91;350.52;359.75;98.081;99.934;101.644;101.383;101.002;103.024;105.351;108.329;177.1;140.87;1764.24;178.339;276.19
28/08/1989;2397.4;1034.95;352.09;359.75;98.071;99.741;101.478;101.311;100.78;102.778;104.945;107.665;177.08;140.56;1764.24;177.45;276.88
29/08/1989;2380.8;1031.44;349.84;361.75;97.966;99.586;101.24;101.044;100.812;102.747;105.008;108.044;176.85;140.08;1762.41;177.428;276.38
30/08/1989;2381.3;1034.36;350.65;360.75;98.058;99.781;101.499;101.475;100.907;103.024;105.257;108.329;177.43;141.47;1760.16;176.706;277.62
31/08/1989;2387.9;1038.1;351.45;360;98.089;99.82;101.613;101.578;100.843;102.839;105.07;108.044;178.2;141.22;1761.86;177.004;278.02
01/09/1989;2407.5;1040.88;353.73;359;98.089;99.82;101.509;101.3;100.939;103.284;105.638;108.963;178.71;141.21;1766.89;178.152;277.23
04/09/1989;2419.2;1048.98;353.73;359;97.974;99.783;101.633;101.691;100.939;103.284;105.638;108.963;178.71;142.76;1773.34;179.717;277.23
05/09/1989;2426;1056.54;352.56;358.25;97.941;99.59;101.406;101.424;100.875;103.157;105.588;108.895;178.82;143.43;1774.44;178.617;276.43
06/09/1989;2390.8;1048.36;349.24;360;97.909;99.514;101.271;101.177;100.907;103.188;105.705;109.151;178.13;143.44;1774.98;179.717;275.61
07/09/1989;2415.9;1055.11;348.35;359.5;97.959;99.591;101.426;101.156;100.907;103.093;105.521;109.031;178.43;144.04;1777.1;180.558;276.27
08/09/1989;2423.9;1058.95;348.76;360;97.986;99.592;101.509;101.228;101.066;103.299;105.888;109.474;179.16;144.11;1781.87;182.947;276.04
11/09/1989;2400.6;1054.81;347.66;358.75;97.912;99.479;101.478;101.023;101.194;103.585;105.955;109.644;178.29;143.54;1782.98;184.279;275.41
12/09/1989;2397.6;1052.11;348.7;358.75;97.847;99.288;101.115;100.766;101.226;103.569;105.922;109.304;178.87;143.91;1779.14;186.087;274.48
13/09/1989;2401.5;1049.45;345.46;358.25;97.815;99.179;100.629;99.8;101.289;103.569;105.621;108.793;178.81;143.68;1778.17;185.985;273.35
14/09/1989;2382;1048.53;343.16;361.25;97.667;98.947;100.463;99.481;101.417;103.791;105.955;109.031;177.56;143.94;1774.52;186.274;274.79
15/09/1989;2366.5;1047.16;345.06;356.5;97.619;98.871;100.691;99.481;101.449;103.855;106.289;109.576;176.68;144.54;1767.94;185.759;275.78
18/09/1989;2373.8;1050.93;346.73;361.25;97.619;98.874;100.422;99.276;101.321;103.823;106.189;109.406;176.37;145.13;1768.92;186.646;274.43
19/09/1989;2361.5;1047.17;346.55;360.75;97.657;98.762;100.598;99.574;101.321;103.76;106.222;109.338;176.35;144.62;1767.16;187.186;273.82
20/09/1989;2369.8;1045.66;346.47;363.5;97.658;98.838;100.68;99.615;101.13;103.347;105.654;108.452;176.2;144.96;1769.77;188.99;274.54
21/09/1989;2380.9;1045.93;345.7;363.5;97.643;98.726;100.473;99.327;101.066;103.188;105.487;108.214;176.42;145.39;1767.83;189.627;274.96
22/09/1989;2370.2;1051.84;347.05;365.25;97.661;98.878;100.359;99.296;101.034;103.093;105.387;108.112;176.8;146.14;1767.54;189.592;274.4
25/09/1989;2359.6;1050.59;344.23;367;97.551;98.579;99.842;98.556;100.875;102.68;104.652;106.988;175.99;146.47;1764.28;191.096;274.51
26/09/1989;2336.1;1045.46;344.33;367.75;97.455;98.579;99.614;98.196;100.875;102.87;104.886;107.499;176.45;146.8;1752.17;191.814;274.07
27/09/1989;2331.2;1042.05;345.1;368.5;97.342;98.224;99.614;98.196;100.811;102.648;104.752;107.397;176.23;146.47;1745.47;193.859;274.07
28/09/1989;2291.7;1041.53;348.6;366.5;97.352;98.226;99.51;98.135;100.715;102.457;104.652;107.363;177.37;146.75;1739.26;196.749;274.01
29/09/1989;2299.4;1032.57;349.15;365.75;97.209;98.003;98.785;97.22;100.747;102.521;104.819;107.601;178.21;146.01;1727.47;198.982;274.59
02/10/1989;2289.2;1027.48;350.87;366.5;97.103;97.451;98.537;96.583;100.716;102.552;104.919;107.873;178.84;145.1;1716.83;201.278;275.36
03/10/1989;2318.6;1039.75;354.71;365.75;97.184;97.897;99.096;97.58;100.937;102.965;105.387;108.486;179.37;145.78;1721.63;197.175;275.65
04/10/1989;2312.1;1042.4;356.94;366.25;97.123;97.787;98.941;97.426;100.874;102.87;105.37;108.486;179.39;145.98;1722.16;200.537;275.59
05/10/1989;2281.6;1041.49;356.97;365.5;96.998;97.493;98.609;97.426;101.032;103.283;105.988;109.44;179.92;146.14;1700.87;203.644;275.36
06/10/1989;2277.5;1047.81;358.78;363.25;97.063;97.864;99.396;97.837;101.032;103.283;105.988;109.44;180.45;146.68;1684.46;209.107;276.06
09/10/1989;2247;1055.47;359.8;363;97.07;97.98;99.727;98.679;101.506;104.013;106.889;110.512;180.78;147.57;1661.68;209.76;275.52
10/10/1989;2218.8;1054.76;359.13;362;96.883;97.76;99.468;98.35;101.38;103.759;106.622;110.376;180.27;147.44;1649.71;207.726;274.94
11/10/1989;2218.8;1043.02;356.99;361.5;96.806;97.54;98.764;97.528;101.348;103.696;106.288;109.814;179.71;146.91;1613.55;208.635;274.24
