Date,AAPL,MSFT,MS,TWTR,NOK,M,DAL,T,VALE,GE,AMD,UAL,F,INFY,OSTK,FB,MRO,C,ZNGA,PLUG,FCEL,FCX,ET,AA,JPM,PCG,PFE,BABA,CSCO,TSLA,OXY,VZ,SEDG,SCHW,VER,DIS,EBS,KO,INO,AUY,XOM,TSM,MU,UAA,VIPS,HL,NVDA,JNJ
2017-08-15,0.010888270167654923,-0.00504047281101716,-0.0017214985430609175,-0.008739153215135964,0.0,-0.002952731674225717,-0.003000332865480626,-0.008870398712287564,0.005125607591879966,-0.008712920495358212,0.020171376084830772,0.0037405595110353573,-0.006436775771047731,0.001291957806625721,-0.0052493758583809225,0.001463058051760946,-0.00863566524923387,0.0011777099947316572,0.011111215122715068,-0.018958008540059135,-0.006872927339372836,-0.012802404746938834,0.03739288934037299,0.008301061965738654,0.0025915735440067422,0.0025989086175712828,0.002099256799170224,0.020105680359134404,0.007821094108248161,-0.004048870810422933,-0.010175744187688629,-0.006169035444370419,0.0,-0.004631297210991203,-0.0011785775420194433,0.0010842306356737552,0.031802237088284446,0.008479220249091757,0.0,-0.00386847320995487,-0.0024317211216411394,0.010211181455795693,0.014935801527500736,-0.032931484471887984,-0.003574620575645948,-0.029168707059045174,-0.008468046384879635,-0.0007493880624842575
2017-08-16,-0.0040304450723622764,0.005855539262808129,-0.009087080917746349,0.013080226378074489,0.004728174241532601,-0.007420341974843314,0.004197965200928522,0.0018326931529317747,0.03219600487332652,-0.0015923631229073365,-0.030411726515484183,-0.0005975637516923982,-0.0036968582970646757,0.010276252958425491,-0.02666824708216131,-0.005865119452398204,-0.029931826296912156,-0.003832583341734086,0.0,-0.004796167875959156,-0.02797382560976036,0.05568593515277298,-0.03446627652292422,0.04510081557638124,-0.006925761046653989,0.0030235296299743197,-0.0005993544458915423,0.011032420803576137,0.007760398990437345,0.0015995180114618535,-0.015292820831696474,-0.0014449315191273904,-0.014466784321263582,-0.004652845962214602,0.017534122533916285,0.0067743110680877905,0.003042475423002511,0.00021651989036985952,-0.021506185003538292,0.056512246821264434,-0.007330747085505962,-0.0021989568564628748,0.03346345745194412,-0.0021977486097704,-0.006286477226434162,0.025053478749712532,-0.011019904299799599,0.005905405142666353
2017-08-17,-0.019385170637244542,-0.017117843159268453,-0.02019823186983194,-0.018108516323459334,-0.01744693459655111,-0.026158360073376574,-0.05325858763919333,-0.016616525920420955,-0.038349815672046095,-0.014042351215776794,-0.023228914580889715,-0.0337366944177413,-0.01492563561013549,0.017733250468157102,0.031917622940542234,-0.018343670119313593,-0.03362423961102534,-0.016529311341003883,-0.013908417132114659,-0.019418067876816103,0.021053444425163104,-0.039356176360906936,-0.021264865305238967,-0.037132666110788026,-0.015760365933140008,-0.00837299821422377,-0.012366311683480014,0.02733457053532895,-0.041028134057101706,-0.030750964534715486,-0.013151472660646313,-0.010799699189958378,-0.029577059451534105,-0.026615263629064412,-0.012828123786807755,-0.00805584195670761,-0.020084284541242337,-0.007386523862757954,-0.02941385684154829,0.003656307697048611,-0.015742197959037973,-0.015250516808452463,-0.03548704886033871,-0.020562038220500067,-0.08455744109420138,0.002059780098498054,-0.022534740425924404,-0.008457854535462772
2017-08-18,-0.0022831098809792394,0.001242271376127313,0.006631307204478798,0.00753298520463197,-0.009646367807789602,-0.006647995135682372,0.0,-0.006135794898727731,0.031394929406384886,-0.00811358515147953,0.002428146310359036,0.0007725462406114048,-0.007547198166129032,-0.07425286893578908,0.02328689238151682,0.002991148371838115,0.004610445391425078,-0.0003002949867969562,0.013908417132114659,0.038466245545726085,-0.021053444425163104,-0.003527354044927211,-0.004787556931651338,-0.0010587856155810371,0.0009922966599926752,0.002316769491703674,-0.008534114536974169,0.02160485850489291,-0.021821418118810776,-0.012754389322888748,0.0038960557036995525,-0.0041849980957260335,0.0018744576829226034,-0.0040414264278507694,-0.01656846641892784,-0.006730036533175721,-0.01905908837682002,-0.004151703635030923,0.01665157368581549,-0.0184167089952485,0.004970543256847648,0.0019539348389181477,0.025334632370102916,-0.03951264758094197,-0.033901567795937115,0.0020554482108345873,0.00018576820924387505,-0.003086451098088361
2017-08-21,-0.001842924355903719,-0.00470128547489157,-0.015765821990290974,0.007476722543583225,-0.006482998615194857,0.002050278271170214,0.005873786418814753,0.005603827794264049,-0.003996005601464514,-0.0024470330300494503,-0.026209501387624456,0.0015431866534463268,0.0009464529957203816,-0.015673202555099852,-0.005128138116204717,0.002207674839744378,-0.00924215693308783,-0.009507426758939452,-0.005540175253055057,-0.004728136931999027,-0.014285943460664807,0.04017160226731997,-0.02613338069960136,0.01862845166912619,-0.0012129969322431933,0.0030326990925457764,0.0027510381836153286,0.010393560527263368,0.010155679754825897,-0.028017960735168934,-0.005254717894660033,0.009391716162320485,-0.024645855068842426,-0.00609288169447586,0.022419768849486044,0.004656482699932241,0.002008312129425871,0.000218984924740262,0.0018332230655091486,0.025689461388423318,-0.0033982798607983256,0.0033407306022739114,-0.027362391529991648,-0.03144730633430193,-0.06170270483583451,0.020325884298240338,-0.014658027285320507,0.006163519660803196
2017-08-22,0.016215327504212063,0.013901567210250931,0.019723617547679595,0.03176800766442289,0.01292423853559077,0.044563036425668834,-0.013900809920249113,0.01058765062188538,0.0010005232446785861,0.00448160924652008,0.00990923750317041,-0.0023157328940577315,0.007540085326414925,-0.02081964055159835,-0.007742052909835984,0.011024950865936134,0.01108043479940557,0.013554447833026728,0.01379337475135256,0.02342036366214717,0.04225976907042517,0.022819792990279364,0.01709447516267426,0.03323412223437172,0.01020921465856528,0.004603658001942179,0.01183455491178309,0.030318615696392825,0.01904819966270388,0.010276796606759397,0.005423736936853274,0.004352770664028949,0.00955117126274141,0.012651990483127928,-0.005851302430558203,0.01569119685344411,0.02742224749230049,-0.0017528889704023776,0.018149301227602832,-0.02197888560279815,0.004702211143627899,0.014896852461708576,0.0296639411982893,0.011387628559595075,0.007522839618827604,0.006018114540523589,0.021138550146795332,0.009323207777999443
2017-08-23,0.0012509193004603958,-0.006032406923263345,0.005034475883138434,0.019649333642382416,0.0032051278873936884,0.003910069671606564,-0.02078723090694412,-0.0015810642318707657,0.03246718275183369,-0.008573243009194709,0.025153412993045965,-0.029328458781180622,0.005618031684786473,0.03851916823901336,0.007742052909835984,-0.00549723659527146,0.011866876792828496,0.005668345690483356,-0.008253199498297503,-0.013986227983039834,0.006872927339372836,0.01449302505821981,0.01859120786700652,0.03192157430686926,0.0012006835794533544,0.0032958883090161706,0.0027112578212369343,0.007651475121559059,-0.011255959922134462,0.03290789361558932,0.007409913205950858,-0.0014488193947723715,0.0075758228175626385,-0.0002515311564623701,0.01166867683003936,-0.012434650490610544,-0.008682350409162876,-0.0013166023186834686,-0.0018001358460568717,0.018349121007561142,-0.001695432485831816,0.0016416247575183895,0.0,0.012437180252748092,-0.016190377870331396,0.011928559556882767,0.019796595583268406,-0.014205800737920882
2017-08-24,-0.0044478786254957825,-0.0004126095724767964,0.004357322027022548,-0.004135881699342203,-0.014504710973643586,0.009225631425443304,-0.0212285294787824,-0.006349171292205913,0.03705890480617979,-0.0036968555556473603,0.0016013180467560062,-0.021720784333193244,0.0,0.01140569756975518,0.007682476409079264,-0.005766110108844202,-0.002726097674963679,0.006818868174952364,0.013717688630853875,0.018605169261404875,0.0068259043419072185,0.01299562220660011,-0.0017841626733541283,0.006796112907924812,-0.0016376610475630216,-0.001718252804186804,-0.00030095189174872417,-0.004561028686821622,0.010296091458237733,0.0004534608729001022,-0.007917120572724201,0.0006212360474511236,0.00938974034983886,-0.0030226455089912285,-0.006984832225100934,0.0001969918575683849,0.015075688094455586,-0.0028587389897665183,0.04233432287149563,0.0,-0.003661554696683389,0.006811087154475981,-0.007582085088353896,0.0035252367700642218,0.0010875726154910836,0.003944774580914245,-0.0036859197610219496,0.0006774537280707094
2017-08-25,0.0036975339269504914,0.0017867814733705245,-0.0013052291212867217,-0.01431150116749036,0.008084149313550393,0.020096373203334572,0.03199753290000418,0.008193553574031842,-0.0037383184454995444,0.007788489318321989,-0.005615714234084912,0.030120845914582084,0.010218357192083083,0.010617209930320115,0.04489530044515,-0.008501506717685459,0.0054446976356778976,0.0023608692039003287,-0.013717688630853875,-0.004618941278365041,0.006779734473298937,-0.01299562220660011,0.005934758360705228,-0.003149634810089008,0.004034711918889933,0.004290054491167261,0.00480336708520257,-0.018804236693825693,0.006381666902649297,-0.013923603691261555,0.0015209153898814165,0.007629667395388395,0.0018673857069049227,0.0030226455089912285,-0.0023392358406719715,0.00872860950723009,-0.007788600522967037,0.00351725682930093,-0.03158154166251648,0.0,0.005096376687286686,0.0005427970541407312,0.0023137211415100722,0.007595775337199573,-0.021978885986724706,-0.013875285790127645,-0.008389136633782712,-0.009147032443094893
2017-08-28,0.010020938437556026,0.00013734481484917183,-0.010063508550637312,0.00718140961634095,0.0,0.002365709005810235,0.00576740794834496,-0.0013170830708606474,0.013023383106989694,-0.0008169561054045538,-0.016221017804662896,-0.0033198841799748635,-0.0027764694789067512,0.010505730301748173,0.02409755157906046,0.0055162517476921025,-0.011834467921451264,-0.0005897230997558012,0.0027586855790167064,0.004618941278365041,0.006733972356861351,0.015574602520135983,-0.002369610581985704,0.02302810120309795,-0.0031609478485776776,0.003276528731412931,0.0023931160187040668,-0.020233617900083267,0.003175626014820576,-0.006890468975148778,-0.0015209153898814165,-0.0014389907748895148,-0.0018673857069049227,-0.0055484986764824384,-0.014151166018346206,0.0014635695210563071,0.010279266042366508,-0.003297102215364056,0.021164790721390547,0.05310985819926928,-0.0032639234670321926,-0.0021732694649450046,0.02574686778014179,-0.014658720148758242,-0.013423007444650192,0.05815586369609682,0.007056441874729202,0.00045564360214278565
