Date,Open,High,Low,Close,Adj Close,Volume
2009-11-30,62.639999,62.830002,62.150002,62.220001,44.008549,7252700
2009-12-01,62.680000,63.930000,62.490002,63.869999,45.175617,6887700
2009-12-02,63.500000,63.740002,63.169998,63.650002,45.339451,6195800
2009-12-03,63.580002,63.590000,62.669998,62.759998,44.705475,6406200
2009-12-04,63.180000,64.000000,63.080002,63.849998,45.481911,8907000
2009-12-07,63.700001,64.480003,63.560001,64.230003,45.752590,6259700
2009-12-08,64.089996,64.089996,63.150002,63.480000,45.218349,6161600
2009-12-09,62.080002,62.389999,60.759998,61.799999,44.021633,20222300
2009-12-10,62.150002,62.630001,61.669998,61.840000,44.050129,8512500
2009-12-11,61.849998,62.380001,61.180000,61.270000,43.644108,8249600
2009-12-14,61.700001,61.770000,60.860001,60.980000,43.437527,7437800
2009-12-15,61.009998,61.389999,60.400002,60.990002,43.444664,7656600
2009-12-16,61.180000,61.689999,60.619999,60.680000,43.223846,8127400
2009-12-17,60.639999,60.639999,60.040001,60.040001,42.767948,8336100
2009-12-18,59.919998,59.919998,58.770000,59.480000,42.369053,18604200
2009-12-21,59.720001,60.730000,59.599998,60.480000,43.081371,7973000
2009-12-22,60.570000,60.790001,60.250000,60.630001,43.188217,6026000
2009-12-23,60.869999,60.869999,60.250000,60.680000,43.223846,3829000
2009-12-24,60.660000,60.959999,60.400002,60.959999,43.423286,1502900
2009-12-28,61.189999,61.250000,60.869999,61.160000,43.565762,4364200
2009-12-29,61.290001,61.590000,61.099998,61.099998,43.523010,3787000
2009-12-30,61.000000,61.450001,60.869999,61.310001,43.672604,3779400
2009-12-31,61.250000,61.439999,60.759998,60.799999,43.309319,3316300
2010-01-04,61.189999,61.520000,60.639999,61.240002,43.622746,6585900
2010-01-05,61.000000,62.099998,60.900002,61.980000,44.149864,8886000
2010-01-06,61.990002,62.470001,61.230000,61.360001,43.708214,9998000
2010-01-07,61.349998,61.380001,60.529999,60.970001,43.430420,10792000
2010-01-08,60.759998,60.820000,60.270000,60.770000,43.287941,8674700
2010-01-11,60.680000,60.810001,60.099998,60.700001,43.238091,6461200
