timestamp,open,high,low,close
2005-03-14,25.105,25.105,25.105,25.105
2005-03-15,24.655,24.655,24.655,24.655
2005-03-16,24.35,24.35,24.35,24.35
2005-03-17,24.875,24.875,24.875,24.875
2005-03-18,24.6502,24.6502,24.6502,24.6502
2005-03-21,24.44,24.44,24.44,24.44
2005-03-22,24.195,24.195,24.195,24.195
2005-03-23,23.47,23.47,23.47,23.47
2005-03-24,23.54,23.54,23.54,23.54
2005-03-28,23.52,23.52,23.52,23.52
2005-03-29,22.9,22.9,22.9,22.9
2005-03-30,22.95,22.95,22.95,22.95
2005-03-31,23.35,23.35,23.35,23.35
2005-04-01,23.525,23.525,23.525,23.525
2005-04-04,23.45,23.45,23.45,23.45
2005-04-05,23.485,23.485,23.485,23.485
2005-04-06,23.765,23.765,23.765,23.765
2005-04-07,23.225,23.225,23.225,23.225
2005-04-08,22.655,22.655,22.655,22.655
2005-04-11,22.925,22.925,22.925,22.925
2005-04-12,22.27,22.27,22.27,22.27
2005-04-13,21.715,21.715,21.715,21.715
2005-04-14,21.36,21.36,21.36,21.36
2005-04-15,20.61,20.61,20.61,20.61
2005-04-18,20.82,20.82,20.82,20.82
2005-04-19,21.5,21.5,21.5,21.5
2005-04-20,20.575,20.575,20.575,20.575
2005-04-21,21.365,21.365,21.365,21.365
2005-04-22,21.41,21.41,21.41,21.41
2005-04-25,21.845,21.845,21.845,21.845
2005-04-26,21.425,21.425,21.425,21.425
2005-04-27,20.65,20.65,20.65,20.65
2005-04-28,20.02,20.02,20.02,20.02
2005-04-29,19.87,19.87,19.87,19.87
2005-05-02,20.3888,20.3888,20.3888,20.3888
2005-05-03,20.1,20.1,20.1,20.1
2005-05-04,20.9,20.9,20.9,20.9
2005-05-05,21.3,21.3,21.3,21.3
2005-05-06,21.74,21.74,21.74,21.74
2005-05-09,22.47,22.47,22.47,22.47
2005-05-10,21.925,21.925,21.925,21.925
2005-05-11,22.03,22.03,22.03,22.03
2005-05-12,20.815,20.815,20.815,20.815
2005-05-13,20.555,20.555,20.555,20.555
2005-05-16,20.415,20.415,20.415,20.415
2005-05-17,20.885,20.885,20.885,20.885
2005-05-18,20.815,20.815,20.815,20.815
2005-05-19,21.05,21.05,21.05,21.05
2005-05-20,21.1,21.1,21.1,21.1
2005-05-23,21.42,21.42,21.42,21.42
